y,rr,longstring,person_total,eta
0,-2.634925,0.674491,-1.343760,-8.354156
0,-1.949316,0.505868,-0.870101,-6.047610
0,0.153373,0.168623,-0.742593,-0.657186
0,-2.038006,0.168623,-1.230203,-7.222159
0,-2.919966,-0.505868,-1.503838,-10.813776
1,0.206113,-0.505868,1.459313,1.814632
1,-1.078582,-0.505868,-1.266582,-5.545534
0,-2.493162,0.843113,-1.850129,-8.494055
0,-0.981087,0.505868,-0.007044,-2.214993
0,0.729324,3.372454,0.674491,6.903912
0,-0.852816,-1.011736,-0.618903,-4.637939
1,-2.391887,-0.674491,-0.954943,-8.820446
0,-1.481081,-0.505868,-1.121939,-6.414304
0,0.729324,3.372454,0.674491,6.903912
0,-1.998576,-0.168623,-1.118097,-7.374356
1,-1.829659,-0.168623,-1.332335,-7.230714
0,0.008570,0.505868,-1.185658,-1.263208
1,-0.314564,-0.843113,0.676570,-1.123963
1,-0.069846,-0.674491,-0.115614,-1.399715
0,-0.075985,-1.180359,0.067367,-1.781352
1,0.138973,-0.168623,-0.356758,-0.559489
0,0.403154,-0.843113,0.223776,0.144746
0,0.076254,2.529340,0.066970,3.234707
0,0.729324,3.372454,0.674491,6.903912
0,-0.919927,-0.674491,-0.643247,-4.433509
0,0.595523,-0.843113,-0.288904,-0.078348
0,-2.669670,0.843113,-1.391873,-8.306844
1,0.513485,-0.168623,0.823570,2.141168
0,0.055105,0.674491,-0.975535,-0.626798
0,-1.462053,-0.505868,-0.679946,-5.727321
0,-2.578181,-0.843113,-1.282285,-9.999485
1,-2.310732,0.168623,-0.704194,-7.194888
0,-0.819600,0.000000,-0.995596,-3.834083
0,0.406710,0.843113,-0.064488,1.834558
0,-0.198990,0.168623,-0.874614,-1.789960
0,0.729324,3.372454,0.674491,6.903912
0,-0.593894,0.674491,1.198919,0.765997
1,0.729324,3.372454,0.674491,6.903912
1,0.076254,2.529340,0.066970,3.234707
0,-2.779647,0.843113,-1.561550,-8.845281
1,0.729324,3.372454,0.674491,6.903912
1,0.040253,0.000000,0.816793,1.074748
0,0.105086,0.000000,1.001757,1.514397
1,-1.334228,0.000000,-1.102650,-5.365083
1,0.517768,2.192095,0.221490,4.219363
