y,rr,longstring,person_total,eta
0,0.577596,-1.348982,-0.192621,-0.616295
0,-1.875606,-0.674491,1.042976,-4.563879
0,1.038445,-1.348982,-0.773030,-0.218513
0,-1.719625,0.674491,0.078939,-3.857774
1,-0.420499,0.674491,1.561715,1.752031
0,-2.003683,-0.674491,0.590958,-5.557061
0,-0.767676,1.348982,1.911676,2.164810
1,1.553686,1.348982,2.789976,9.639806
0,0.387689,-0.674491,-0.113506,-0.172500
0,0.179872,1.348982,-0.521500,1.198484
0,-0.310425,-0.674491,1.917468,0.882402
0,2.048534,0.674491,0.539398,6.886959
0,0.155640,-0.674491,-0.168905,-0.873096
0,-2.317118,-0.674491,1.133169,-5.615392
1,1.046232,0.000000,-0.089506,2.462089
1,-1.152774,-0.674491,-0.640049,-5.051911
0,-0.598485,0.674491,0.738983,0.091820
0,0.548242,-0.674491,0.341454,0.911807
0,1.058872,-0.674491,0.591928,2.638505
1,0.988988,-0.674491,2.237736,4.820007
0,0.710174,-1.348982,0.049299,0.086579
0,-0.096191,1.348982,-0.089666,1.081302
1,0.469587,2.697963,1.828977,7.032328
0,0.079928,0.674491,-0.153321,0.622866
0,2.037158,1.348982,0.620341,7.811062
0,-1.177715,-1.348982,1.113788,-3.432751
0,1.456820,0.000000,1.136786,5.325415
0,-0.276741,0.674491,-0.871628,-1.365153
0,-0.087868,0.000000,-0.484961,-1.141408
0,0.799284,-0.674491,0.371133,1.626208
0,1.533637,0.000000,-0.296886,3.467750
0,1.886875,-0.674491,-0.772914,2.889769
0,-0.814901,0.000000,-0.810485,-3.555118
0,-0.012399,1.348982,1.355752,3.385597
0,-0.624808,-0.674491,-0.515543,-3.460109
0,-0.999001,-0.674491,2.188025,-0.570594
0,-0.105126,0.000000,2.461732,3.053003
0,0.615979,-1.348982,0.236882,0.104500
0,0.113726,-1.348982,-1.007722,-3.030436
1,0.782813,0.000000,-0.679376,0.908405
0,1.326177,-0.674491,-1.409873,0.472917
0,0.243032,-0.674491,-1.231415,-2.168328
0,0.359148,-0.674491,-0.211950,-0.390536
1,0.572372,1.348982,0.877283,4.261647
1,0.199320,2.697963,-0.957175,2.299648
0,0.150116,-0.674491,-0.316142,-1.099764
0,-1.380053,0.000000,0.754747,-2.814714
0,-2.227168,4.721435,1.053557,1.215146
1,0.297525,-1.348982,-1.093772,-2.662499
0,0.232431,-0.674491,0.602869,0.443026
0,-2.040431,-0.674491,0.131788,-6.316175
0,0.861732,-0.674491,-0.399981,0.683583
1,0.655896,-0.674491,-1.254545,-1.096954
1,1.777167,0.674491,-0.407121,4.798755
0,-1.105740,0.674491,0.209626,-2.027189
1,-0.790562,-0.674491,2.561298,0.524283
0,0.549604,0.000000,0.700972,2.270890
0,0.289311,0.000000,1.396641,2.575586
0,-1.363811,2.023472,0.272311,-0.951366
0,0.377610,-0.674491,0.681243,0.944255
1,-0.193462,-0.674491,1.130694,0.063101
0,-1.217228,2.023472,0.594065,-0.096133
0,2.127414,0.000000,0.123112,5.660879
0,0.147555,0.674491,0.334699,1.506117
1,-0.832927,-0.674491,0.220766,-2.957330
0,0.303118,2.023472,-0.749045,2.038836
0,0.179385,0.000000,-0.806474,-0.889034
1,-0.137944,0.000000,0.031608,-0.531997
1,-0.708080,-0.674491,0.210342,-2.638292
0,-0.339692,2.697963,1.115402,3.840114
0,-0.293608,0.000000,-0.422956,-1.602653
0,-1.191435,-0.674491,1.045652,-2.729460
0,-0.687127,0.674491,1.006086,0.239036
