experiment,size,rate,scenario,fold,calib_mode,mcc,f1,auc,sens,spec,thr,n_tr,n_te,rate_te
v3_calibration,30,0.4,B,4,fixed05,0.46557129911184,0.5294117647058822,0.7937457781712851,0.4076655052264808,0.9583789704271632,0.5,4800,1200,0.23916666666666667
v3_calibration,30,0.6,B,0,oracle_clean,0.414604270828086,0.5094936708860759,0.75989070939429,0.3726851851851852,0.94921875,0.6166604166666666,4800,1200,0.36
v3_calibration,30,0.6,B,0,blind95,0.305887645160749,0.24390243902439027,0.75989070939429,0.1388888888888889,1.0,0.9710458333333332,4800,1200,0.36
v3_calibration,30,0.6,B,0,rate_aware,0.3598090277777778,0.5902777777777778,0.75989070939429,0.5902777777777778,0.76953125,0.38750476190476185,4800,1200,0.36
v3_calibration,30,0.6,B,0,fixed05,0.3900664718545656,0.5572413793103449,0.75989070939429,0.4675925925925926,0.8815104166666666,0.5,4800,1200,0.36
v3_calibration,30,0.6,B,1,oracle_clean,0.4442855566603214,0.541795665634675,0.796850887345679,0.4050925925925926,0.94921875,0.6504571428571428,4800,1200,0.36
v3_calibration,30,0.6,B,1,blind95,0.305887645160749,0.24390243902439027,0.796850887345679,0.1388888888888889,1.0,0.9737416666666668,4800,1200,0.36
v3_calibration,30,0.6,B,1,rate_aware,0.4574652777777778,0.6527777777777778,0.796850887345679,0.6527777777777778,0.8046875,0.38724,4800,1200,0.36
v3_calibration,30,0.6,B,1,fixed05,0.448631152217441,0.6098535286284953,0.796850887345679,0.5300925925925926,0.8828125,0.5,4800,1200,0.36
v3_calibration,30,0.6,B,2,oracle_clean,0.45881842491280006,0.557427258805513,0.7864658685378086,0.4212962962962963,0.94921875,0.6429571428571427,4800,1200,0.36
v3_calibration,30,0.6,B,2,blind95,0.305887645160749,0.24390243902439027,0.7864658685378086,0.1388888888888889,1.0,0.9871833333333333,4800,1200,0.36
v3_calibration,30,0.6,B,2,rate_aware,0.4068287037037037,0.6203703703703703,0.7864658685378086,0.6203703703703703,0.7864583333333334,0.4099114285714285,4800,1200,0.36
v3_calibration,30,0.6,B,2,fixed05,0.42779263194649864,0.6086956521739131,0.7864658685378086,0.5509259259259259,0.8541666666666666,0.5,4800,1200,0.36
v3_calibration,30,0.6,B,3,oracle_clean,0.40160079149357386,0.4952076677316294,0.7880105854552468,0.3587962962962963,0.94921875,0.6360604166666666,4800,1200,0.36
v3_calibration,30,0.6,B,3,blind95,0.305887645160749,0.24390243902439027,0.7880105854552468,0.1388888888888889,1.0,0.9876416666666665,4800,1200,0.36
v3_calibration,30,0.6,B,3,rate_aware,0.4032118055555556,0.6180555555555556,0.7880105854552468,0.6180555555555556,0.78515625,0.3785761904761904,4800,1200,0.36
v3_calibration,30,0.6,B,3,fixed05,0.4187715320667364,0.5882352941176472,0.7880105854552468,0.5092592592592593,0.875,0.5,4800,1200,0.36
v3_calibration,30,0.6,B,4,oracle_clean,0.46704044859817084,0.5662100456621004,0.7884084442515432,0.4305555555555556,0.94921875,0.5947869047619048,4800,1200,0.36
v3_calibration,30,0.6,B,4,blind95,0.305887645160749,0.24390243902439027,0.7884084442515432,0.1388888888888889,1.0,0.9798595238095238,4800,1200,0.36
v3_calibration,30,0.6,B,4,rate_aware,0.4574652777777778,0.6527777777777778,0.7884084442515432,0.6527777777777778,0.8046875,0.3868833333333333,4800,1200,0.36
v3_calibration,30,0.6,B,4,fixed05,0.49131550090192877,0.6332882273342354,0.7884084442515432,0.5416666666666666,0.9049479166666666,0.5,4800,1200,0.36
v3_calibration,50,0.1,B,0,oracle_clean,0.5178390459245077,0.5423728813559322,0.9004444936958235,0.6666666666666666,0.949468085106383,0.13040416666666657,4800,1200,0.06
v3_calibration,50,0.1,B,0,blind95,0.6021490414561674,0.6212121212121212,0.9004444936958235,0.5694444444444444,0.9831560283687943,0.2338107142857141,4800,1200,0.06
v3_calibration,50,0.1,B,0,rate_aware,0.5669559655981381,0.593103448275862,0.9004444936958235,0.5972222222222222,0.973404255319149,0.1916953199404742,4800,1200,0.06
