"nF","ipf","total_items","rep","alpha","beta","pattern","mcc_pattern_z15"
16,10,160,3,1,0.8,"random",0.513
16,10,160,3,1,0.8,"longstring",0.513
16,10,160,3,1,0.8,"pure_straight",0.723
16,10,160,3,1,0.8,"acquiescent",0.723
16,10,160,3,1,0.8,"mixed",0.4219
16,10,160,3,1,1,"clean",NA
16,10,160,3,1,1,"random",0.513
16,10,160,3,1,1,"longstring",0.513
16,10,160,3,1,1,"pure_straight",0.723
16,10,160,3,1,1,"acquiescent",0.723
16,10,160,3,1,1,"mixed",0.4219
16,10,160,3,1,1.5,"clean",NA
16,10,160,3,1,1.5,"random",0.4982
16,10,160,3,1,1.5,"longstring",0.4982
16,10,160,3,1,1.5,"pure_straight",0.7056
16,10,160,3,1,1.5,"acquiescent",0.7056
16,10,160,3,1,1.5,"mixed",0.409
16,10,160,3,1.5,0.3,"clean",NA
16,10,160,3,1.5,0.3,"random",0.513
16,10,160,3,1.5,0.3,"longstring",0.529
16,10,160,3,1.5,0.3,"pure_straight",0.723
16,10,160,3,1.5,0.3,"acquiescent",0.723
16,10,160,3,1.5,0.3,"mixed",0.4219
16,10,160,3,1.5,0.5,"clean",NA
16,10,160,3,1.5,0.5,"random",0.513
16,10,160,3,1.5,0.5,"longstring",0.513
16,10,160,3,1.5,0.5,"pure_straight",0.723
16,10,160,3,1.5,0.5,"acquiescent",0.723
16,10,160,3,1.5,0.5,"mixed",0.4219
16,10,160,3,1.5,0.8,"clean",NA
16,10,160,3,1.5,0.8,"random",0.513
16,10,160,3,1.5,0.8,"longstring",0.513
16,10,160,3,1.5,0.8,"pure_straight",0.723
16,10,160,3,1.5,0.8,"acquiescent",0.723
16,10,160,3,1.5,0.8,"mixed",0.4219
16,10,160,3,1.5,1,"clean",NA
16,10,160,3,1.5,1,"random",0.4982
16,10,160,3,1.5,1,"longstring",0.4982
16,10,160,3,1.5,1,"pure_straight",0.7056
16,10,160,3,1.5,1,"acquiescent",0.7056
16,10,160,3,1.5,1,"mixed",0.409
16,10,160,3,1.5,1.5,"clean",NA
16,10,160,3,1.5,1.5,"random",0.46
16,10,160,3,1.5,1.5,"longstring",0.4489
16,10,160,3,1.5,1.5,"pure_straight",0.6593
16,10,160,3,1.5,1.5,"acquiescent",0.6593
16,10,160,3,1.5,1.5,"mixed",0.3754
16,10,160,3,2,0.3,"clean",NA
16,10,160,3,2,0.3,"random",0.513
16,10,160,3,2,0.3,"longstring",0.529
16,10,160,3,2,0.3,"pure_straight",0.723
16,10,160,3,2,0.3,"acquiescent",0.723
16,10,160,3,2,0.3,"mixed",0.4219
16,10,160,3,2,0.5,"clean",NA
16,10,160,3,2,0.5,"random",0.513
16,10,160,3,2,0.5,"longstring",0.513
16,10,160,3,2,0.5,"pure_straight",0.723
16,10,160,3,2,0.5,"acquiescent",0.723
16,10,160,3,2,0.5,"mixed",0.4219
16,10,160,3,2,0.8,"clean",NA
16,10,160,3,2,0.8,"random",0.513
16,10,160,3,2,0.8,"longstring",0.513
16,10,160,3,2,0.8,"pure_straight",0.723
16,10,160,3,2,0.8,"acquiescent",0.723
16,10,160,3,2,0.8,"mixed",0.4219
16,10,160,3,2,1,"clean",NA
16,10,160,3,2,1,"random",0.4982
16,10,160,3,2,1,"longstring",0.4982
16,10,160,3,2,1,"pure_straight",0.7056
16,10,160,3,2,1,"acquiescent",0.7056
16,10,160,3,2,1,"mixed",0.409
16,10,160,3,2,1.5,"clean",NA
16,10,160,3,2,1.5,"random",0.46
16,10,160,3,2,1.5,"longstring",0.4489
16,10,160,3,2,1.5,"pure_straight",0.6593
16,10,160,3,2,1.5,"acquiescent",0.6593
16,10,160,3,2,1.5,"mixed",0.4495
16,10,160,3,2.5,0.3,"clean",NA
16,10,160,3,2.5,0.3,"random",0.513
16,10,160,3,2.5,0.3,"longstring",0.529
16,10,160,3,2.5,0.3,"pure_straight",0.723
16,10,160,3,2.5,0.3,"acquiescent",0.723
16,10,160,3,2.5,0.3,"mixed",0.4219
16,10,160,3,2.5,0.5,"clean",NA
16,10,160,3,2.5,0.5,"random",0.513
16,10,160,3,2.5,0.5,"longstring",0.513
16,10,160,3,2.5,0.5,"pure_straight",0.723
16,10,160,3,2.5,0.5,"acquiescent",0.723
16,10,160,3,2.5,0.5,"mixed",0.4219
16,10,160,3,2.5,0.8,"clean",NA
16,10,160,3,2.5,0.8,"random",0.4982
16,10,160,3,2.5,0.8,"longstring",0.4982
16,10,160,3,2.5,0.8,"pure_straight",0.7056
16,10,160,3,2.5,0.8,"acquiescent",0.7056
16,10,160,3,2.5,0.8,"mixed",0.409
16,10,160,3,2.5,1,"clean",NA
16,10,160,3,2.5,1,"random",0.46
16,10,160,3,2.5,1,"longstring",0.4489
16,10,160,3,2.5,1,"pure_straight",0.6593
16,10,160,3,2.5,1,"acquiescent",0.6593
16,10,160,3,2.5,1,"mixed",0.3754
16,10,160,3,2.5,1.5,"clean",NA
16,10,160,3,2.5,1.5,"random",0.4385
16,10,160,3,2.5,1.5,"longstring",0.4287
16,10,160,3,2.5,1.5,"pure_straight",0.6325
16,10,160,3,2.5,1.5,"acquiescent",0.6325
16,10,160,3,2.5,1.5,"mixed",0.4286
16,10,160,3,3,0.3,"clean",NA
16,10,160,3,3,0.3,"random",0.513
16,10,160,3,3,0.3,"longstring",0.529
16,10,160,3,3,0.3,"pure_straight",0.723
16,10,160,3,3,0.3,"acquiescent",0.723
16,10,160,3,3,0.3,"mixed",0.4219
16,10,160,3,3,0.5,"clean",NA
16,10,160,3,3,0.5,"random",0.513
16,10,160,3,3,0.5,"longstring",0.513
16,10,160,3,3,0.5,"pure_straight",0.723
16,10,160,3,3,0.5,"acquiescent",0.723
16,10,160,3,3,0.5,"mixed",0.4219
16,10,160,3,3,0.8,"clean",NA
16,10,160,3,3,0.8,"random",0.4982
16,10,160,3,3,0.8,"longstring",0.4982
16,10,160,3,3,0.8,"pure_straight",0.7056
16,10,160,3,3,0.8,"acquiescent",0.7056
16,10,160,3,3,0.8,"mixed",0.409
16,10,160,3,3,1,"clean",NA
16,10,160,3,3,1,"random",0.46
16,10,160,3,3,1,"longstring",0.4489
16,10,160,3,3,1,"pure_straight",0.6593
16,10,160,3,3,1,"acquiescent",0.6593
16,10,160,3,3,1,"mixed",0.3754
16,10,160,3,3,1.5,"clean",NA
16,10,160,3,3,1.5,"random",0.4287
16,10,160,3,3,1.5,"longstring",0.4195
16,10,160,3,3,1.5,"pure_straight",0.6201
16,10,160,3,3,1.5,"acquiescent",0.6201
16,10,160,3,3,1.5,"mixed",0.419
16,10,160,4,0,0.3,"clean",NA
16,10,160,4,0,0.3,"random",0.6696
16,10,160,4,0,0.3,"longstring",0.6156
16,10,160,4,0,0.3,"pure_straight",0.8062
16,10,160,4,0,0.3,"acquiescent",0.8062
16,10,160,4,0,0.3,"mixed",0.5016
16,10,160,4,0,0.5,"clean",NA
16,10,160,4,0,0.5,"random",0.6696
16,10,160,4,0,0.5,"longstring",0.6156
16,10,160,4,0,0.5,"pure_straight",0.8062
16,10,160,4,0,0.5,"acquiescent",0.8062
16,10,160,4,0,0.5,"mixed",0.5016
16,10,160,4,0,0.8,"clean",NA
16,10,160,4,0,0.8,"random",0.6696
16,10,160,4,0,0.8,"longstring",0.6156
16,10,160,4,0,0.8,"pure_straight",0.8062
16,10,160,4,0,0.8,"acquiescent",0.8062
16,10,160,4,0,0.8,"mixed",0.5016
16,10,160,4,0,1,"clean",NA
16,10,160,4,0,1,"random",0.6696
16,10,160,4,0,1,"longstring",0.6156
16,10,160,4,0,1,"pure_straight",0.8062
16,10,160,4,0,1,"acquiescent",0.8062
16,10,160,4,0,1,"mixed",0.5016
16,10,160,4,0,1.5,"clean",NA
16,10,160,4,0,1.5,"random",0.6696
16,10,160,4,0,1.5,"longstring",0.6156
16,10,160,4,0,1.5,"pure_straight",0.8062
16,10,160,4,0,1.5,"acquiescent",0.8062
16,10,160,4,0,1.5,"mixed",0.5016
16,10,160,4,0.5,0.3,"clean",NA
16,10,160,4,0.5,0.3,"random",0.6696
16,10,160,4,0.5,0.3,"longstring",0.6156
16,10,160,4,0.5,0.3,"pure_straight",0.8062
16,10,160,4,0.5,0.3,"acquiescent",0.8062
16,10,160,4,0.5,0.3,"mixed",0.5016
16,10,160,4,0.5,0.5,"clean",NA
16,10,160,4,0.5,0.5,"random",0.6696
16,10,160,4,0.5,0.5,"longstring",0.6156
16,10,160,4,0.5,0.5,"pure_straight",0.8062
16,10,160,4,0.5,0.5,"acquiescent",0.8062
16,10,160,4,0.5,0.5,"mixed",0.5016
16,10,160,4,0.5,0.8,"clean",NA
16,10,160,4,0.5,0.8,"random",0.6439
16,10,160,4,0.5,0.8,"longstring",0.5915
16,10,160,4,0.5,0.8,"pure_straight",0.783
16,10,160,4,0.5,0.8,"acquiescent",0.783
16,10,160,4,0.5,0.8,"mixed",0.4762
16,10,160,4,0.5,1,"clean",NA
16,10,160,4,0.5,1,"random",0.6439
16,10,160,4,0.5,1,"longstring",0.5915
16,10,160,4,0.5,1,"pure_straight",0.783
16,10,160,4,0.5,1,"acquiescent",0.783
16,10,160,4,0.5,1,"mixed",0.4762
16,10,160,4,0.5,1.5,"clean",NA
16,10,160,4,0.5,1.5,"random",0.6208
16,10,160,4,0.5,1.5,"longstring",0.5698
16,10,160,4,0.5,1.5,"pure_straight",0.7616
16,10,160,4,0.5,1.5,"acquiescent",0.7616
16,10,160,4,0.5,1.5,"mixed",0.454
16,10,160,4,1,0.3,"clean",NA
16,10,160,4,1,0.3,"random",0.6696
16,10,160,4,1,0.3,"longstring",0.6156
16,10,160,4,1,0.3,"pure_straight",0.8062
16,10,160,4,1,0.3,"acquiescent",0.8062
16,10,160,4,1,0.3,"mixed",0.5016
16,10,160,4,1,0.5,"clean",NA
16,10,160,4,1,0.5,"random",0.6439
16,10,160,4,1,0.5,"longstring",0.5915
16,10,160,4,1,0.5,"pure_straight",0.783
16,10,160,4,1,0.5,"acquiescent",0.783
16,10,160,4,1,0.5,"mixed",0.4762
16,10,160,4,1,0.8,"clean",NA
16,10,160,4,1,0.8,"random",0.6439
16,10,160,4,1,0.8,"longstring",0.5915
16,10,160,4,1,0.8,"pure_straight",0.783
16,10,160,4,1,0.8,"acquiescent",0.783
16,10,160,4,1,0.8,"mixed",0.4762
16,10,160,4,1,1,"clean",NA
16,10,160,4,1,1,"random",0.6208
16,10,160,4,1,1,"longstring",0.5698
16,10,160,4,1,1,"pure_straight",0.7616
16,10,160,4,1,1,"acquiescent",0.7616
16,10,160,4,1,1,"mixed",0.454
16,10,160,4,1,1.5,"clean",NA
16,10,160,4,1,1.5,"random",0.5807
16,10,160,4,1,1.5,"longstring",0.5322
16,10,160,4,1,1.5,"pure_straight",0.723
16,10,160,4,1,1.5,"acquiescent",0.723
16,10,160,4,1,1.5,"mixed",0.4167
16,10,160,4,1.5,0.3,"clean",NA
16,10,160,4,1.5,0.3,"random",0.6696
16,10,160,4,1.5,0.3,"longstring",0.6156
16,10,160,4,1.5,0.3,"pure_straight",0.8062
16,10,160,4,1.5,0.3,"acquiescent",0.8062
16,10,160,4,1.5,0.3,"mixed",0.5016
16,10,160,4,1.5,0.5,"clean",NA
16,10,160,4,1.5,0.5,"random",0.6439
16,10,160,4,1.5,0.5,"longstring",0.5915
16,10,160,4,1.5,0.5,"pure_straight",0.783
16,10,160,4,1.5,0.5,"acquiescent",0.783
16,10,160,4,1.5,0.5,"mixed",0.4762
16,10,160,4,1.5,0.8,"clean",NA
16,10,160,4,1.5,0.8,"random",0.6208
16,10,160,4,1.5,0.8,"longstring",0.5698
16,10,160,4,1.5,0.8,"pure_straight",0.7616
16,10,160,4,1.5,0.8,"acquiescent",0.7616
16,10,160,4,1.5,0.8,"mixed",0.454
16,10,160,4,1.5,1,"clean",NA
16,10,160,4,1.5,1,"random",0.5998
16,10,160,4,1.5,1,"longstring",0.5501
16,10,160,4,1.5,1,"pure_straight",0.7416
16,10,160,4,1.5,1,"acquiescent",0.7416
16,10,160,4,1.5,1,"mixed",0.4343
16,10,160,4,1.5,1.5,"clean",NA
16,10,160,4,1.5,1.5,"random",0.5807
16,10,160,4,1.5,1.5,"longstring",0.5322
16,10,160,4,1.5,1.5,"pure_straight",0.723
16,10,160,4,1.5,1.5,"acquiescent",0.723
16,10,160,4,1.5,1.5,"mixed",0.4167
16,10,160,4,2,0.3,"clean",NA
16,10,160,4,2,0.3,"random",0.6696
16,10,160,4,2,0.3,"longstring",0.6156
16,10,160,4,2,0.3,"pure_straight",0.8062
16,10,160,4,2,0.3,"acquiescent",0.8062
16,10,160,4,2,0.3,"mixed",0.5016
16,10,160,4,2,0.5,"clean",NA
16,10,160,4,2,0.5,"random",0.6439
16,10,160,4,2,0.5,"longstring",0.5915
16,10,160,4,2,0.5,"pure_straight",0.783
16,10,160,4,2,0.5,"acquiescent",0.783
16,10,160,4,2,0.5,"mixed",0.4762
16,10,160,4,2,0.8,"clean",NA
16,10,160,4,2,0.8,"random",0.6208
16,10,160,4,2,0.8,"longstring",0.5698
16,10,160,4,2,0.8,"pure_straight",0.7616
16,10,160,4,2,0.8,"acquiescent",0.7616
16,10,160,4,2,0.8,"mixed",0.454
16,10,160,4,2,1,"clean",NA
16,10,160,4,2,1,"random",0.5807
16,10,160,4,2,1,"longstring",0.5322
16,10,160,4,2,1,"pure_straight",0.723
16,10,160,4,2,1,"acquiescent",0.723
16,10,160,4,2,1,"mixed",0.4167
16,10,160,4,2,1.5,"clean",NA
16,10,160,4,2,1.5,"random",0.5469
16,10,160,4,2,1.5,"longstring",0.5005
16,10,160,4,2,1.5,"pure_straight",0.6892
16,10,160,4,2,1.5,"acquiescent",0.6892
16,10,160,4,2,1.5,"mixed",0.3863
16,10,160,4,2.5,0.3,"clean",NA
16,10,160,4,2.5,0.3,"random",0.6696
16,10,160,4,2.5,0.3,"longstring",0.6156
16,10,160,4,2.5,0.3,"pure_straight",0.8062
16,10,160,4,2.5,0.3,"acquiescent",0.8062
16,10,160,4,2.5,0.3,"mixed",0.5016
16,10,160,4,2.5,0.5,"clean",NA
16,10,160,4,2.5,0.5,"random",0.6439
16,10,160,4,2.5,0.5,"longstring",0.5915
16,10,160,4,2.5,0.5,"pure_straight",0.783
16,10,160,4,2.5,0.5,"acquiescent",0.783
16,10,160,4,2.5,0.5,"mixed",0.4762
16,10,160,4,2.5,0.8,"clean",NA
16,10,160,4,2.5,0.8,"random",0.5998
16,10,160,4,2.5,0.8,"longstring",0.5501
16,10,160,4,2.5,0.8,"pure_straight",0.7416
16,10,160,4,2.5,0.8,"acquiescent",0.7416
16,10,160,4,2.5,0.8,"mixed",0.4343
16,10,160,4,2.5,1,"clean",NA
16,10,160,4,2.5,1,"random",0.5807
16,10,160,4,2.5,1,"longstring",0.5322
16,10,160,4,2.5,1,"pure_straight",0.723
16,10,160,4,2.5,1,"acquiescent",0.723
16,10,160,4,2.5,1,"mixed",0.4167
16,10,160,4,2.5,1.5,"clean",NA
16,10,160,4,2.5,1.5,"random",0.5469
16,10,160,4,2.5,1.5,"longstring",0.5005
16,10,160,4,2.5,1.5,"pure_straight",0.6892
16,10,160,4,2.5,1.5,"acquiescent",0.6892
16,10,160,4,2.5,1.5,"mixed",0.3863
16,10,160,4,3,0.3,"clean",NA
16,10,160,4,3,0.3,"random",0.6696
16,10,160,4,3,0.3,"longstring",0.6156
16,10,160,4,3,0.3,"pure_straight",0.8062
16,10,160,4,3,0.3,"acquiescent",0.8062
16,10,160,4,3,0.3,"mixed",0.5016
16,10,160,4,3,0.5,"clean",NA
16,10,160,4,3,0.5,"random",0.6439
16,10,160,4,3,0.5,"longstring",0.5915
16,10,160,4,3,0.5,"pure_straight",0.783
16,10,160,4,3,0.5,"acquiescent",0.783
16,10,160,4,3,0.5,"mixed",0.4762
16,10,160,4,3,0.8,"clean",NA
16,10,160,4,3,0.8,"random",0.5998
16,10,160,4,3,0.8,"longstring",0.5501
16,10,160,4,3,0.8,"pure_straight",0.7416
16,10,160,4,3,0.8,"acquiescent",0.7416
16,10,160,4,3,0.8,"mixed",0.4343
16,10,160,4,3,1,"clean",NA
16,10,160,4,3,1,"random",0.5631
16,10,160,4,3,1,"longstring",0.5157
16,10,160,4,3,1,"pure_straight",0.7056
16,10,160,4,3,1,"acquiescent",0.7056
16,10,160,4,3,1,"mixed",0.4008
16,10,160,4,3,1.5,"clean",NA
16,10,160,4,3,1.5,"random",0.5319
16,10,160,4,3,1.5,"longstring",0.4864
16,10,160,4,3,1.5,"pure_straight",0.6738
16,10,160,4,3,1.5,"acquiescent",0.6738
16,10,160,4,3,1.5,"mixed",0.3731
16,10,160,5,0,0.3,"clean",NA
16,10,160,5,0,0.3,"random",0.4928
16,10,160,5,0,0.3,"longstring",0.2985
16,10,160,5,0,0.3,"pure_straight",0.6455
16,10,160,5,0,0.3,"acquiescent",0.598
16,10,160,5,0,0.3,"mixed",0.2827
16,10,160,5,0,0.5,"clean",NA
16,10,160,5,0,0.5,"random",0.4928
16,10,160,5,0,0.5,"longstring",0.2985
16,10,160,5,0,0.5,"pure_straight",0.6455
16,10,160,5,0,0.5,"acquiescent",0.598
16,10,160,5,0,0.5,"mixed",0.2827
16,10,160,5,0,0.8,"clean",NA
16,10,160,5,0,0.8,"random",0.4928
16,10,160,5,0,0.8,"longstring",0.2985
16,10,160,5,0,0.8,"pure_straight",0.6455
16,10,160,5,0,0.8,"acquiescent",0.598
16,10,160,5,0,0.8,"mixed",0.2827
16,10,160,5,0,1,"clean",NA
16,10,160,5,0,1,"random",0.4928
16,10,160,5,0,1,"longstring",0.2985
16,10,160,5,0,1,"pure_straight",0.6455
16,10,160,5,0,1,"acquiescent",0.598
16,10,160,5,0,1,"mixed",0.2827
16,10,160,5,0,1.5,"clean",NA
16,10,160,5,0,1.5,"random",0.4928
16,10,160,5,0,1.5,"longstring",0.2985
16,10,160,5,0,1.5,"pure_straight",0.6455
16,10,160,5,0,1.5,"acquiescent",0.598
16,10,160,5,0,1.5,"mixed",0.2827
16,10,160,5,0.5,0.3,"clean",NA
16,10,160,5,0.5,0.3,"random",0.4928
16,10,160,5,0.5,0.3,"longstring",0.2985
16,10,160,5,0.5,0.3,"pure_straight",0.6455
16,10,160,5,0.5,0.3,"acquiescent",0.598
16,10,160,5,0.5,0.3,"mixed",0.2827
16,10,160,5,0.5,0.5,"clean",NA
16,10,160,5,0.5,0.5,"random",0.4928
16,10,160,5,0.5,0.5,"longstring",0.2985
16,10,160,5,0.5,0.5,"pure_straight",0.6455
16,10,160,5,0.5,0.5,"acquiescent",0.598
16,10,160,5,0.5,0.5,"mixed",0.2827
16,10,160,5,0.5,0.8,"clean",NA
16,10,160,5,0.5,0.8,"random",0.4814
16,10,160,5,0.5,0.8,"longstring",0.2899
16,10,160,5,0.5,0.8,"pure_straight",0.6325
16,10,160,5,0.5,0.8,"acquiescent",0.5853
16,10,160,5,0.5,0.8,"mixed",0.274
16,10,160,5,0.5,1,"clean",NA
16,10,160,5,0.5,1,"random",0.4814
16,10,160,5,0.5,1,"longstring",0.2899
16,10,160,5,0.5,1,"pure_straight",0.6325
16,10,160,5,0.5,1,"acquiescent",0.5853
16,10,160,5,0.5,1,"mixed",0.274
16,10,160,5,0.5,1.5,"clean",NA
16,10,160,5,0.5,1.5,"random",0.4604
16,10,160,5,0.5,1.5,"longstring",0.2742
16,10,160,5,0.5,1.5,"pure_straight",0.6083
16,10,160,5,0.5,1.5,"acquiescent",0.5617
16,10,160,5,0.5,1.5,"mixed",0.3501
16,10,160,5,1,0.3,"clean",NA
16,10,160,5,1,0.3,"random",0.4928
16,10,160,5,1,0.3,"longstring",0.2985
16,10,160,5,1,0.3,"pure_straight",0.6455
16,10,160,5,1,0.3,"acquiescent",0.598
16,10,160,5,1,0.3,"mixed",0.2827
16,10,160,5,1,0.5,"clean",NA
16,10,160,5,1,0.5,"random",0.4814
16,10,160,5,1,0.5,"longstring",0.2899
16,10,160,5,1,0.5,"pure_straight",0.6325
16,10,160,5,1,0.5,"acquiescent",0.5853
16,10,160,5,1,0.5,"mixed",0.274
16,10,160,5,1,0.8,"clean",NA
16,10,160,5,1,0.8,"random",0.4706
16,10,160,5,1,0.8,"longstring",0.2818
16,10,160,5,1,0.8,"pure_straight",0.6201
16,10,160,5,1,0.8,"acquiescent",0.5732
16,10,160,5,1,0.8,"mixed",0.266
16,10,160,5,1,1,"clean",NA
16,10,160,5,1,1,"random",0.4604
16,10,160,5,1,1,"longstring",0.2742
16,10,160,5,1,1,"pure_straight",0.6083
16,10,160,5,1,1,"acquiescent",0.5617
16,10,160,5,1,1,"mixed",0.3501
16,10,160,5,1,1.5,"clean",NA
16,10,160,5,1,1.5,"random",0.4508
16,10,160,5,1,1.5,"longstring",0.267
16,10,160,5,1,1.5,"pure_straight",0.597
16,10,160,5,1,1.5,"acquiescent",0.5507
16,10,160,5,1,1.5,"mixed",0.4287
16,10,160,5,1.5,0.3,"clean",NA
16,10,160,5,1.5,0.3,"random",0.4928
16,10,160,5,1.5,0.3,"longstring",0.2985
16,10,160,5,1.5,0.3,"pure_straight",0.6455
16,10,160,5,1.5,0.3,"acquiescent",0.598
16,10,160,5,1.5,0.3,"mixed",0.2827
16,10,160,5,1.5,0.5,"clean",NA
16,10,160,5,1.5,0.5,"random",0.4814
16,10,160,5,1.5,0.5,"longstring",0.2899
16,10,160,5,1.5,0.5,"pure_straight",0.6325
16,10,160,5,1.5,0.5,"acquiescent",0.5853
16,10,160,5,1.5,0.5,"mixed",0.274
16,10,160,5,1.5,0.8,"clean",NA
16,10,160,5,1.5,0.8,"random",0.4604
16,10,160,5,1.5,0.8,"longstring",0.2742
16,10,160,5,1.5,0.8,"pure_straight",0.6083
16,10,160,5,1.5,0.8,"acquiescent",0.5617
16,10,160,5,1.5,0.8,"mixed",0.3501
16,10,160,5,1.5,1,"clean",NA
16,10,160,5,1.5,1,"random",0.4604
16,10,160,5,1.5,1,"longstring",0.2742
16,10,160,5,1.5,1,"pure_straight",0.6083
16,10,160,5,1.5,1,"acquiescent",0.5617
16,10,160,5,1.5,1,"mixed",0.4385
16,10,160,5,1.5,1.5,"clean",NA
16,10,160,5,1.5,1.5,"random",0.4331
16,10,160,5,1.5,1.5,"longstring",0.2537
16,10,160,5,1.5,1.5,"pure_straight",0.576
16,10,160,5,1.5,1.5,"acquiescent",0.576
16,10,160,5,1.5,1.5,"mixed",0.4107
16,10,160,5,2,0.3,"clean",NA
16,10,160,5,2,0.3,"random",0.4928
16,10,160,5,2,0.3,"longstring",0.2985
16,10,160,5,2,0.3,"pure_straight",0.6455
16,10,160,5,2,0.3,"acquiescent",0.598
16,10,160,5,2,0.3,"mixed",0.2827
16,10,160,5,2,0.5,"clean",NA
16,10,160,5,2,0.5,"random",0.4814
16,10,160,5,2,0.5,"longstring",0.2899
16,10,160,5,2,0.5,"pure_straight",0.6325
16,10,160,5,2,0.5,"acquiescent",0.5853
16,10,160,5,2,0.5,"mixed",0.274
16,10,160,5,2,0.8,"clean",NA
16,10,160,5,2,0.8,"random",0.4604
16,10,160,5,2,0.8,"longstring",0.2742
16,10,160,5,2,0.8,"pure_straight",0.6083
16,10,160,5,2,0.8,"acquiescent",0.5617
16,10,160,5,2,0.8,"mixed",0.4385
16,10,160,5,2,1,"clean",NA
16,10,160,5,2,1,"random",0.4508
16,10,160,5,2,1,"longstring",0.267
16,10,160,5,2,1,"pure_straight",0.597
16,10,160,5,2,1,"acquiescent",0.597
16,10,160,5,2,1,"mixed",0.4287
16,10,160,5,2,1.5,"clean",NA
16,10,160,5,2,1.5,"random",0.417
16,10,160,5,2,1.5,"longstring",0.3107
16,10,160,5,2,1.5,"pure_straight",0.5568
16,10,160,5,2,1.5,"acquiescent",0.5568
16,10,160,5,2,1.5,"mixed",0.3945
16,10,160,5,2.5,0.3,"clean",NA
16,10,160,5,2.5,0.3,"random",0.4928
16,10,160,5,2.5,0.3,"longstring",0.2985
16,10,160,5,2.5,0.3,"pure_straight",0.6455
16,10,160,5,2.5,0.3,"acquiescent",0.598
16,10,160,5,2.5,0.3,"mixed",0.2827
16,10,160,5,2.5,0.5,"clean",NA
16,10,160,5,2.5,0.5,"random",0.4814
16,10,160,5,2.5,0.5,"longstring",0.2899
16,10,160,5,2.5,0.5,"pure_straight",0.6325
16,10,160,5,2.5,0.5,"acquiescent",0.5853
16,10,160,5,2.5,0.5,"mixed",0.274
16,10,160,5,2.5,0.8,"clean",NA
16,10,160,5,2.5,0.8,"random",0.4604
16,10,160,5,2.5,0.8,"longstring",0.2742
16,10,160,5,2.5,0.8,"pure_straight",0.6083
16,10,160,5,2.5,0.8,"acquiescent",0.6083
16,10,160,5,2.5,0.8,"mixed",0.4385
16,10,160,5,2.5,1,"clean",NA
16,10,160,5,2.5,1,"random",0.4417
16,10,160,5,2.5,1,"longstring",0.2602
16,10,160,5,2.5,1,"pure_straight",0.5863
16,10,160,5,2.5,1,"acquiescent",0.5863
16,10,160,5,2.5,1,"mixed",0.4195
16,10,160,5,2.5,1.5,"clean",NA
16,10,160,5,2.5,1.5,"random",0.417
16,10,160,5,2.5,1.5,"longstring",0.3107
16,10,160,5,2.5,1.5,"pure_straight",0.5568
16,10,160,5,2.5,1.5,"acquiescent",0.5568
16,10,160,5,2.5,1.5,"mixed",0.3945
16,10,160,5,3,0.3,"clean",NA
16,10,160,5,3,0.3,"random",0.4928
16,10,160,5,3,0.3,"longstring",0.2985
16,10,160,5,3,0.3,"pure_straight",0.6455
16,10,160,5,3,0.3,"acquiescent",0.598
16,10,160,5,3,0.3,"mixed",0.2827
16,10,160,5,3,0.5,"clean",NA
16,10,160,5,3,0.5,"random",0.4814
16,10,160,5,3,0.5,"longstring",0.2899
16,10,160,5,3,0.5,"pure_straight",0.6325
16,10,160,5,3,0.5,"acquiescent",0.5853
16,10,160,5,3,0.5,"mixed",0.274
16,10,160,5,3,0.8,"clean",NA
16,10,160,5,3,0.8,"random",0.4508
16,10,160,5,3,0.8,"longstring",0.267
16,10,160,5,3,0.8,"pure_straight",0.597
16,10,160,5,3,0.8,"acquiescent",0.597
16,10,160,5,3,0.8,"mixed",0.4287
16,10,160,5,3,1,"clean",NA
16,10,160,5,3,1,"random",0.4331
16,10,160,5,3,1,"longstring",0.2537
16,10,160,5,3,1,"pure_straight",0.576
16,10,160,5,3,1,"acquiescent",0.576
16,10,160,5,3,1,"mixed",0.4107
16,10,160,5,3,1.5,"clean",NA
16,10,160,5,3,1.5,"random",0.4095
16,10,160,5,3,1.5,"longstring",0.3043
16,10,160,5,3,1.5,"pure_straight",0.5477
16,10,160,5,3,1.5,"acquiescent",0.5477
16,10,160,5,3,1.5,"mixed",0.3799
30,10,300,1,0,0.3,"clean",NA
30,10,300,1,0,0.3,"random",0.5091
30,10,300,1,0,0.3,"longstring",0.4042
30,10,300,1,0,0.3,"pure_straight",1
30,10,300,1,0,0.3,"acquiescent",0.9554
30,10,300,1,0,0.3,"mixed",0.4042
30,10,300,1,0,0.5,"clean",NA
30,10,300,1,0,0.5,"random",0.5091
30,10,300,1,0,0.5,"longstring",0.4042
30,10,300,1,0,0.5,"pure_straight",1
30,10,300,1,0,0.5,"acquiescent",0.9554
30,10,300,1,0,0.5,"mixed",0.4042
30,10,300,1,0,0.8,"clean",NA
30,10,300,1,0,0.8,"random",0.5091
30,10,300,1,0,0.8,"longstring",0.4042
30,10,300,1,0,0.8,"pure_straight",1
30,10,300,1,0,0.8,"acquiescent",0.9554
30,10,300,1,0,0.8,"mixed",0.4042
30,10,300,1,0,1,"clean",NA
30,10,300,1,0,1,"random",0.5091
30,10,300,1,0,1,"longstring",0.4042
30,10,300,1,0,1,"pure_straight",1
30,10,300,1,0,1,"acquiescent",0.9554
30,10,300,1,0,1,"mixed",0.4042
