"nF","ipf","total_items","rep","method","z_threshold","mcc","sens","spec","noise_flagged","oracle_mcc"
20,6,120,1,"pf_comb_l1.0",2.5,0,1,0,1,0.120163330100072
20,6,120,1,"pf_comb_l1.0",2.7,0,1,0,1,0.120163330100072
20,6,120,1,"pf_comb_l1.0",2.9,0,1,0,1,0.120163330100072
20,6,120,1,"pf_comb_l1.5",0.1,0,1,0,1,0.0455791571196034
20,6,120,1,"pf_comb_l1.5",0.3,0,1,0,1,0.0455791571196034
20,6,120,1,"pf_comb_l1.5",0.5,0,1,0,1,0.0455791571196034
20,6,120,1,"pf_comb_l1.5",0.7,0,1,0,1,0.0455791571196034
20,6,120,1,"pf_comb_l1.5",0.9,0,1,0,1,0.0455791571196034
20,6,120,1,"pf_comb_l1.5",1.1,0,1,0,1,0.0455791571196034
20,6,120,1,"pf_comb_l1.5",1.3,0,1,0,1,0.0455791571196034
20,6,120,1,"pf_comb_l1.5",1.5,0,1,0,1,0.0455791571196034
20,6,120,1,"pf_comb_l1.5",1.7,0,1,0,1,0.0455791571196034
20,6,120,1,"pf_comb_l1.5",1.9,0,1,0,1,0.0455791571196034
20,6,120,1,"pf_comb_l1.5",2.1,0,1,0,1,0.0455791571196034
20,6,120,1,"pf_comb_l1.5",2.3,0,1,0,1,0.0455791571196034
20,6,120,1,"pf_comb_l1.5",2.5,0,1,0,1,0.0455791571196034
20,6,120,1,"pf_comb_l1.5",2.7,0,1,0,1,0.0455791571196034
20,6,120,1,"pf_comb_l1.5",2.9,0,1,0,1,0.0455791571196034
20,6,120,1,"proplow_fz0.5",0.1,0,1,0,1,0.413757963275528
20,6,120,1,"proplow_fz0.5",0.2,0,1,0,1,0.413757963275528
20,6,120,1,"proplow_fz0.5",0.3,0,1,0,1,0.413757963275528
20,6,120,1,"proplow_fz0.5",0.4,0.011275168191529,0.958333333333333,0.0507246376811594,1,0.413757963275528
20,6,120,1,"proplow_fz0.5",0.5,0.0913903020527318,0.958333333333333,0.16304347826087,0.952380952380952,0.413757963275528
20,6,120,1,"proplow_fz0.5",0.6,0.194163222888521,0.791666666666667,0.565217391304348,0.761904761904762,0.413757963275528
20,6,120,1,"proplow_fz0.5",0.7,0.341352924959257,0.541666666666667,0.894927536231884,0.19047619047619,0.413757963275528
20,6,120,1,"proplow_fz0.5",0.8,0.413757963275528,0.416666666666667,0.963768115942029,0.0952380952380952,0.413757963275528
20,6,120,1,"proplow_fz1.0",0.1,0,1,0,1,0.463014863665472
20,6,120,1,"proplow_fz1.0",0.2,0,1,0,1,0.463014863665472
20,6,120,1,"proplow_fz1.0",0.3,0,1,0,1,0.463014863665472
20,6,120,1,"proplow_fz1.0",0.4,0,1,0,1,0.463014863665472
20,6,120,1,"proplow_fz1.0",0.5,-0.0728440618328002,0.958333333333333,0.0108695652173913,1,0.463014863665472
20,6,120,1,"proplow_fz1.0",0.6,0.113500870767833,0.916666666666667,0.264492753623188,0.952380952380952,0.463014863665472
20,6,120,1,"proplow_fz1.0",0.7,0.237071384751457,0.75,0.670289855072464,0.619047619047619,0.463014863665472
20,6,120,1,"proplow_fz1.0",0.8,0.405523393893183,0.708333333333333,0.865942028985507,0.428571428571429,0.463014863665472
20,6,120,1,"proplow_fz1.5",0.1,0,1,0,1,0.444067205050659
20,6,120,1,"proplow_fz1.5",0.2,0,1,0,1,0.444067205050659
20,6,120,1,"proplow_fz1.5",0.3,0,1,0,1,0.444067205050659
20,6,120,1,"proplow_fz1.5",0.4,0,1,0,1,0.444067205050659
20,6,120,1,"proplow_fz1.5",0.5,0.0170535769685377,1,0.0036231884057971,1,0.444067205050659
20,6,120,1,"proplow_fz1.5",0.6,0.0191313631332205,0.958333333333333,0.0579710144927536,1,0.444067205050659
20,6,120,1,"proplow_fz1.5",0.7,0.163755509435283,0.875,0.420289855072464,0.80952380952381,0.444067205050659
20,6,120,1,"proplow_fz1.5",0.8,0.237071384751457,0.75,0.670289855072464,0.571428571428571,0.444067205050659
20,6,120,1,"proplow_fz2.0",0.1,0,1,0,1,0.43973155946963
20,6,120,1,"proplow_fz2.0",0.2,0,1,0,1,0.43973155946963
20,6,120,1,"proplow_fz2.0",0.3,0,1,0,1,0.43973155946963
20,6,120,1,"proplow_fz2.0",0.4,0,1,0,1,0.43973155946963
20,6,120,1,"proplow_fz2.0",0.5,0,1,0,1,0.43973155946963
20,6,120,1,"proplow_fz2.0",0.6,0.0296369482982925,1,0.0108695652173913,1,0.43973155946963
20,6,120,1,"proplow_fz2.0",0.7,0.141270076440502,1,0.202898550724638,1,0.43973155946963
20,6,120,1,"proplow_fz2.0",0.8,0.165530547992933,0.875,0.423913043478261,0.952380952380952,0.43973155946963
30,6,180,1,"std",0.1,0.487844248107856,0.333333333333333,0.992831541218638,0.0416666666666667,0.507735188819633
30,6,180,1,"std",0.3,0.458512369387107,0.333333333333333,0.989247311827957,0.0833333333333333,0.507735188819633
30,6,180,1,"std",0.5,0.410679808630818,0.333333333333333,0.982078853046595,0.166666666666667,0.507735188819633
30,6,180,1,"std",0.7,0.416606700619267,0.380952380952381,0.974910394265233,0.25,0.507735188819633
30,6,180,1,"std",0.9,0.416606700619267,0.380952380952381,0.974910394265233,0.25,0.507735188819633
30,6,180,1,"std",1.1,0.465048922815152,0.476190476190476,0.967741935483871,0.291666666666667,0.507735188819633
30,6,180,1,"std",1.3,0.411971965975976,0.476190476190476,0.953405017921147,0.333333333333333,0.507735188819633
30,6,180,1,"std",1.5,0.389966322544517,0.476190476190476,0.946236559139785,0.375,0.507735188819633
30,6,180,1,"std",1.7,0.426275361647324,0.523809523809524,0.946236559139785,0.375,0.507735188819633
30,6,180,1,"std",1.9,0.488102931792903,0.666666666666667,0.931899641577061,0.375,0.507735188819633
30,6,180,1,"std",2.1,0.507302225185469,0.761904761904762,0.913978494623656,0.375,0.507735188819633
30,6,180,1,"std",2.3,0.456820796524851,0.761904761904762,0.888888888888889,0.5,0.507735188819633
30,6,180,1,"std",2.5,0.415543294058655,0.761904761904762,0.863799283154122,0.5,0.507735188819633
30,6,180,1,"std",2.7,0.371747874381959,0.761904761904762,0.831541218637993,0.541666666666667,0.507735188819633
30,6,180,1,"std",2.9,0.327919080136492,0.761904761904762,0.792114695340502,0.541666666666667,0.507735188819633
30,6,180,1,"std_cf",0.1,0.522226557544353,0.333333333333333,0.996415770609319,0.0416666666666667,0.541933732144675
30,6,180,1,"std_cf",0.3,0.458512369387107,0.333333333333333,0.989247311827957,0.0833333333333333,0.541933732144675
30,6,180,1,"std_cf",0.5,0.410679808630818,0.333333333333333,0.982078853046595,0.166666666666667,0.541933732144675
30,6,180,1,"std_cf",0.7,0.434810059840074,0.380952380952381,0.978494623655914,0.208333333333333,0.541933732144675
30,6,180,1,"std_cf",0.9,0.434810059840074,0.380952380952381,0.978494623655914,0.208333333333333,0.541933732144675
30,6,180,1,"std_cf",1.1,0.411410062052159,0.428571428571429,0.96415770609319,0.25,0.541933732144675
30,6,180,1,"std_cf",1.3,0.385560675883257,0.428571428571429,0.956989247311828,0.25,0.541933732144675
30,6,180,1,"std_cf",1.5,0.4508994970064,0.571428571428571,0.942652329749104,0.291666666666667,0.541933732144675
30,6,180,1,"std_cf",1.7,0.51073576662151,0.714285714285714,0.92831541218638,0.333333333333333,0.541933732144675
30,6,180,1,"std_cf",1.9,0.5327942721763,0.761904761904762,0.924731182795699,0.333333333333333,0.541933732144675
30,6,180,1,"std_cf",2.1,0.507302225185469,0.761904761904762,0.913978494623656,0.375,0.541933732144675
30,6,180,1,"std_cf",2.3,0.491720352717076,0.761904761904762,0.906810035842294,0.375,0.541933732144675
30,6,180,1,"std_cf",2.5,0.432310588505647,0.761904761904762,0.874551971326165,0.416666666666667,0.541933732144675
30,6,180,1,"std_cf",2.7,0.405030299690383,0.761904761904762,0.85663082437276,0.458333333333333,0.541933732144675
30,6,180,1,"std_cf",2.9,0.371747874381959,0.761904761904762,0.831541218637993,0.458333333333333,0.541933732144675
30,6,180,1,"efa_d",0.1,0.427391315672245,0.238095238095238,0.996415770609319,0.0416666666666667,0.572089631825556
30,6,180,1,"efa_d",0.3,0.522226557544353,0.333333333333333,0.996415770609319,0.0416666666666667,0.572089631825556
30,6,180,1,"efa_d",0.5,0.5644289024419,0.380952380952381,0.996415770609319,0.0416666666666667,0.572089631825556
30,6,180,1,"efa_d",0.7,0.572089631825556,0.428571428571429,0.992831541218638,0.0833333333333333,0.572089631825556
30,6,180,1,"efa_d",0.9,0.496748814803048,0.428571428571429,0.982078853046595,0.125,0.572089631825556
30,6,180,1,"efa_d",1.1,0.518687783578146,0.523809523809524,0.971326164874552,0.125,0.572089631825556
30,6,180,1,"efa_d",1.3,0.474096668746717,0.523809523809524,0.960573476702509,0.208333333333333,0.572089631825556
30,6,180,1,"efa_d",1.5,0.440779126219777,0.571428571428571,0.939068100358423,0.291666666666667,0.572089631825556
30,6,180,1,"efa_d",1.7,0.437677020820961,0.619047619047619,0.924731182795699,0.416666666666667,0.572089631825556
30,6,180,1,"efa_d",1.9,0.430438251672519,0.666666666666667,0.906810035842294,0.416666666666667,0.572089631825556
30,6,180,1,"efa_d",2.1,0.390870138254664,0.666666666666667,0.885304659498208,0.416666666666667,0.572089631825556
30,6,180,1,"efa_d",2.3,0.357554088904279,0.666666666666667,0.863799283154122,0.458333333333333,0.572089631825556
30,6,180,1,"efa_d",2.5,0.366653858818395,0.714285714285714,0.849462365591398,0.458333333333333,0.572089631825556
30,6,180,1,"efa_d",2.7,0.3390299789101,0.761904761904762,0.802867383512545,0.5,0.572089631825556
30,6,180,1,"efa_d",2.9,0.335263587702648,0.761904761904762,0.799283154121864,0.5,0.572089631825556
30,6,180,1,"efa_d_cf",0.1,0.309815084054936,0.142857142857143,0.996415770609319,0.0416666666666667,0.5644289024419
30,6,180,1,"efa_d_cf",0.3,0.427391315672245,0.238095238095238,0.996415770609319,0.0416666666666667,0.5644289024419
30,6,180,1,"efa_d_cf",0.5,0.5644289024419,0.380952380952381,0.996415770609319,0.0416666666666667,0.5644289024419
30,6,180,1,"efa_d_cf",0.7,0.544017408835629,0.428571428571429,0.989247311827957,0.0416666666666667,0.5644289024419
30,6,180,1,"efa_d_cf",0.9,0.536493520941358,0.476190476190476,0.982078853046595,0.0833333333333333,0.5644289024419
30,6,180,1,"efa_d_cf",1.1,0.49781472167242,0.476190476190476,0.974910394265233,0.0833333333333333,0.5644289024419
30,6,180,1,"efa_d_cf",1.3,0.510177440582883,0.571428571428571,0.960573476702509,0.166666666666667,0.5644289024419
30,6,180,1,"efa_d_cf",1.5,0.4508994970064,0.571428571428571,0.942652329749104,0.25,0.5644289024419
30,6,180,1,"efa_d_cf",1.7,0.437677020820961,0.619047619047619,0.924731182795699,0.333333333333333,0.5644289024419
30,6,180,1,"efa_d_cf",1.9,0.437805148603234,0.666666666666667,0.910394265232975,0.375,0.5644289024419
30,6,180,1,"efa_d_cf",2.1,0.420878955728246,0.714285714285714,0.885304659498208,0.416666666666667,0.5644289024419
30,6,180,1,"efa_d_cf",2.3,0.405030299690383,0.761904761904762,0.85663082437276,0.5,0.5644289024419
30,6,180,1,"efa_d_cf",2.5,0.376204280639783,0.761904761904762,0.835125448028674,0.5,0.5644289024419
30,6,180,1,"efa_d_cf",2.7,0.358898688480767,0.761904761904762,0.82078853046595,0.5,0.5644289024419
30,6,180,1,"efa_d_cf",2.9,0.358225834308072,0.80952380952381,0.795698924731183,0.583333333333333,0.5644289024419
30,6,180,1,"iterative",0.1,0.531292110559664,0.380952380952381,0.992831541218638,0.0416666666666667,0.544017408835629
30,6,180,1,"iterative",0.3,0.502576918359511,0.380952380952381,0.989247311827957,0.0833333333333333,0.544017408835629
30,6,180,1,"iterative",0.5,0.544017408835629,0.428571428571429,0.989247311827957,0.0833333333333333,0.544017408835629
30,6,180,1,"iterative",0.7,0.496748814803048,0.428571428571429,0.982078853046595,0.125,0.544017408835629
30,6,180,1,"iterative",0.9,0.49781472167242,0.476190476190476,0.974910394265233,0.166666666666667,0.544017408835629
30,6,180,1,"iterative",1.1,0.50279010864464,0.523809523809524,0.967741935483871,0.166666666666667,0.544017408835629
30,6,180,1,"iterative",1.3,0.448812822543869,0.523809523809524,0.953405017921147,0.291666666666667,0.544017408835629
30,6,180,1,"iterative",1.5,0.426275361647324,0.523809523809524,0.946236559139785,0.291666666666667,0.544017408835629
30,6,180,1,"iterative",1.7,0.431123990918291,0.571428571428571,0.935483870967742,0.291666666666667,0.544017408835629
30,6,180,1,"iterative",1.9,0.406151068868605,0.619047619047619,0.910394265232975,0.333333333333333,0.544017408835629
30,6,180,1,"iterative",2.1,0.3546113128136,0.619047619047619,0.881720430107527,0.458333333333333,0.544017408835629
30,6,180,1,"iterative",2.3,0.392067031848707,0.714285714285714,0.867383512544803,0.5,0.544017408835629
30,6,180,1,"iterative",2.5,0.38539871915423,0.761904761904762,0.842293906810036,0.541666666666667,0.544017408835629
30,6,180,1,"iterative",2.7,0.346762514500103,0.761904761904762,0.810035842293907,0.541666666666667,0.544017408835629
30,6,180,1,"iterative",2.9,0.333407103610997,0.80952380952381,0.770609318996416,0.625,0.544017408835629
30,6,180,1,"pf_mean",0.1,0.522226557544353,0.333333333333333,0.996415770609319,0.0416666666666667,0.544017408835629
30,6,180,1,"pf_mean",0.3,0.476550110780312,0.428571428571429,0.978494623655914,0.125,0.544017408835629
30,6,180,1,"pf_mean",0.5,0.484303789587201,0.761904761904762,0.903225806451613,0.416666666666667,0.544017408835629
30,6,180,1,"pf_mean",0.7,0.336789096742992,0.80952380952381,0.774193548387097,0.666666666666667,0.544017408835629
30,6,180,1,"pf_mean",0.9,0.267360843112687,0.857142857142857,0.652329749103943,0.666666666666667,0.544017408835629
30,6,180,1,"pf_mean",1.1,0.206004221231783,0.904761904761905,0.498207885304659,0.708333333333333,0.544017408835629
30,6,180,1,"pf_mean",1.3,0.124192995843272,0.904761904761905,0.318996415770609,0.875,0.544017408835629
30,6,180,1,"pf_mean",1.5,0.0652041367816135,0.952380952380952,0.132616487455197,0.916666666666667,0.544017408835629
30,6,180,1,"pf_mean",1.7,0.0143028323127459,0.952380952380952,0.0609318996415771,1,0.544017408835629
30,6,180,1,"pf_mean",1.9,-0.021833922351767,0.952380952380952,0.032258064516129,1,0.544017408835629
30,6,180,1,"pf_mean",2.1,0.039193090083481,1,0.021505376344086,1,0.544017408835629
30,6,180,1,"pf_mean",2.3,0,1,0,1,0.544017408835629
30,6,180,1,"pf_mean",2.5,0,1,0,1,0.544017408835629
30,6,180,1,"pf_mean",2.7,0,1,0,1,0.544017408835629
30,6,180,1,"pf_mean",2.9,0,1,0,1,0.544017408835629
30,6,180,1,"pf_comb_l0.5",0.1,0.207757778321257,0.904761904761905,0.50179211469534,0.833333333333333,0.320076902348428
30,6,180,1,"pf_comb_l0.5",0.3,0.115749869488905,0.952380952380952,0.236559139784946,0.875,0.320076902348428
30,6,180,1,"pf_comb_l0.5",0.5,0.0380768841558612,0.952380952380952,0.0896057347670251,1,0.320076902348428
30,6,180,1,"pf_comb_l0.5",0.7,-0.0106670080163849,0.952380952380952,0.039426523297491,1,0.320076902348428
30,6,180,1,"pf_comb_l0.5",0.9,-0.0663325743072424,0.952380952380952,0.014336917562724,1,0.320076902348428
30,6,180,1,"pf_comb_l0.5",1.1,-0.210793327794128,0.952380952380952,0,1,0.320076902348428
30,6,180,1,"pf_comb_l0.5",1.3,-0.210793327794128,0.952380952380952,0,1,0.320076902348428
30,6,180,1,"pf_comb_l0.5",1.5,0,1,0,1,0.320076902348428
30,6,180,1,"pf_comb_l0.5",1.7,0,1,0,1,0.320076902348428
30,6,180,1,"pf_comb_l0.5",1.9,0,1,0,1,0.320076902348428
30,6,180,1,"pf_comb_l0.5",2.1,0,1,0,1,0.320076902348428
30,6,180,1,"pf_comb_l0.5",2.3,0,1,0,1,0.320076902348428
30,6,180,1,"pf_comb_l0.5",2.5,0,1,0,1,0.320076902348428
30,6,180,1,"pf_comb_l0.5",2.7,0,1,0,1,0.320076902348428
30,6,180,1,"pf_comb_l0.5",2.9,0,1,0,1,0.320076902348428
30,6,180,1,"pf_comb_l1.0",0.1,-0.138065390978713,0.952380952380952,0.003584229390681,1,0.167671560973619
30,6,180,1,"pf_comb_l1.0",0.3,-0.210793327794128,0.952380952380952,0,1,0.167671560973619
30,6,180,1,"pf_comb_l1.0",0.5,-0.210793327794128,0.952380952380952,0,1,0.167671560973619
30,6,180,1,"pf_comb_l1.0",0.7,-0.210793327794128,0.952380952380952,0,1,0.167671560973619
30,6,180,1,"pf_comb_l1.0",0.9,-0.210793327794128,0.952380952380952,0,1,0.167671560973619
30,6,180,1,"pf_comb_l1.0",1.1,0,1,0,1,0.167671560973619
30,6,180,1,"pf_comb_l1.0",1.3,0,1,0,1,0.167671560973619
30,6,180,1,"pf_comb_l1.0",1.5,0,1,0,1,0.167671560973619
30,6,180,1,"pf_comb_l1.0",1.7,0,1,0,1,0.167671560973619
30,6,180,1,"pf_comb_l1.0",1.9,0,1,0,1,0.167671560973619
30,6,180,1,"pf_comb_l1.0",2.1,0,1,0,1,0.167671560973619
30,6,180,1,"pf_comb_l1.0",2.3,0,1,0,1,0.167671560973619
30,6,180,1,"pf_comb_l1.0",2.5,0,1,0,1,0.167671560973619
30,6,180,1,"pf_comb_l1.0",2.7,0,1,0,1,0.167671560973619
30,6,180,1,"pf_comb_l1.0",2.9,0,1,0,1,0.167671560973619
30,6,180,1,"pf_comb_l1.5",0.1,-0.210793327794128,0.952380952380952,0,1,0
30,6,180,1,"pf_comb_l1.5",0.3,-0.210793327794128,0.952380952380952,0,1,0
30,6,180,1,"pf_comb_l1.5",0.5,0,1,0,1,0
30,6,180,1,"pf_comb_l1.5",0.7,0,1,0,1,0
30,6,180,1,"pf_comb_l1.5",0.9,0,1,0,1,0
30,6,180,1,"pf_comb_l1.5",1.1,0,1,0,1,0
30,6,180,1,"pf_comb_l1.5",1.3,0,1,0,1,0
30,6,180,1,"pf_comb_l1.5",1.5,0,1,0,1,0
30,6,180,1,"pf_comb_l1.5",1.7,0,1,0,1,0
30,6,180,1,"pf_comb_l1.5",1.9,0,1,0,1,0
30,6,180,1,"pf_comb_l1.5",2.1,0,1,0,1,0
30,6,180,1,"pf_comb_l1.5",2.3,0,1,0,1,0
30,6,180,1,"pf_comb_l1.5",2.5,0,1,0,1,0
30,6,180,1,"pf_comb_l1.5",2.7,0,1,0,1,0
30,6,180,1,"pf_comb_l1.5",2.9,0,1,0,1,0
30,6,180,1,"proplow_fz0.5",0.1,-0.210793327794128,0.952380952380952,0,1,0.400656940296672
30,6,180,1,"proplow_fz0.5",0.2,-0.210793327794128,0.952380952380952,0,1,0.400656940296672
30,6,180,1,"proplow_fz0.5",0.3,-0.0356800753601732,0.952380952380952,0.025089605734767,1,0.400656940296672
30,6,180,1,"proplow_fz0.5",0.4,0.0786632016480936,0.952380952380952,0.157706093189964,0.958333333333333,0.400656940296672
30,6,180,1,"proplow_fz0.5",0.5,0.160197168004204,0.952380952380952,0.340501792114695,0.75,0.400656940296672
30,6,180,1,"proplow_fz0.5",0.6,0.268383680291242,0.714285714285714,0.756272401433692,0.458333333333333,0.400656940296672
30,6,180,1,"proplow_fz0.5",0.7,0.400656940296672,0.476190476190476,0.949820788530466,0.166666666666667,0.400656940296672
30,6,180,1,"proplow_fz0.5",0.8,0.240757553369955,0.142857142857143,0.989247311827957,0.0833333333333333,0.400656940296672
30,6,180,1,"proplow_fz1.0",0.1,0,1,0,1,0.441135477180323
30,6,180,1,"proplow_fz1.0",0.2,-0.210793327794128,0.952380952380952,0,1,0.441135477180323
30,6,180,1,"proplow_fz1.0",0.3,-0.210793327794128,0.952380952380952,0,1,0.441135477180323
30,6,180,1,"proplow_fz1.0",0.4,-0.0356800753601732,0.952380952380952,0.025089605734767,1,0.441135477180323
30,6,180,1,"proplow_fz1.0",0.5,0.0590093116813697,0.952380952380952,0.121863799283154,1,0.441135477180323
30,6,180,1,"proplow_fz1.0",0.6,0.160821165012007,0.857142857142857,0.455197132616487,0.666666666666667,0.441135477180323
30,6,180,1,"proplow_fz1.0",0.7,0.262668702231864,0.571428571428571,0.835125448028674,0.416666666666667,0.441135477180323
30,6,180,1,"proplow_fz1.0",0.8,0.400656940296672,0.476190476190476,0.949820788530466,0.166666666666667,0.441135477180323
30,6,180,1,"proplow_fz1.5",0.1,0,1,0,1,0.437234967701428
30,6,180,1,"proplow_fz1.5",0.2,0,1,0,1,0.437234967701428
30,6,180,1,"proplow_fz1.5",0.3,-0.210793327794128,0.952380952380952,0,1,0.437234967701428
30,6,180,1,"proplow_fz1.5",0.4,-0.210793327794128,0.952380952380952,0,1,0.437234967701428
30,6,180,1,"proplow_fz1.5",0.5,-0.0541237910676643,0.952380952380952,0.017921146953405,1,0.437234967701428
30,6,180,1,"proplow_fz1.5",0.6,0.107763490337639,0.952380952380952,0.218637992831541,0.916666666666667,0.437234967701428
30,6,180,1,"proplow_fz1.5",0.7,0.265050448951143,0.857142857142857,0.648745519713262,0.625,0.437234967701428
30,6,180,1,"proplow_fz1.5",0.8,0.25363023665764,0.619047619047619,0.799283154121864,0.416666666666667,0.437234967701428
30,6,180,1,"proplow_fz2.0",0.1,0,1,0,1,0.400656940296672
30,6,180,1,"proplow_fz2.0",0.2,0,1,0,1,0.400656940296672
30,6,180,1,"proplow_fz2.0",0.3,0,1,0,1,0.400656940296672
30,6,180,1,"proplow_fz2.0",0.4,-0.210793327794128,0.952380952380952,0,1,0.400656940296672
30,6,180,1,"proplow_fz2.0",0.5,-0.103728415760999,0.952380952380952,0.00716845878136201,1,0.400656940296672
30,6,180,1,"proplow_fz2.0",0.6,0.0299526697551067,0.952380952380952,0.0788530465949821,1,0.400656940296672
30,6,180,1,"proplow_fz2.0",0.7,0.172303692967206,0.904761904761905,0.426523297491039,0.791666666666667,0.400656940296672
30,6,180,1,"proplow_fz2.0",0.8,0.258239820797225,0.857142857142857,0.637992831541219,0.625,0.400656940296672
4,10,40,1,"std",0.1,0.173632624946265,0.304347826086957,0.902527075812274,0.181818181818182,0.287427895346381
4,10,40,1,"std",0.3,0.199023893662629,0.434782608695652,0.848375451263538,0.181818181818182,0.287427895346381
4,10,40,1,"std",0.5,0.180832122063559,0.521739130434783,0.772563176895307,0.272727272727273,0.287427895346381
4,10,40,1,"std",0.7,0.11985400056536,0.521739130434783,0.689530685920578,0.318181818181818,0.287427895346381
4,10,40,1,"std",0.9,0.0799234465373215,0.521739130434783,0.624548736462094,0.409090909090909,0.287427895346381
4,10,40,1,"std",1.1,0.0827473276914014,0.565217391304348,0.588447653429603,0.5,0.287427895346381
4,10,40,1,"std",1.3,0.159041509783706,0.782608695652174,0.516245487364621,0.5,0.287427895346381
4,10,40,1,"std",1.5,0.235461662838786,0.956521739130435,0.483754512635379,0.590909090909091,0.287427895346381
4,10,40,1,"std",1.7,0.206374847606534,0.956521739130435,0.422382671480144,0.681818181818182,0.287427895346381
4,10,40,1,"std",1.9,0.183574845904472,0.956521739130435,0.371841155234657,0.772727272727273,0.287427895346381
4,10,40,1,"std",2.1,0.158133612526996,0.956521739130435,0.314079422382672,0.909090909090909,0.287427895346381
4,10,40,1,"std",2.3,0.142240413573376,0.956521739130435,0.277978339350181,0.954545454545455,0.287427895346381
4,10,40,1,"std",2.5,0.116131561263095,0.956521739130435,0.220216606498195,0.954545454545455,0.287427895346381
4,10,40,1,"std",2.7,0.104149963929455,0.956521739130435,0.194945848375451,0.954545454545455,0.287427895346381
4,10,40,1,"std",2.9,0.0878556363890107,0.956521739130435,0.162454873646209,0.954545454545455,0.287427895346381
4,10,40,1,"std_cf",0.1,0.151541577375824,0.347826086956522,0.859205776173285,0.227272727272727,0.233235392520837
4,10,40,1,"std_cf",0.3,0.14786244340103,0.391304347826087,0.826714801444043,0.227272727272727,0.233235392520837
4,10,40,1,"std_cf",0.5,0.155766321241919,0.434782608695652,0.805054151624549,0.227272727272727,0.233235392520837
4,10,40,1,"std_cf",0.7,0.10954633511751,0.434782608695652,0.747292418772563,0.272727272727273,0.233235392520837
4,10,40,1,"std_cf",0.9,0.107231484583957,0.478260869565217,0.707581227436823,0.272727272727273,0.233235392520837
4,10,40,1,"std_cf",1.1,0.106003065895125,0.521739130434783,0.667870036101083,0.318181818181818,0.233235392520837
4,10,40,1,"std_cf",1.3,0.11212784333252,0.565217391304348,0.63898916967509,0.318181818181818,0.233235392520837
4,10,40,1,"std_cf",1.5,0.152538206398662,0.695652173913043,0.588447653429603,0.409090909090909,0.233235392520837
4,10,40,1,"std_cf",1.7,0.186519527661914,0.782608695652174,0.566787003610108,0.454545454545455,0.233235392520837
4,10,40,1,"std_cf",1.9,0.164794106048387,0.782608695652174,0.527075812274368,0.5,0.233235392520837
4,10,40,1,"std_cf",2.1,0.17613527700177,0.869565217391304,0.458483754512635,0.590909090909091,0.233235392520837
4,10,40,1,"std_cf",2.3,0.158555848511695,0.869565217391304,0.422382671480144,0.681818181818182,0.233235392520837
4,10,40,1,"std_cf",2.5,0.1481564102689,0.869565217391304,0.40072202166065,0.681818181818182,0.233235392520837
4,10,40,1,"std_cf",2.7,0.153924501520353,0.91304347826087,0.36101083032491,0.818181818181818,0.233235392520837
4,10,40,1,"std_cf",2.9,0.169226673989063,0.956521739130435,0.339350180505415,0.863636363636364,0.233235392520837
4,10,40,1,"efa_d",0.1,0.140071959442302,0.347826086956522,0.848375451263538,0.181818181818182,0.246586093234971
4,10,40,1,"efa_d",0.3,0.14021930945607,0.434782608695652,0.787003610108303,0.272727272727273,0.246586093234971
4,10,40,1,"efa_d",0.5,0.1667694072341,0.565217391304348,0.72202166064982,0.272727272727273,0.246586093234971
4,10,40,1,"efa_d",0.7,0.161039649381365,0.608695652173913,0.67870036101083,0.272727272727273,0.246586093234971
4,10,40,1,"efa_d",0.9,0.157102740403834,0.652173913043478,0.635379061371841,0.363636363636364,0.246586093234971
4,10,40,1,"efa_d",1.1,0.125206871997912,0.652173913043478,0.581227436823105,0.454545454545455,0.246586093234971
4,10,40,1,"efa_d",1.3,0.10701408547325,0.695652173913043,0.505415162454874,0.636363636363636,0.246586093234971
4,10,40,1,"efa_d",1.5,0.103985566405428,0.739130434782609,0.454873646209386,0.727272727272727,0.246586093234971
4,10,40,1,"efa_d",1.7,0.111032331119465,0.782608695652174,0.422382671480144,0.772727272727273,0.246586093234971
4,10,40,1,"efa_d",1.9,0.120574060585854,0.826086956521739,0.393501805054152,0.772727272727273,0.246586093234971
4,10,40,1,"efa_d",2.1,0.136090734232531,0.869565217391304,0.375451263537906,0.772727272727273,0.246586093234971
4,10,40,1,"efa_d",2.3,0.11362084515032,0.869565217391304,0.328519855595668,0.818181818181818,0.246586093234971
4,10,40,1,"efa_d",2.5,0.122198797121394,0.91304347826087,0.292418772563177,0.863636363636364,0.246586093234971
4,10,40,1,"efa_d",2.7,0.16488671804662,1,0.267148014440433,0.863636363636364,0.246586093234971
4,10,40,1,"efa_d",2.9,0.153034050235018,1,0.23826714801444,0.863636363636364,0.246586093234971
4,10,40,1,"efa_d_cf",0.1,0.12826526401472,0.391304347826087,0.805054151624549,0.227272727272727,0.222948304910841
4,10,40,1,"efa_d_cf",0.3,0.116215557940132,0.391304347826087,0.790613718411552,0.272727272727273,0.222948304910841
4,10,40,1,"efa_d_cf",0.5,0.129853725588891,0.478260869565217,0.740072202166065,0.272727272727273,0.222948304910841
4,10,40,1,"efa_d_cf",0.7,0.151476707224207,0.565217391304348,0.700361010830325,0.272727272727273,0.222948304910841
4,10,40,1,"efa_d_cf",0.9,0.158653595313234,0.608695652173913,0.675090252707581,0.318181818181818,0.222948304910841
4,10,40,1,"efa_d_cf",1.1,0.127039363522497,0.608695652173913,0.624548736462094,0.363636363636364,0.222948304910841
