size,rate,rep,scenario,tau,mcc_full,f1_full,mcc_norr,f1_norr,delta_mcc,delta_f1
50,0.2,10,B,0.4,0.5323863455567027,0.5862068965517241,0.5323863455567027,0.5862068965517241,0.0,0.0
50,0.2,11,B,0.4,0.5708004798514626,0.6218487394957983,0.43719546038628915,0.4954128440366973,0.1336050194651735,0.12643589545910106
50,0.2,12,B,0.4,0.5833333333333334,0.6333333333333333,0.5708004798514626,0.6218487394957983,0.01253285348187072,0.011484593837534973
50,0.4,1,B,0.4,0.4911075331781784,0.5670103092783505,0.4838013156933665,0.5595854922279792,0.007306217484811917,0.007424817050371346
50,0.4,2,B,0.4,0.48777249348192153,0.5641025641025641,0.43572476437519037,0.5106382978723405,0.052047729106731166,0.0534642662302236
50,0.4,3,B,0.4,0.46156241951618476,0.5368421052631579,0.41546318934082194,0.4891304347826087,0.046099230175362826,0.047711670480549195
50,0.4,4,B,0.4,0.492144713386768,0.57,0.4416106339395181,0.5181347150259068,0.05053407944724991,0.05186528497409315
50,0.4,5,B,0.4,0.5092880149445507,0.5858585858585859,0.48777249348192153,0.5641025641025641,0.02151552146262914,0.02175602175602176
50,0.4,6,B,0.4,0.4690306098192946,0.5445026178010471,0.46156241951618476,0.5368421052631579,0.007468190303109856,0.007660512537889241
50,0.4,7,B,0.4,0.4916549800588619,0.5685279187817259,0.5337986232805775,0.6108374384236454,-0.0421436432217156,-0.042309519641919424
50,0.4,8,B,0.4,0.4690306098192946,0.5445026178010471,0.4838013156933665,0.5595854922279792,-0.014770705874071866,-0.015082874426932014
50,0.4,9,B,0.4,0.5802813752092896,0.6572769953051644,0.5802813752092896,0.6572769953051644,0.0,0.0
50,0.4,10,B,0.4,0.5409282727769192,0.6169154228855721,0.5339421748014911,0.61,0.006986097975428152,0.00691542288557212
50,0.4,11,B,0.4,0.51636691621588,0.592964824120603,0.544256759488016,0.6206896551724138,-0.02788984327213595,-0.027724831051810783
50,0.4,12,B,0.4,0.45403639976400384,0.5291005291005292,0.5198445773256439,0.5959595959595959,-0.06580817756164009,-0.06685906685906673
50,0.6,1,B,0.4,0.49038314245407305,0.5899280575539568,0.4411531066966461,0.537313432835821,0.04923003575742696,0.05261462471813583
50,0.6,2,B,0.4,0.5656954234417494,0.6666666666666667,0.4855487527132736,0.5848375451263538,0.08014667072847581,0.08182912154031297
50,0.6,3,B,0.4,0.4855487527132736,0.5848375451263538,0.47093490809640226,0.5693430656934307,0.014613844616871319,0.015494479432923036
50,0.6,4,B,0.4,0.49038314245407305,0.5899280575539568,0.5190408809237503,0.6197183098591549,-0.028657738469677285,-0.02979025230519805
50,0.6,5,B,0.4,0.38417273015634357,0.47470817120622577,0.420827817635731,0.5151515151515151,-0.03665508747938745,-0.04044334394528937
50,0.6,6,B,0.4,0.4610940776168948,0.5588235294117647,0.4411531066966461,0.537313432835821,0.019940970920248713,0.021510096575943716
50,0.6,7,B,0.4,0.4411531066966461,0.537313432835821,0.44617249738347897,0.5427509293680298,-0.005019390686832881,-0.005437496532208819
50,0.6,8,B,0.4,0.5237638572162521,0.6245614035087719,0.4610940776168948,0.5588235294117647,0.06266977959935727,0.06573787409700715
50,0.6,9,B,0.4,0.5,0.6000000000000001,0.5237638572162521,0.6245614035087719,-0.02376385721625207,-0.024561403508771784
50,0.6,10,B,0.4,0.4806963076905793,0.5797101449275363,0.4610940776168948,0.5588235294117647,0.0196022300736845,0.020886615515771534
50,0.6,11,B,0.4,0.43104158939647214,0.5263157894736842,0.45614227260576157,0.5535055350553505,-0.02510068320928943,-0.027189745581666314
50,0.6,12,B,0.4,0.5518243975149023,0.6529209621993127,0.5237638572162521,0.6245614035087719,0.02806054029865024,0.028359558690540854
80,0.1,1,B,0.4,0.5056343918804952,0.5333333333333333,0.5056343918804952,0.5333333333333333,0.0,0.0
80,0.1,2,B,0.4,0.5492448464897186,0.575,0.5285398029928463,0.5569620253164557,0.0207050434968723,0.01803797468354429
80,0.1,3,B,0.4,0.4411939127399698,0.47058823529411764,0.4661838371976031,0.49275362318840576,-0.024989924457633317,-0.022165387894288124
80,0.1,4,B,0.4,0.5277165647133114,0.5526315789473684,0.5056343918804952,0.5333333333333333,0.022082172832816216,0.019298245614035037
