"nFactors","items_per_factor","total_items","n_respondents","pct_careless","corProp","z_threshold","is_auto_z","auto_z_value","rep_id","mcc","sensitivity","specificity","tp","tn","fp","fn","mean_z_good","mean_z_careless"
30,3,90,300,0.1,0.1,1.3,TRUE,1.25333805539459,1,0.223959646480354,0.764705882352941,0.685185185185185,26,370,170,8,1.89883039002565,0.62844376425225
8,6,48,300,0.1,0.03,0.9,TRUE,0.890196788843219,1,0.165974358727787,0.828571428571429,0.518518518518518,29,280,260,6,1.27439520831962,-0.00982355212300841
8,6,48,300,0.1,0.05,0.9,TRUE,0.890196788843219,1,0.133236930050629,0.8,0.477777777777778,28,258,282,7,1.14308273254334,0.242110996962732
8,6,48,300,0.1,0.1,0.9,TRUE,0.890196788843219,1,0.150379004856294,0.828571428571429,0.485185185185185,29,262,278,6,1.12952013124905,-0.00821163721653682
20,6,120,300,0.1,0.03,0.7,TRUE,0.687615839338061,1,0.350081046660806,0.555555555555556,0.911111111111111,20,492,48,16,3.4851503648391,0.367552298600359
20,6,120,300,0.1,0.05,0.7,TRUE,0.687615839338061,1,0.402497648811114,0.611111111111111,0.918518518518519,22,496,44,14,3.37681345650943,0.632093454833734
20,6,120,300,0.1,0.1,0.7,TRUE,0.687615839338061,1,0.357462946846234,0.555555555555556,0.914814814814815,20,494,46,16,3.24424887055133,0.632746209511839
30,6,180,300,0.1,0.03,1.3,TRUE,1.25333805539459,1,0.528700301502068,0.628571428571429,0.959259259259259,22,518,22,13,4.46421601838484,0.640377063066399
30,6,180,300,0.1,0.05,1.3,TRUE,1.25333805539459,1,0.45930026320909,0.514285714285714,0.962962962962963,18,520,20,17,4.31388545347127,1.27389208661225
30,6,180,300,0.1,0.1,1.3,TRUE,1.25333805539459,1,0.33278679528194,0.342857142857143,0.966666666666667,12,522,18,23,4.01400905889011,2.05966254129117
8,10,80,300,0.1,0.03,0.9,TRUE,0.890196788843219,1,0.236379655617033,0.914285714285714,0.577777777777778,32,312,228,3,1.53195190719997,-0.409290844889708
8,10,80,300,0.1,0.05,0.9,TRUE,0.890196788843219,1,0.255695739632437,0.885714285714286,0.637037037037037,31,344,196,4,1.7794954189223,-0.191778446496543
