"";"CASE";"IN01_CP";"IN01";"IN02";"IN05";"IN05_01";"IN06";"IN06_01";"IN06_02";"IN06_03";"IN06_04";"IN08";"IN08_01";"IN08_02";"IN08_03";"IN08_04";"sex";"age";"SO04";"SO06";"HE01_01";"HE01_02";"HE01_03";"HE01_04";"HE01_05";"HE01_06";"HE01_07";"HE01_08";"HE01_09";"HE01_10";"HE01_11";"HE01_12";"HE01_13";"HE01_14";"HE01_15";"HE01_16";"HE01_17";"HE01_18";"HE01_19";"HE01_20";"HE01_21";"HE01_22";"HE01_23";"HE01_24";"HE01_25";"HE01_26";"HE01_27";"HE01_28";"HE01_29";"HE01_30";"HE01_31";"HE01_32";"HE01_33";"HE01_34";"HE01_35";"HE01_36";"HE01_37";"HE01_38";"HE01_39";"HE01_40";"HE01_41";"HE01_42";"HE01_43";"HE01_44";"HE01_45";"HE01_46";"HE01_47";"HE01_48";"HE01_49";"HE01_50";"HE01_51";"HE01_52";"HE01_53";"HE01_54";"HE01_55";"HE01_56";"HE01_57";"HE01_58";"HE01_59";"HE01_60";"HE04_01";"HE04_02";"HE04_03";"HE04_04";"HE04_05";"HE04_06";"HE04_07";"HE04_08";"HE04_09";"HE04_10";"HE04_11";"HE04_12";"HE04_13";"HE04_14";"HE04_15";"HE04_16";"HE04_17";"HE04_18";"HE04_19";"HE04_20";"HE04_21";"HE04_22";"HE04_23";"HE04_24";"HE04_25";"HE04_26";"HE04_27";"HE04_28";"HE04_29";"HE04_30";"HE04_31";"HE04_32";"HE04_33";"HE04_34";"HE04_35";"HE04_36";"HE04_37";"HE04_38";"HE04_39";"HE04_40";"HE04_41";"HE04_42";"HE04_43";"HE04_44";"HE04_45";"HE04_46";"HE04_47";"HE04_48";"HE04_49";"HE04_50";"HE04_51";"HE04_52";"HE04_53";"HE04_54";"HE04_55";"HE04_56";"HE04_57";"HE04_58";"HE04_59";"HE04_60";"TIME001";"TIME002";"TIME003";"TIME004";"TIME005";"TIME006";"TIME007";"TIME008";"TIME009";"TIME010";"TIME011";"TIME012";"LASTPAGE"
"1705";"706";"212";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";53;"1";"3";"4";"4";"4";"5";"2";"2";"4";"3";"2";"2";"2";"2";"5";"2";"1";"4";"4";"4";"5";"2";"1";"5";"3";"2";"5";"2";"3";"1";"4";"2";"2";"2";"4";"4";"3";"4";"4";"4";"4";"4";"4";"2";"4";"2";"5";"3";"2";"1";"2";"2";"2";"1";"2";"4";"3";"2";"2";"3";"2";"2";"10942";"7073";"8508";"6176";"7821";"15056";"5325";"9408";"5971";"4702";"8404";"6547";"4943";"7114";"4160";"7963";"6406";"10223";"9487";"6108";"4688";"2905";"-6";"7722";"7094";"6789";"9126";"-6";"9568";"9165";"7621";"5837";"5374";"7652";"10113";"5760";"5769";"6095";"6766";"7227";"10959";"8077";"10010";"4459";"3523";"5526";"9363";"5867";"4771";"6980";"8873";"3956";"7883";"8429";"9115";"7805";"14992";"13735";"12599";"7643";"7";"7";"12";"72";"84";"73";"78";"72";"25101";"97";"39";"18";"12"
"1708";"386";"115";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";56;"1";"3";"2";"1";"4";"5";"1";"2";"5";"5";"3";"1";"2";"5";"5";"1";"1";"3";"1";"2";"1";"2";"1";"5";"4";"5";"1";"1";"2";"4";"1";"1";"1";"1";"2";"4";"4";"1";"5";"5";"1";"2";"5";"4";"4";"1";"5";"1";"1";"2";"1";"3";"1";"1";"5";"2";"4";"4";"5";"5";"1";"5";"5926";"2979";"7125";"3704";"4816";"7024";"4248";"3872";"5784";"2296";"10702";"4091";"4997";"6608";"6185";"6968";"6711";"2472";"4696";"3329";"3603";"1647";"4232";"5984";"4920";"4145";"4871";"3992";"2984";"6490";"5296";"5303";"2880";"4880";"3272";"3560";"5320";"2575";"6377";"4984";"6255";"3160";"2912";"3433";"3271";"4888";"5688";"3840";"3488";"4144";"5048";"2531";"4518";"9599";"-6";"4688";"5624";"5704";"2584";"7105";"17";"14";"9";"61";"50";"58";"44";"46";"43";"54";"23";"13";"12"
"1712";"610";"183";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";72;"1";"5";"1";"2";"1";"4";"3";"5";"4";"4";"5";"4";"5";"2";"5";"2";"4";"5";"2";"2";"5";"5";"1";"2";"3";"3";"2";"4";"1";"2";"2";"3";"4";"3";"2";"2";"2";"5";"4";"4";"4";"4";"4";"4";"5";"2";"3";"3";"5";"1";"3";"2";"4";"4";"2";"5";"1";"4";"2";"2";"2";"1";"21834";"6807";"8688";"4800";"12169";"9087";"7832";"5512";"7336";"8400";"9095";"11696";"9835";"8701";"4720";"7400";"7352";"6144";"6615";"4491";"5782";"7438";"9497";"5144";"5793";"5895";"7200";"6992";"6768";"6320";"7383";"4567";"7464";"5264";"11672";"5412";"5059";"3809";"5936";"6736";"10069";"5791";"3308";"4916";"7128";"6928";"7152";"8904";"5416";"4752";"16296";"-6";"5439";"5088";"9393";"6872";"6631";"7656";"5776";"6432";"2";"9";"13";"24";"93";"78";"68";"64";"66";"77";"19";"16";"12"
"1716";"205";"57";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";72;"1";"5";"3";"5";"4";"5";"3";"2";"5";"5";"4";"3";"2";"3";"5";"4";"2";"3";"3";"3";"4";"2";"1";"5";"2";"1";"3";"1";"4";"1";"2";"2";"2";"2";"4";"4";"4";"2";"5";"4";"1";"4";"4";"3";"5";"3";"3";"1";"4";"2";"3";"4";"2";"3";"3";"4";"2";"3";"3";"4";"3";"2";"5119";"6271";"6216";"2840";"9208";"10376";"5912";"3952";"4167";"-6";"5895";"5040";"4904";"4752";"3607";"6056";"6529";"-6";"6401";"7399";"3093";"2152";"4600";"-6";"9336";"4864";"-6";"4776";"4440";"4088";"6995";"4639";"-6";"6001";"4471";"5665";"3615";"-6";"-6";"4472";"-6";"3911";"2697";"4647";"7569";"6472";"6648";"4944";"3415";"2353";"10343";"-6";"4669";"8457";"5191";"7961";"5960";"4455";"-6";"6201";"15";"7";"15";"104";"64";"61";"57";"64";"52";"69";"12";"14";"12"
"1717";"189";"52";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";71;"1";"5";"5";"5";"1";"4";"1";"5";"4";"4";"5";"1";"5";"1";"1";"2";"2";"5";"4";"5";"5";"4";"1";"5";"1";"2";"5";"1";"1";"1";"5";"1";"4";"2";"2";"4";"1";"5";"5";"5";"1";"2";"2";"3";"4";"1";"1";"2";"2";"1";"5";"1";"1";"1";"2";"5";"4";"3";"2";"4";"1";"1";"7917";"6593";"6010";"6899";"6820";"15364";"7056";"5994";"8673";"7737";"9052";"8851";"5874";"7461";"8144";"10152";"7163";"5709";"8413";"5709";"4420";"5193";"6263";"9858";"7898";"6039";"7721";"6721";"5320";"7777";"8399";"5099";"5607";"6079";"5588";"6224";"6065";"6945";"7201";"5780";"7301";"5174";"5957";"5168";"4066";"7124";"8165";"7812";"7842";"6542";"7148";"5282";"4803";"6453";"9961";"5220";"6184";"7640";"7151";"6754";"28";"10";"12";"81";"84";"79";"68";"67";"69";"68";"21";"10";"12"
"1726";"753";"227";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";47;"1";"3";"5";"4";"1";"4";"2";"4";"4";"4";"3";"5";"3";"1";"2";"1";"4";"1";"2";"3";"3";"3";"3";"4";"3";"2";"2";"2";"2";"3";"2";"3";"2";"3";"3";"3";"2";"5";"4";"5";"4";"3";"4";"3";"4";"2";"3";"3";"3";"2";"3";"4";"4";"2";"3";"3";"5";"3";"2";"2";"2";"1";"4011";"4319";"7114";"3629";"3784";"7610";"4404";"6328";"5951";"3660";"8734";"4284";"5414";"8020";"3630";"4084";"5583";"3250";"7198";"3969";"2783";"3728";"3332";"4753";"5289";"-6";"7742";"2735";"5717";"4705";"4954";"6401";"4457";"5304";"5276";"5092";"5152";"3375";"5505";"6186";"3828";"3595";"3214";"4135";"3893";"4016";"4877";"3763";"3134";"3974";"6708";"1995";"4507";"5800";"2940";"7552";"4195";"4427";"9573";"3753";"10";"7";"9";"40";"51";"56";"49";"53";"40";"52";"26";"16";"12"
"1730";"315";"93";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";57;"1";"6";"1";"5";"2";"3";"4";"4";"4";"4";"4";"4";"4";"1";"4";"2";"4";"4";"4";"3";"2";"3";"4";"2";"3";"2";"5";"2";"2";"3";"4";"3";"2";"2";"3";"4";"2";"5";"4";"5";"3";"4";"3";"3";"4";"1";"2";"3";"5";"4";"1";"4";"2";"2";"1";"2";"2";"3";"4";"3";"2";"1";"29187";"9488";"19454";"11744";"-6";"9978";"10962";"4692";"5237";"4992";"10392";"10571";"5944";"5371";"4971";"7815";"4738";"6378";"6333";"-6";"4996";"3524";"6503";"7148";"-6";"5677";"7631";"4161";"3790";"6741";"6839";"7498";"4745";"5404";"6512";"9981";"5725";"6410";"10779";"5936";"13437";"5010";"4004";"7215";"8314";"4733";"6832";"6885";"5631";"4137";"9881";"4295";"8759";"22740";"10163";"6494";"7105";"6990";"6882";"5675";"4";"6";"23";"33";"130";"73";"61";"71";"67";"91";"27";"33";"12"
"1735";"759";"229";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";65;"1";"3";"2";"5";"2";"5";"1";"5";"5";"3";"3";"3";"2";"1";"1";"1";"4";"5";"2";"4";"4";"2";"1";"5";"4";"1";"4";"1";"3";"2";"2";"1";"1";"1";"4";"3";"3";"5";"3";"4";"2";"3";"4";"2";"5";"1";"4";"3";"3";"1";"2";"3";"2";"1";"4";"4";"2";"3";"1";"1";"2";"1";"11850";"6072";"11387";"4462";"5246";"48971";"-6";"8996";"4688";"8693";"11563";"6657";"5258";"9927";"-6";"11337";"10275";"-6";"-6";"10368";"4314";"3174";"3888";"5029";"6395";"4951";"-6";"4265";"3902";"5911";"9945";"3370";"3510";"-6";"4649";"3330";"6331";"3621";"9756";"6378";"7638";"5225";"4264";"17267";"6528";"7111";"6979";"3153";"7148";"5395";"9468";"3064";"5163";"8605";"3329";"5404";"4779";"8288";"6610";"8367";"6";"6";"17";"58";"123";"99";"65";"61";"75";"64";"30";"17";"12"
"1740";"220";"63";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";77;"1";"5";"1";"4";"4";"4";"2";"5";"4";"4";"4";"2";"4";"1";"3";"3";"4";"4";"3";"2";"3";"2";"1";"3";"2";"3";"4";"2";"3";"3";"2";"2";"4";"2";"3";"4";"4";"5";"4";"4";"2";"3";"4";"2";"4";"4";"4";"4";"3";"3";"4";"3";"2";"2";"4";"4";"2";"3";"2";"2";"3";"1";"16504";"11879";"14245";"7180";"11894";"14614";"13270";"12114";"6619";"13660";"13414";"12541";"11401";"13231";"6539";"13726";"15752";"14284";"-6";"6315";"6187";"4981";"10301";"10390";"10908";"10853";"13931";"12051";"8790";"8928";"10859";"9573";"11097";"11497";"8025";"12326";"7936";"6602";"14040";"9893";"14666";"12223";"12622";"15642";"8354";"7234";"47397";"6605";"10548";"9222";"14439";"5507";"23896";"13525";"5845";"14903";"15226";"-6";"8728";"23433";"29";"29";"22";"45";"124";"131";"100";"103";"146";"157";"59";"27";"12"
"1748";"453";"133";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";46;"1";"2";"3";"5";"3";"3";"2";"4";"4";"3";"4";"3";"3";"2";"2";"1";"3";"3";"3";"3";"2";"2";"2";"5";"3";"2";"2";"1";"3";"2";"2";"2";"2";"1";"3";"3";"2";"5";"4";"5";"5";"3";"3";"2";"3";"1";"3";"3";"3";"2";"3";"3";"4";"1";"4";"4";"3";"2";"2";"3";"3";"2";"12893";"17093";"12809";"37243";"25492";"-6";"13173";"8553";"9526";"6540";"3099";"36966";"14830";"17657";"7535";"18184";"18479";"10633";"16862";"8548";"7086";"6996";"8772";"11588";"23847";"10518";"16513";"13711";"10816";"14833";"11124";"7417";"12424";"9617";"10094";"13725";"12904";"7356";"13400";"10837";"10565";"10502";"6224";"6317";"12229";"12770";"14987";"8995";"7276";"7723";"11586";"6125";"36323";"9804";"22350";"17124";"12120";"-6";"9890";"9469";"43";"13";"27";"167";"178";"155";"126";"110";"99";"151";"52";"18";"12"
"1749";"372";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1"
"1751";"279";"81";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";72;"1";"5";"1";"4";"3";"4";"2";"3";"4";"5";"3";"1";"3";"2";"5";"2";"3";"2";"2";"3";"2";"1";"1";"4";"1";"4";"5";"1";"2";"1";"3";"2";"1";"1";"4";"3";"3";"4";"4";"5";"3";"3";"4";"2";"4";"1";"4";"3";"3";"4";"3";"4";"3";"1";"4";"4";"1";"1";"3";"5";"3";"1";"8648";"6336";"5416";"3112";"5536";"12712";"6335";"4585";"3921";"3470";"9642";"5464";"5648";"6248";"3144";"7360";"5456";"8063";"8592";"4785";"4391";"2785";"4805";"4995";"5496";"5871";"9592";"4632";"5448";"5818";"9115";"4665";"5296";"7728";"3327";"5680";"4984";"6512";"-6";"5311";"7359";"6201";"5015";"4297";"5391";"-6";"5328";"7680";"4704";"6000";"5302";"3592";"-6";"6040";"-6";"7810";"5542";"9736";"9216";"8832";"2";"13";"12";"107";"63";"65";"56";"66";"63";"78";"31";"11";"12"
"1754";"72";"17";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";67;"1";"5";"2";"3";"4";"3";"2";"2";"4";"3";"3";"2";"4";"3";"4";"3";"4";"3";"3";"2";"3";"2";"1";"3";"3";"2";"2";"4";"2";"2";"3";"2";"2";"2";"3";"3";"2";"3";"3";"3";"2";"3";"3";"4";"3";"2";"4";"4";"4";"3";"3";"2";"3";"3";"2";"4";"2";"3";"3";"2";"3";"4";"15178";"11753";"15683";"6915";"4507";"19528";"7405";"10775";"10945";"4740";"9905";"-6";"9435";"10683";"8562";"8621";"4974";"17638";"10821";"5799";"12490";"6890";"9814";"9617";"5552";"6810";"7184";"16770";"8095";"8369";"7521";"6967";"4891";"6098";"3709";"9364";"7780";"7950";"8307";"6818";"13960";"3893";"5454";"6772";"5554";"7555";"12111";"12052";"4201";"4987";"13019";"2344";"11078";"16511";"5428";"11273";"13753";"6949";"5809";"8030";"17";"23";"19";"49";"110";"150";"96";"72";"78";"96";"37";"16";"12"
"1759";"693";"208";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";53;"1";"3";"3";"4";"1";"2";"3";"4";"3";"3";"4";"2";"4";"1";"1";"2";"3";"2";"2";"2";"4";"4";"1";"5";"2";"1";"3";"1";"2";"3";"4";"1";"2";"1";"2";"4";"1";"1";"5";"5";"3";"4";"4";"3";"4";"3";"4";"4";"5";"1";"4";"4";"3";"5";"5";"5";"1";"2";"2";"2";"2";"1";"7796";"6577";"5648";"5696";"6319";"-6";"8400";"5192";"5977";"7168";"11092";"-6";"8984";"5176";"4072";"7663";"4848";"7664";"7425";"6767";"5521";"3887";"5897";"6047";"8072";"4569";"7687";"4904";"5176";"4145";"6713";"6288";"6456";"6695";"4824";"4976";"5480";"6536";"7744";"5912";"7841";"4798";"3207";"7393";"4768";"4656";"8504";"-6";"4736";"4447";"7924";"3944";"3792";"4256";"3961";"6471";"6296";"5568";"5722";"4479";"16";"15";"11";"69";"78";"74";"57";"62";"61";"53";"25";"18";"12"
"1765";"238";"69";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";41;"1";"3";"4";"5";"2";"4";"3";"2";"4";"3";"2";"3";"4";"2";"2";"2";"2";"4";"4";"3";"4";"3";"1";"4";"4";"2";"1";"2";"3";"2";"4";"3";"4";"2";"4";"4";"3";"4";"2";"5";"3";"3";"3";"3";"4";"2";"4";"4";"3";"2";"5";"4";"4";"2";"4";"3";"2";"1";"2";"1";"2";"1";"6084";"4268";"5488";"4527";"4326";"5642";"1876";"391";"5803";"1279";"3878";"3221";"3258";"5880";"2368";"2570";"5728";"2604";"4481";"4581";"3632";"2098";"3158";"2810";"3364";"2361";"3911";"2745";"3359";"3063";"4162";"3681";"3486";"2378";"2112";"3076";"3078";"2013";"4513";"3663";"5158";"4980";"2750";"1995";"2952";"2715";"-6";"3519";"-6";"2517";"5925";"2171";"2077";"3219";"2699";"3563";"3619";"4974";"4263";"3940";"9";"9";"12";"56";"41";"39";"31";"33";"37";"40";"22";"4";"12"
"1773";"661";"199";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";56;"1";"3";"1";"4";"2";"4";"2";"2";"5";"4";"3";"1";"3";"4";"5";"2";"3";"5";"4";"4";"3";"2";"2";"4";"2";"3";"4";"1";"4";"1";"2";"3";"2";"1";"4";"4";"4";"1";"4";"4";"1";"3";"4";"2";"5";"2";"3";"2";"4";"4";"2";"3";"2";"1";"4";"2";"2";"3";"3";"5";"3";"4";"7572";"5029";"2650";"2803";"3847";"7605";"3398";"3276";"2314";"2436";"4809";"-6";"1490";"3814";"2258";"3820";"5990";"3998";"4114";"2738";"4617";"2606";"3212";"4134";"4702";"4158";"5663";"4429";"4926";"7006";"5910";"3641";"3530";"3092";"4415";"3494";"4388";"2793";"4287";"3540";"7488";"3094";"2203";"3999";"3439";"4938";"4046";"3400";"4430";"2596";"5328";"3397";"2849";"8438";"4486";"4892";"6614";"5646";"7556";"3676";"6";"12";"13";"58";"45";"43";"47";"41";"42";"54";"11";"4";"12"
"1787";"332";"98";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";35;"1";"4";"1";"3";"5";"4";"2";"2";"5";"3";"1";"3";"3";"4";"5";"2";"4";"4";"3";"4";"2";"4";"1";"4";"5";"1";"4";"4";"4";"2";"1";"3";"2";"4";"5";"4";"3";"3";"5";"2";"1";"2";"4";"2";"4";"2";"5";"3";"3";"1";"2";"2";"4";"2";"4";"2";"1";"3";"2";"2";"2";"4";"4742";"3665";"4903";"3544";"4447";"6289";"3591";"4672";"4008";"5496";"-6";"8937";"3552";"6207";"2360";"5169";"-6";"4783";"3880";"3448";"3665";"1649";"3263";"3728";"3776";"2425";"3936";"3359";"2648";"4033";"4208559";"3375";"3361";"2743";"3088";"4769";"3983";"3249";"5655";"3529";"7662";"4640";"-6";"2928";"3128";"3224";"5288";"4537";"3231";"-6";"-6";"1554";"3287";"-6";"2608";"7872";"4663";"5913";"4176";"4185";"3";"12";"6";"42";"47";"56";"33";"4244";"45";"51";"6";"7";"12"
"1790";"311";"92";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";36;"1";"3";"2";"2";"3";"2";"1";"4";"4";"4";"1";"4";"2";"1";"5";"4";"2";"4";"3";"4";"4";"2";"1";"2";"2";"1";"4";"3";"2";"2";"1";"2";"1";"1";"5";"4";"3";"5";"4";"4";"4";"4";"4";"2";"4";"2";"4";"2";"3";"1";"2";"4";"4";"4";"3";"4";"1";"2";"1";"3";"1";"1";"9252";"5262";"5400";"3424";"6556";"7048";"7592";"21572";"-6";"3863";"6729";"3743";"8676";"5417";"3311";"6221";"4985";"3463";"12639";"3264";"10247";"2652";"4231";"3629";"4536";"-6";"11296";"4303";"4241";"6556";"8174";"-6";"2984";"3396";"2723";"2689";"7300";"2620";"4593";"3676";"10171";"4421";"2138";"3252";"2501";"3156";"4599";"3033";"3299";"2180";"12955";"6644";"3609";"4335";"2893";"4039";"5393";"8823";"3744";"4313";"15";"13";"18";"44";"83";"60";"57";"45";"39";"58";"51";"2";"12"
"1799";"297";"87";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";48;"1";"2";"3";"3";"2";"5";"3";"4";"3";"5";"1";"3";"1";"1";"1";"2";"3";"3";"3";"1";"3";"2";"1";"5";"1";"3";"4";"1";"2";"1";"3";"3";"1";"1";"4";"4";"3";"3";"5";"5";"4";"5";"5";"1";"3";"1";"5";"3";"5";"3";"5";"4";"5";"2";"5";"5";"3";"3";"2";"2";"3";"1";"10513";"13806";"12569";"7912";"9512";"15824";"8576";"9280";"7696";"8985";"-6";"14151";"10497";"11416";"-6";"10352";"17168";"13280";"-6";"10209";"5434";"4321";"5702";"9128";"11840";"7916";"15157";"7728";"8464";"9033";"14656";"6016";"7776";"6207";"7337";"11112";"10960";"7080";"-6";"7946";"10690";"14663";"10392";"7648";"13881";"66743";"17520";"9768";"7224";"8240";"42205";"7191";"5513";"10616";"7232";"9466";"14247";"15535";"19744";"8576";"4";"3";"17";"125";"106";"149";"90";"107";"168";"145";"26";"16";"12"
"1809";"719";"216";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";34;"1";"1";"3";"2";"2";"1";"4";"4";"4";"1";"2";"5";"4";"4";"5";"2";"3";"3";"4";"4";"2";"3";"1";"3";"3";"1";"4";"5";"1";"5";"4";"4";"2";"4";"5";"1";"1";"3";"3";"5";"4";"2";"2";"2";"4";"2";"4";"5";"4";"4";"3";"4";"3";"5";"2";"2";"2";"4";"1";"1";"1";"1";"17228";"-6";"18774";"7545";"-6";"9401";"16160";"7304";"-6";"3559";"21563";"9705";"47559";"-6";"6778";"5270";"-6";"10785";"-6";"11921";"-6";"5776";"7864";"-6";"16696";"6879";"-6";"14375";"4808";"9408";"26357";"6016";"3744";"24935";"8296";"12865";"16735";"4931";"18287";"12737";"16582";"-6";"7463";"11190";"6778";"9134";"8520";"20305";"11944";"3616";"8833";"9205";"13682";"6824";"24494";"47311";"14153";"8023";"6459";"4709";"10254";"7872";"9";"77";"128";"214";"104";"137";"110";"165";"82";"33";"12"
"1846";"632";"189";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";37;"1";"3";"4";"3";"4";"3";"2";"4";"3";"4";"2";"3";"4";"4";"5";"3";"3";"4";"2";"4";"3";"2";"2";"4";"3";"1";"3";"4";"3";"2";"2";"1";"2";"3";"4";"2";"3";"4";"3";"4";"4";"3";"2";"3";"4";"2";"4";"3";"5";"3";"3";"5";"2";"3";"3";"4";"2";"3";"4";"3";"4";"2";"6026";"2686";"3073";"5804";"1734";"1172";"1102";"1561";"1435";"1178";"6348";"3610";"3738";"2861";"2531";"5917";"3328";"3651";"2719";"4263";"3939";"2534";"2653";"3690";"2595";"2966";"3398";"2667";"2886";"3246";"4870";"3013";"3989";"1200";"1904";"5787";"2161";"1952";"2268";"1889";"2311";"1161";"1717";"3852";"1119";"1112";"3219";"2944";"2636";"2003";"4223";"3041";"1383";"3435";"3446";"1381";"1017";"7656";"1274";"1334";"11";"9";"11";"129";"30";"40";"32";"31";"23";"31";"17";"11";"12"
"1860";"377";"112";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";34;"1";"3";"1";"4";"4";"5";"1";"2";"5";"2";"4";"2";"2";"1";"5";"1";"2";"3";"2";"5";"3";"2";"1";"5";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"4";"4";"3";"4";"2";"4";"3";"1";"5";"1";"5";"1";"4";"1";"4";"1";"4";"1";"2";"1";"5";"4";"3";"4";"4";"4";"3";"1";"6479";"8599";"-6";"2771";"7545";"7640";"2888";"6672";"4585";"4432";"7625";"3518";"4904";"7096";"4985";"7855";"7755";"3390";"5776";"7081";"3549";"2144";"3201";"4431";"9233";"3679";"6777";"2592";"5008";"5784";"3660";"3344";"-6";"8618";"5304";"-6";"4225";"4039";"8281";"3480";"12896";"10848";"3064";"4137";"4792";"4906";"10158";"4568";"-6";"3343";"10053";"1302423";"-6";"10945";"7015";"10025";"6975";"7873";"7656";"32385";"15";"27";"34";"44";"59";"61";"47";"55";"64";"1406";"23";"13";"12"
"1863";"379";"113";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";35;"1";"3";"3";"5";"1";"4";"4";"3";"5";"5";"5";"1";"5";"5";"1";"5";"5";"2";"5";"5";"3";"5";"1";"5";"4";"1";"1";"1";"3";"2";"4";"1";"3";"2";"5";"5";"2";"3";"3";"5";"2";"3";"4";"5";"3";"4";"4";"3";"4";"2";"2";"4";"3";"3";"3";"2";"2";"3";"2";"4";"1";"5";"11779";"6441";"8725";"5179";"5991";"9219";"10162";"10564";"5476";"3411";"57574";"5434";"6748";"8386";"3317";"12845";"19708";"3471";"9827";"46521";"4646";"4753";"4563";"4910";"11364";"-6";"-6";"4407";"10750";"26184";"-6";"8990";"4980";"3328";"3689";"8807";"-6";"34954";"21113";"5169";"-6";"4203";"3781";"5085";"3686";"8530";"5317";"8081";"3889";"4679";"99092";"2687";"4669";"-6";"4817";"6635";"5551";"7332";"-6";"10418";"4";"5";"10";"60";"79";"175";"92";"145";"64";"162";"22";"11";"12"
"1864";"392";"117";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";48;"1";"3";"2";"5";"2";"4";"4";"2";"3";"4";"4";"2";"2";"4";"5";"2";"3";"3";"4";"4";"4";"2";"1";"4";"4";"2";"1";"1";"3";"2";"3";"4";"4";"2";"3";"4";"2";"3";"5";"4";"2";"4";"4";"4";"4";"1";"5";"3";"4";"4";"2";"4";"2";"2";"2";"3";"2";"1";"1";"2";"2";"4";"8048";"5018";"4092";"3173";"4352";"6236";"3567";"3260";"4091";"3281";"5222";"4854";"5866";"5257";"-6";"6666";"3931";"2857";"4473";"3281";"2442";"2342";"3188";"4224";"3144";"4393";"-6";"3415";"3041";"12200";"5469";"3080";"-6";"4358";"9873";"3837";"4007";"2883";"4131";"3024";"4480";"3905";"3184";"3299";"2940";"4791";"6794";"4216";"3603";"3189";"4410";"2448";"2853";"4297";"2958";"3759";"5234";"4308";"5258";"4345";"18";"13";"11";"108";"47";"49";"45";"49";"41";"41";"26";"15";"12"
