"nF","ipf","total_items","pct","rep","mcc_std","z_std","mcc_wt","z_wt","mcc_efaD","z_efaD","nF_detected","n_pairs_D"
25,10,250,0.1,4,0.664364293285809,1.8,0.467046984738104,2.6,0.656967256203551,2.9,19,1651
30,10,300,0.1,4,0.688851696218235,2.5,0.349206349206349,3,0.703526470681448,2.3,23,1868
4,3,12,0.25,4,0.101534616513362,2.4,0.150274791726267,0.4,0.155643201591173,0.2,3,21
6,3,18,0.25,4,0.130065768663325,0.9,0.111742793847737,0.4,0.180608691409545,1.3,4,34
8,3,24,0.25,4,0.132045058354705,0.1,0.106770355439746,1.1,0.184768510738316,0.5,6,42
10,3,30,0.25,4,0.145415339554447,1.9,0.180608691409545,0.1,0.250417711235317,0.2,6,75
15,3,45,0.25,4,0.172737646588332,1,0.274016921733293,1.1,0.201132691258025,2,7,130
20,3,60,0.25,4,0.323507724041313,0.1,0.193721927534056,0.7,0.320311066319237,0.6,14,110
25,3,75,0.25,4,0.242621940489054,0.8,0.227236164219562,1.4,0.289434848395695,0.3,16,153
30,3,90,0.25,4,0.365695546032408,0.4,0.239976285466205,1.2,0.309918330074238,1.2,15,250
4,6,24,0.25,4,0.167984210226323,1.6,0.168689723964458,0.4,0.136054999994145,0.5,3,91
6,6,36,0.25,4,0.179317491735242,1.8,0.300896738297035,0.6,0.35431709394492,0.4,6,109
8,6,48,0.25,4,0.215210210970022,0.6,0.264593442704993,1.3,0.260375525850801,1.9,5,235
10,6,60,0.25,4,0.390004563909899,0.2,0.326573296245405,1,0.33108033526602,1.5,8,222
15,6,90,0.25,4,0.450615058696563,0.8,0.398639245794525,1.3,0.495594627783352,1.3,12,309
20,6,120,0.25,4,0.368118409397371,1.7,0.224045175012069,2,0.400943309505411,1.3,10,693
25,6,150,0.25,4,0.512351841190286,2.6,0.418121005003545,2.3,0.577107450375341,1.3,16,702
30,6,180,0.25,4,0.551658260192724,2.4,0.362038844264445,1.7,0.511633864616898,1.7,20,756
4,10,40,0.25,4,0.190352478429791,1.5,0.267129228448251,1.7,0.285741974818954,1,3,291
6,10,60,0.25,4,0.257848314039315,1.6,0.352897922196019,1.2,0.354761912759676,1.3,5,341
8,10,80,0.25,4,0.343450917447275,2.4,0.378454980184676,0.8,0.437517439658788,1.1,6,522
10,10,100,0.25,4,0.474213058382024,1.2,0.479376308233922,1.2,0.50395263067897,0.8,9,539
15,10,150,0.25,4,0.518527437812427,1.4,0.435485337071302,1.9,0.500594426289393,2.7,12,918
20,10,200,0.25,4,0.676481425202546,2.9,0.506069823904436,2.9,0.64041961334015,2.2,14,1421
25,10,250,0.25,4,0.722393323847689,2.8,0.413648548037825,3,0.695272575902617,3,18,1737
30,10,300,0.25,4,0.682998725673568,3,0.286691089540498,2.9,0.701403229942265,3,23,1875
4,3,12,0.05,5,0.0750477287116255,1.8,0.178380348895781,0.2,0.123491629899391,0.6,3,21
6,3,18,0.05,5,0.108025205882598,0.6,0.170749334248707,0.5,0.12175826206817,0.2,5,25
8,3,24,0.05,5,0.0988807764266864,1.7,0.185434529989106,0.3,0.143818337728495,0.8,6,43
10,3,30,0.05,5,0.0596549986271894,2.3,0.0676510091491738,2.2,0.0629405806690979,2.4,9,38
15,3,45,0.05,5,0.100823675462833,1,0.201137461102634,0.1,0.348230853499886,0.3,10,87
20,3,60,0.05,5,0.157443730934127,1.2,0.181187588393189,0.7,0.190692063601023,0.5,7,244
25,3,75,0.05,5,0.175361758078413,0.2,0.264103484868474,1,0.207514339159822,0.1,13,203
30,3,90,0.05,5,0.208170201538349,1.4,0.09975496439625,1,0.267549761910179,0.1,15,259
4,6,24,0.05,5,0.0938406193885413,2.5,0.1245908335994,1.6,0.141782984457276,0.5,4,61
6,6,36,0.05,5,0.101364149041172,2.1,0.108469004436381,0.3,0.121430528647883,1,5,121
8,6,48,0.05,5,0.163682629961301,1,0.245255735793986,0.1,0.269952762399509,0.2,6,179
10,6,60,0.05,5,0.132286402954743,1.3,0.204977217797169,1.2,0.241850817198833,0.1,7,263
15,6,90,0.05,5,0.395711500974659,1.3,0.340676946330531,0.9,0.508771929824561,0.4,12,305
20,6,120,0.05,5,0.353979827631116,0.6,0.448010768317124,0.7,0.577561250475378,0.1,12,579
25,6,150,0.05,5,0.524889210816021,0.1,0.422012896840931,1.8,0.631087090740266,1.1,17,613
30,6,180,0.05,5,0.567480306535024,0.2,0.252081634598144,1.3,0.374954348476366,2.1,23,631
4,10,40,0.05,5,0.160147895258513,0.6,0.210297756048015,0.9,0.260058293658034,0.1,3,263
6,10,60,0.05,5,0.221204681204844,1.5,0.290610714248341,1.1,0.346155684942925,0.1,5,353
8,10,80,0.05,5,0.243363788774492,0.7,0.35927577398121,1.2,0.366642266321356,0.9,6,529
10,10,100,0.05,5,0.359937016532678,0.5,0.383412890558074,0.5,0.468615755126535,0.1,9,516
15,10,150,0.05,5,0.56622054460049,0.8,0.284371501811608,0.7,0.524889210816021,0.4,12,924
20,10,200,0.05,5,0.318188653378394,1.8,0.252081634598144,1.2,0.468615755126535,0.9,14,1458
25,10,250,0.05,5,0.737582126521442,2.1,0.587255030879072,2.4,0.72149008669938,0.2,20,1504
30,10,300,0.05,5,0.789473684210526,2.1,0.357094915286524,2.9,0.72149008669938,1.5,22,2026
4,3,12,0.1,5,0.027307730683968,2.1,0.0890870806374748,1.7,0.138546580765311,0.2,2,30
6,3,18,0.1,5,0.131925892580853,0.1,0.162168525714608,1.3,0.171093078566545,0.9,3,52
8,3,24,0.1,5,0.115170553180107,1.7,0.166935948440386,1,0.23303643753471,0.2,4,73
10,3,30,0.1,5,0.0793803404130745,0.5,0.144601089725484,0.2,0.0835874892677863,0.1,7,61
15,3,45,0.1,5,0.154407433177949,2.4,0.150586061503183,1.5,0.156956985265806,1,8,114
20,3,60,0.1,5,0.156716624144368,1.4,0.206647198712942,0.1,0.144601089725484,0.9,13,129
25,3,75,0.1,5,0.315934097544708,0.5,0.311057714315126,0.1,0.34325501905455,0.6,10,254
30,3,90,0.1,5,0.359546247753337,0.2,0.256486185487911,0.6,0.373727335617846,1.1,18,201
4,6,24,0.1,5,0.0595569189880313,1,0.156206723152325,0.4,0.125026401943477,2.6,3,91
6,6,36,0.1,5,0.171610262168849,1.5,0.308516026585977,0.8,0.294174202707276,0.7,4,163
8,6,48,0.1,5,0.168401017918213,3,0.262010186266934,0.8,0.207122839256065,0.1,6,200
10,6,60,0.1,5,0.238675827624753,0.8,0.233679747650751,0.6,0.313812560750083,0.1,8,198
15,6,90,0.1,5,0.361111111111111,0.3,0.365924344609771,0.5,0.381578322113252,1.1,11,354
20,6,120,0.1,5,0.417279111685076,0.8,0.557086014531156,0.7,0.617578075448781,0.3,12,569
25,6,150,0.1,5,0.371231348965911,0.7,0.489709439061415,1.9,0.432810196566427,1.3,14,795
30,6,180,0.1,5,0.582921932850343,1.5,0.289837062596287,2.1,0.505711632992811,0.2,19,806
4,10,40,0.1,5,0.136974681163936,0.9,0.0431728786114808,0.1,0.0743084714514896,2.9,4,183
6,10,60,0.1,5,0.279151865029626,0.4,0.188072725790225,1.1,0.204100032758251,0.2,4,501
8,10,80,0.1,5,0.415651119039119,0.6,0.368868581112334,1.5,0.477551981173318,0.3,6,529
10,10,100,0.1,5,0.384931893724993,0.2,0.434378898560489,1.1,0.402700043741606,1.1,7,732
15,10,150,0.1,5,0.608187529156919,0.6,0.417366973091744,2.2,0.621034427937583,2.4,11,1000
20,10,200,0.1,5,0.640702415639509,1.4,0.56372128764208,2.1,0.597959044405972,1.8,15,1301
25,10,250,0.1,5,0.711150511122838,1.7,0.463699325906795,3,0.687172922553921,2.6,19,1563
30,10,300,0.1,5,0.608187529156919,2.7,0.316493190698289,3,0.612372435695795,1.5,18,2521
4,3,12,0.25,5,0.086029234412413,0.8,0.120783282946808,0.5,0.058025885318566,2.6,3,21
6,3,18,0.25,5,0.0693130915265843,1,0.245708507804377,1.2,0.212933846257146,0.2,5,30
8,3,24,0.25,5,0.145989836091401,0.5,0.200165886633176,0.5,0.234489524805271,0.3,3,97
10,3,30,0.25,5,0.170704963824786,2.2,0.210558721903079,1,0.262152060195598,0.3,7,54
15,3,45,0.25,5,0.148286750166993,2.1,0.176612324086182,0.4,0.227507877596645,1.8,7,174
20,3,60,0.25,5,0.248844496950835,2.5,0.289084382488909,0.3,0.374290694243555,0.2,9,179
25,3,75,0.25,5,0.38112741077138,1.5,0.331645558775394,0.7,0.458795330613373,0.9,10,273
30,3,90,0.25,5,0.233723197152962,0.3,0.27754187304072,1.4,0.320043747102601,1.3,15,246
4,6,24,0.25,5,0.150974107109222,1.8,0.22356028291064,0.7,0.232794603497098,0.4,3,91
6,6,36,0.25,5,0.292550142002334,0.5,0.366086020938986,0.4,0.324673844670471,0.3,4,159
8,6,48,0.25,5,0.301944784290597,1.1,0.359425378723892,1,0.273832991681418,0.7,6,179
10,6,60,0.25,5,0.251140314745148,2.6,0.317902183355127,0.7,0.35409357943479,0.8,8,209
15,6,90,0.25,5,0.35796512176644,1.8,0.339683110243379,1.8,0.353511626563763,0.5,9,429
20,6,120,0.25,5,0.459192042624073,0.6,0.325427198996771,2.4,0.473154883540966,1.8,14,507
25,6,150,0.25,5,0.532256737408505,0.9,0.410823268055447,1.7,0.488797065365274,1.3,16,657
30,6,180,0.25,5,0.631168744267203,1.8,0.419960525565808,2.6,0.54594868323555,1.4,20,743
4,10,40,0.25,5,0.188828127812941,0.9,0.221304117096538,1.8,0.260019914133416,1,4,190
6,10,60,0.25,5,0.371124159867426,1,0.350266947104796,2,0.336452309664264,1.8,5,347
8,10,80,0.25,5,0.392837100659193,0.6,0.320750149549792,1.4,0.41697519441473,1.2,5,609
10,10,100,0.25,5,0.383973823894152,0.7,0.400943309505411,1.7,0.526725735084209,0.7,8,620
15,10,150,0.25,5,0.610095131836412,0.9,0.593643176244985,3,0.587538472237779,2.2,11,1009
20,10,200,0.25,5,0.642575917390303,1.9,0.473816934651126,2.6,0.555137097305384,2.1,15,1269
25,10,250,0.25,5,0.6826906552007,2.9,0.346717637585861,2.6,0.68198648383821,2.5,20,1482
30,10,300,0.25,5,0.613342125579664,2.4,0.330822312014061,2.9,0.6093493798033,2.8,20,2222
