"nFactors","total_items","rep_id","z_threshold","mcc","sensitivity","specificity","tp","tn","fp","fn"
12,76,1,2.7,0.333182537879639,0.983333333333333,0.408333333333333,59,98,142,1
12,76,1,2.9,0.319788229090086,0.983333333333333,0.3875,59,93,147,1
12,76,2,0.1,0.396914798046691,0.533333333333333,0.870833333333333,32,209,31,28
12,76,2,0.3,0.413757963275528,0.583333333333333,0.854166666666667,35,205,35,25
12,76,2,0.5,0.421463615211762,0.6,0.85,36,204,36,24
12,76,2,0.7,0.430587556414462,0.666666666666667,0.816666666666667,40,196,44,20
12,76,2,0.9,0.449570545963463,0.716666666666667,0.8,43,192,48,17
12,76,2,1.1,0.456085313748752,0.75,0.783333333333333,45,188,52,15
12,76,2,1.3,0.46793870010383,0.783333333333333,0.770833333333333,47,185,55,13
12,76,2,1.5,0.475694444444444,0.816666666666667,0.754166666666667,49,181,59,11
12,76,2,1.7,0.46698186461052,0.833333333333333,0.733333333333333,50,176,64,10
12,76,2,1.9,0.456383297553399,0.866666666666667,0.695833333333333,52,167,73,8
12,76,2,2.1,0.437237316097603,0.866666666666667,0.675,52,162,78,8
12,76,2,2.3,0.422409917573327,0.866666666666667,0.658333333333333,52,158,82,8
12,76,2,2.5,0.41348037472302,0.9,0.616666666666667,54,148,92,6
12,76,2,2.7,0.406748024408136,0.916666666666667,0.591666666666667,55,142,98,5
12,76,2,2.9,0.421841372404394,0.966666666666667,0.558333333333333,58,134,106,2
12,76,3,0.1,0.381881307912987,0.65,0.7875,39,189,51,21
12,76,3,0.3,0.388730196434615,0.716666666666667,0.745833333333333,43,179,61,17
12,76,3,0.5,0.391237945027869,0.783333333333333,0.695833333333333,47,167,73,13
12,76,3,0.7,0.392529056154143,0.833333333333333,0.654166666666667,50,157,83,10
12,76,3,0.9,0.39125402252875,0.85,0.6375,51,153,87,9
12,76,3,1.1,0.396675481775319,0.9,0.595833333333333,54,143,97,6
12,76,3,1.3,0.411318331376378,0.95,0.5625,57,135,105,3
12,76,3,1.5,0.417444534344168,0.983333333333333,0.533333333333333,59,128,112,1
12,76,3,1.7,0.396977552277633,0.983333333333333,0.504166666666667,59,121,119,1
12,76,3,1.9,0.363150093529689,0.983333333333333,0.454166666666667,59,109,131,1
12,76,3,2.1,0.349428278907306,0.983333333333333,0.433333333333333,59,104,136,1
12,76,3,2.3,0.319788229090086,0.983333333333333,0.3875,59,93,147,1
12,76,3,2.5,0.295890688582124,0.983333333333333,0.35,59,84,156,1
12,76,3,2.7,0.282666885541653,0.983333333333333,0.329166666666667,59,79,161,1
12,76,3,2.9,0.264121988555617,0.983333333333333,0.3,59,72,168,1
12,76,4,0.1,0.272996884912767,0.516666666666667,0.7875,31,189,51,29
12,76,4,0.3,0.240811769486308,0.516666666666667,0.758333333333333,31,182,58,29
12,76,4,0.5,0.248647242764483,0.583333333333333,0.7125,35,171,69,25
12,76,4,0.7,0.260960453752938,0.633333333333333,0.683333333333333,38,164,76,22
12,76,4,0.9,0.283654314465588,0.7,0.65,42,156,84,18
12,76,4,1.1,0.284760714323443,0.733333333333333,0.620833333333333,44,149,91,16
12,76,4,1.3,0.243598729856038,0.766666666666667,0.5375,46,129,111,14
12,76,4,1.5,0.244911291446602,0.8,0.504166666666667,48,121,119,12
12,76,4,1.7,0.246027710431419,0.85,0.45,51,108,132,9
12,76,4,1.9,0.264990191507196,0.9,0.416666666666667,54,100,140,6
12,76,4,2.1,0.238732156415362,0.9,0.379166666666667,54,91,149,6
12,76,4,2.3,0.213161951233256,0.916666666666667,0.320833333333333,55,77,163,5
12,76,4,2.5,0.195438164460833,0.916666666666667,0.295833333333333,55,71,169,5
12,76,4,2.7,0.186439050745141,0.916666666666667,0.283333333333333,55,68,172,5
12,76,4,2.9,0.194059786413051,0.933333333333333,0.270833333333333,56,65,175,4
12,76,5,0.1,0.344351289922346,0.566666666666667,0.8125,34,195,45,26
12,76,5,0.3,0.400066132099319,0.666666666666667,0.791666666666667,40,190,50,20
12,76,5,0.5,0.41116142972381,0.716666666666667,0.766666666666667,43,184,56,17
12,76,5,0.7,0.384371106798037,0.716666666666667,0.741666666666667,43,178,62,17
12,76,5,0.9,0.385237008715917,0.75,0.716666666666667,45,172,68,15
12,76,5,1.1,0.349475964825609,0.75,0.679166666666667,45,163,77,15
12,76,5,1.3,0.305073829358514,0.75,0.629166666666667,45,151,89,15
12,76,5,1.5,0.34729235653704,0.816666666666667,0.616666666666667,49,148,92,11
12,76,5,1.7,0.390078023407803,0.9,0.5875,54,141,99,6
12,76,5,1.9,0.371622161403871,0.916666666666667,0.545833333333333,55,131,109,5
12,76,5,2.1,0.374828915543812,0.95,0.5125,57,123,117,3
12,76,5,2.3,0.368482665484451,0.966666666666667,0.483333333333333,58,116,124,2
12,76,5,2.5,0.348657479811785,0.966666666666667,0.454166666666667,58,109,131,2
12,76,5,2.7,0.346705310333575,0.983333333333333,0.429166666666667,59,103,137,1
12,76,5,2.9,0.325132734332673,0.983333333333333,0.395833333333333,59,95,145,1
12,76,6,0.1,0.310393718462461,0.55,0.795833333333333,33,191,49,27
12,76,6,0.3,0.331536375049381,0.616666666666667,0.766666666666667,37,184,56,23
12,76,6,0.5,0.340478751029223,0.666666666666667,0.7375,40,177,63,20
12,76,6,0.7,0.377075143605084,0.75,0.708333333333333,45,170,70,15
12,76,6,0.9,0.381174233609697,0.8,0.670833333333333,48,161,79,12
12,76,6,1.1,0.368513865595044,0.816666666666667,0.641666666666667,49,154,86,11
12,76,6,1.3,0.373740517039401,0.85,0.616666666666667,51,148,92,9
12,76,6,1.5,0.363341407676553,0.866666666666667,0.5875,52,141,99,8
12,76,6,1.7,0.388361898404046,0.933333333333333,0.55,56,132,108,4
12,76,6,1.9,0.363047846954759,0.95,0.495833333333333,57,119,121,3
12,76,6,2.1,0.351465127092732,0.966666666666667,0.458333333333333,58,110,130,2
12,76,6,2.3,0.334724452430142,0.966666666666667,0.433333333333333,58,104,136,2
12,76,6,2.5,0.315460062460509,0.966666666666667,0.404166666666667,58,97,143,2
12,76,6,2.7,0.288244390748763,0.966666666666667,0.3625,58,87,153,2
12,76,6,2.9,0.28531133754645,0.983333333333333,0.333333333333333,59,80,160,1
12,76,7,0.1,0.329383905653642,0.516666666666667,0.833333333333333,31,200,40,29
12,76,7,0.3,0.369863360727655,0.616666666666667,0.8,37,192,48,23
12,76,7,0.5,0.344709312322746,0.65,0.754166666666667,39,181,59,21
12,76,7,0.7,0.34175337130066,0.7,0.7125,42,171,69,18
12,76,7,0.9,0.361129612158762,0.75,0.691666666666667,45,166,74,15
12,76,7,1.1,0.379408312228617,0.816666666666667,0.654166666666667,49,157,83,11
12,76,7,1.3,0.38418803524911,0.85,0.629166666666667,51,151,89,9
12,76,7,1.5,0.360032004267299,0.866666666666667,0.583333333333333,52,140,100,8
12,76,7,1.7,0.354882424403697,0.9,0.541666666666667,54,130,110,6
12,76,7,1.9,0.363935609561605,0.933333333333333,0.516666666666667,56,124,116,4
12,76,7,2.1,0.354315845891615,0.95,0.483333333333333,57,116,124,3
12,76,7,2.3,0.352158017660879,0.983333333333333,0.4375,59,105,135,1
12,76,7,2.5,0.343988841246019,0.983333333333333,0.425,59,102,138,1
12,76,7,2.7,0.325132734332673,0.983333333333333,0.395833333333333,59,95,145,1
12,76,7,2.9,0.301185755859528,0.983333333333333,0.358333333333333,59,86,154,1
12,76,8,0.1,0.486266981812883,0.716666666666667,0.829166666666667,43,199,41,17
12,76,8,0.3,0.478766883522837,0.766666666666667,0.791666666666667,46,190,50,14
12,76,8,0.5,0.454256762579498,0.783333333333333,0.758333333333333,47,182,58,13
12,76,8,0.7,0.458282959836601,0.816666666666667,0.7375,49,177,63,11
12,76,8,0.9,0.46742708492009,0.85,0.720833333333333,51,173,67,9
12,76,8,1.1,0.441009951605532,0.866666666666667,0.679166666666667,52,163,77,8
12,76,8,1.3,0.424694537274797,0.883333333333333,0.645833333333333,53,155,85,7
12,76,8,1.5,0.396807778968059,0.883333333333333,0.6125,53,147,93,7
12,76,8,1.7,0.383546473929915,0.9,0.579166666666667,54,139,101,6
12,76,8,1.9,0.374743355522977,0.916666666666667,0.55,55,132,108,5
12,76,8,2.1,0.338061701891407,0.916666666666667,0.5,55,120,120,5
12,76,8,2.3,0.337281430223749,0.933333333333333,0.479166666666667,56,115,125,4
12,76,8,2.5,0.314136937256162,0.933333333333333,0.445833333333333,56,107,133,4
12,76,8,2.7,0.291337487994078,0.933333333333333,0.4125,56,99,141,4
12,76,8,2.9,0.274363821551983,0.933333333333333,0.3875,56,93,147,4
12,76,9,0.1,0.382192091012714,0.6,0.820833333333333,36,197,43,24
12,76,9,0.3,0.391691832214651,0.65,0.795833333333333,39,191,49,21
12,76,9,0.5,0.416802635667977,0.7,0.783333333333333,42,188,52,18
12,76,9,0.7,0.432755339193768,0.75,0.7625,45,183,57,15
12,76,9,0.9,0.449614401512949,0.8,0.741666666666667,48,178,62,12
12,76,9,1.1,0.437382596322522,0.816666666666667,0.716666666666667,49,172,68,11
12,76,9,1.3,0.443377983129241,0.85,0.695833333333333,51,167,73,9
12,76,9,1.5,0.450293629202227,0.883333333333333,0.675,53,162,78,7
12,76,9,1.7,0.421133908820682,0.883333333333333,0.641666666666667,53,154,86,7
12,76,9,1.9,0.440479895082151,0.916666666666667,0.633333333333333,55,152,88,5
12,76,9,2.1,0.426752025608536,0.916666666666667,0.616666666666667,55,148,92,5
12,76,9,2.3,0.420149413025004,0.933333333333333,0.591666666666667,56,142,98,4
12,76,9,2.5,0.376050716545177,0.933333333333333,0.533333333333333,56,128,112,4
12,76,9,2.7,0.368917558481582,0.95,0.504166666666667,57,121,119,3
12,76,9,2.9,0.371350261559481,0.966666666666667,0.4875,58,117,123,2
12,76,10,0.1,0.409831928963091,0.6,0.841666666666667,36,202,38,24
12,76,10,0.3,0.504826790279024,0.733333333333333,0.833333333333333,44,200,40,16
12,76,10,0.5,0.540209768939968,0.8,0.820833333333333,48,197,43,12
12,76,10,0.7,0.529737468828903,0.8,0.8125,48,195,45,12
12,76,10,0.9,0.529737468828903,0.8,0.8125,48,195,45,12
12,76,10,1.1,0.517496282238588,0.816666666666667,0.791666666666667,49,190,50,11
12,76,10,1.3,0.51952024387595,0.85,0.770833333333333,51,185,55,9
12,76,10,1.5,0.480370521833825,0.866666666666667,0.720833333333333,52,173,67,8
12,76,10,1.7,0.481192843622661,0.883333333333333,0.708333333333333,53,170,70,7
12,76,10,1.9,0.457842392506507,0.883333333333333,0.683333333333333,53,164,76,7
12,76,10,2.1,0.424694537274797,0.883333333333333,0.645833333333333,53,155,85,7
12,76,10,2.3,0.43015297047798,0.916666666666667,0.620833333333333,55,149,91,5
12,76,10,2.5,0.408202583694671,0.95,0.558333333333333,57,134,106,3
12,76,10,2.7,0.383779652542219,0.95,0.525,57,126,114,3
12,76,10,2.9,0.360127817416842,0.95,0.491666666666667,57,118,122,3
13,86,1,0.1,0.472074984655974,0.583333333333333,0.891666666666667,35,214,26,25
13,86,1,0.3,0.498898034571443,0.633333333333333,0.883333333333333,38,212,28,22
13,86,1,0.5,0.495714494283817,0.7,0.845833333333333,42,203,37,18
13,86,1,0.7,0.493876873767215,0.733333333333333,0.825,44,198,42,16
13,86,1,0.9,0.450347019648799,0.766666666666667,0.766666666666667,46,184,56,14
13,86,1,1.1,0.432644962800923,0.8,0.725,48,174,66,12
13,86,1,1.3,0.421281597732909,0.816666666666667,0.7,49,168,72,11
13,86,1,1.5,0.403603676397787,0.833333333333333,0.666666666666667,50,160,80,10
13,86,1,1.7,0.412984269063007,0.85,0.6625,51,159,81,9
13,86,1,1.9,0.41058435803751,0.883333333333333,0.629166666666667,53,151,89,7
13,86,1,2.1,0.41348037472302,0.9,0.616666666666667,54,148,92,6
13,86,1,2.3,0.403342296595073,0.9,0.604166666666667,54,145,95,6
13,86,1,2.5,0.407246273825823,0.933333333333333,0.575,56,138,102,4
13,86,1,2.7,0.388361898404046,0.933333333333333,0.55,56,132,108,4
13,86,1,2.9,0.38980642527954,0.95,0.533333333333333,57,128,112,3
13,86,2,0.1,0.501315862902339,0.583333333333333,0.908333333333333,35,218,22,25
13,86,2,0.3,0.472211598204615,0.616666666666667,0.875,37,210,30,23
13,86,2,0.5,0.463560098464012,0.666666666666667,0.841666666666667,40,202,38,20
13,86,2,0.7,0.538118685379007,0.783333333333333,0.829166666666667,47,199,41,13
13,86,2,0.9,0.532360191379871,0.816666666666667,0.804166666666667,49,193,47,11
13,86,2,1.1,0.524142418360959,0.85,0.775,51,186,54,9
13,86,2,1.3,0.497404937501691,0.883333333333333,0.725,53,174,66,7
13,86,2,1.5,0.470870955797419,0.9,0.683333333333333,54,164,76,6
13,86,2,1.7,0.454557234917561,0.916666666666667,0.65,55,156,84,5
13,86,2,1.9,0.446825566232941,0.933333333333333,0.625,56,150,90,4
13,86,2,2.1,0.436822008779964,0.95,0.595833333333333,57,143,97,3
13,86,2,2.3,0.421841372404394,0.966666666666667,0.558333333333333,58,134,106,2
13,86,2,2.5,0.400612093443194,0.966666666666667,0.529166666666667,58,127,113,2
13,86,2,2.7,0.41680788567315,1,0.5125,60,123,117,0
13,86,2,2.9,0.377717033065843,1,0.454166666666667,60,109,131,0
13,86,3,0.1,0.394889193814877,0.466666666666667,0.904166666666667,28,217,23,32
13,86,3,0.3,0.380689662898717,0.483333333333333,0.8875,29,213,27,31
13,86,3,0.5,0.435024451738663,0.616666666666667,0.85,37,204,36,23
13,86,3,0.7,0.475448632208737,0.716666666666667,0.820833333333333,43,197,43,17
13,86,3,0.9,0.456085313748752,0.75,0.783333333333333,45,188,52,15
13,86,3,1.1,0.46721954818374,0.8,0.758333333333333,48,182,58,12
13,86,3,1.3,0.475694444444444,0.816666666666667,0.754166666666667,49,181,59,11
13,86,3,1.5,0.44563426062419,0.816666666666667,0.725,49,174,66,11
13,86,3,1.7,0.47628967220784,0.866666666666667,0.716666666666667,52,172,68,8
13,86,3,1.9,0.444810189464183,0.866666666666667,0.683333333333333,52,164,76,8
13,86,3,2.1,0.404422245772242,0.866666666666667,0.6375,52,153,87,8
13,86,3,2.3,0.407110206060776,0.883333333333333,0.625,53,150,90,7
13,86,3,2.5,0.393412023607869,0.883333333333333,0.608333333333333,53,146,94,7
13,86,3,2.7,0.373408022407469,0.883333333333333,0.583333333333333,53,140,100,7
13,86,3,2.9,0.368513865595044,0.916666666666667,0.541666666666667,55,130,110,5
13,86,4,0.1,0.535984271556491,0.616666666666667,0.9125,37,219,21,23
13,86,4,0.3,0.553302871668501,0.666666666666667,0.9,40,216,24,20
13,86,4,0.5,0.55167728436737,0.7,0.883333333333333,42,212,28,18
13,86,4,0.7,0.519615242270663,0.7,0.8625,42,207,33,18
13,86,4,0.9,0.503048937252951,0.716666666666667,0.841666666666667,43,202,38,17
13,86,4,1.1,0.483208615442374,0.733333333333333,0.816666666666667,44,196,44,16
13,86,4,1.3,0.499773806819458,0.8,0.7875,48,189,51,12
13,86,4,1.5,0.51952024387595,0.85,0.770833333333333,51,185,55,9
13,86,4,1.7,0.488425493193395,0.85,0.741666666666667,51,178,62,9
13,86,4,1.9,0.480370521833825,0.866666666666667,0.720833333333333,52,173,67,8
13,86,4,2.1,0.478507931090258,0.9,0.691666666666667,54,166,74,6
13,86,4,2.3,0.454557234917561,0.916666666666667,0.65,55,156,84,5
13,86,4,2.5,0.416666666666667,0.916666666666667,0.604166666666667,55,145,95,5
13,86,4,2.7,0.407246273825823,0.933333333333333,0.575,56,138,102,4
13,86,4,2.9,0.379109259362548,0.933333333333333,0.5375,56,129,111,4
13,86,5,0.1,0.491934955049954,0.533333333333333,0.925,32,222,18,28
13,86,5,0.3,0.513485071029305,0.616666666666667,0.9,37,216,24,23
13,86,5,0.5,0.485658938415093,0.633333333333333,0.875,38,210,30,22
13,86,5,0.7,0.512707389549139,0.683333333333333,0.866666666666667,41,208,32,19
13,86,5,0.9,0.503048937252951,0.716666666666667,0.841666666666667,43,202,38,17
13,86,5,1.1,0.519815328733463,0.766666666666667,0.825,46,198,42,14
13,86,5,1.3,0.47729707730092,0.783333333333333,0.779166666666667,47,187,53,13
13,86,5,1.5,0.471728176524863,0.8,0.7625,48,183,57,12
13,86,5,1.7,0.458282959836601,0.816666666666667,0.7375,49,177,63,11
13,86,5,1.9,0.437382596322522,0.816666666666667,0.716666666666667,49,172,68,11
13,86,5,2.1,0.418727797544439,0.833333333333333,0.683333333333333,50,164,76,10
13,86,5,2.3,0.405647619256925,0.85,0.654166666666667,51,157,83,9
13,86,5,2.5,0.423795050571463,0.9,0.629166666666667,54,151,89,6
13,86,5,2.7,0.410036449304424,0.916666666666667,0.595833333333333,55,143,97,5
13,86,5,2.9,0.374743355522977,0.916666666666667,0.55,55,132,108,5
13,86,6,0.1,0.480073665321731,0.566666666666667,0.904166666666667,34,217,23,26
13,86,6,0.3,0.525923706140778,0.65,0.891666666666667,39,214,26,21
13,86,6,0.5,0.532128124001758,0.7,0.870833333333333,42,209,31,18
13,86,6,0.7,0.603553962825084,0.816666666666667,0.858333333333333,49,206,34,11
13,86,6,0.9,0.600099198148979,0.85,0.8375,51,201,39,9
13,86,6,1.1,0.56808906328456,0.85,0.8125,51,195,45,9
13,86,6,1.3,0.543129635066608,0.85,0.791666666666667,51,190,50,9
13,86,6,1.5,0.518487217324915,0.883333333333333,0.745833333333333,53,179,61,7
13,86,6,1.7,0.497404937501691,0.883333333333333,0.725,53,174,66,7
13,86,6,1.9,0.491507274308456,0.916666666666667,0.691666666666667,55,166,74,5
13,86,6,2.1,0.480866339820517,0.95,0.65,57,156,84,3
13,86,6,2.3,0.460092027609203,0.95,0.625,57,150,90,3
13,86,6,2.5,0.443816863984288,0.966666666666667,0.5875,58,141,99,2
13,86,6,2.7,0.44922959487957,1,0.558333333333333,60,134,106,0
13,86,6,2.9,0.425481471698382,1,0.525,60,126,114,0
13,86,7,0.1,0.445742212758985,0.516666666666667,0.908333333333333,31,218,22,29
13,86,7,0.3,0.505695871289209,0.633333333333333,0.8875,38,213,27,22
13,86,7,0.5,0.525822097537551,0.7,0.866666666666667,42,208,32,18
13,86,7,0.7,0.547669336637577,0.766666666666667,0.845833333333333,46,203,37,14
13,86,7,0.9,0.538118685379007,0.783333333333333,0.829166666666667,47,199,41,13
13,86,7,1.1,0.519516413827514,0.8,0.804166666666667,48,193,47,12
13,86,7,1.3,0.535218757657718,0.833333333333333,0.795833333333333,50,191,49,10
13,86,7,1.5,0.510416666666667,0.85,0.7625,51,183,57,9
13,86,7,1.7,0.518487217324915,0.883333333333333,0.745833333333333,53,179,61,7
13,86,7,1.9,0.498136253609375,0.9,0.7125,54,171,69,6
13,86,7,2.1,0.476402786101609,0.916666666666667,0.675,55,162,78,5
13,86,7,2.3,0.447472843999647,0.916666666666667,0.641666666666667,55,154,86,5
13,86,7,2.5,0.456707264672407,0.95,0.620833333333333,57,149,91,3
13,86,7,2.7,0.453494604534925,0.966666666666667,0.6,58,144,96,2
13,86,7,2.9,0.415704998246766,0.966666666666667,0.55,58,132,108,2
13,86,8,0.1,0.4375,0.55,0.8875,33,213,27,27
13,86,8,0.3,0.466627199675993,0.633333333333333,0.8625,38,207,33,22
13,86,8,0.5,0.450250514264538,0.65,0.841666666666667,39,202,38,21
13,86,8,0.7,0.473156501720899,0.7,0.829166666666667,42,199,41,18
13,86,8,0.9,0.467698390558764,0.733333333333333,0.804166666666667,44,193,47,16
13,86,8,1.1,0.46793870010383,0.783333333333333,0.770833333333333,47,185,55,13
13,86,8,1.3,0.453953498455279,0.8,0.745833333333333,48,179,61,12
13,86,8,1.5,0.446301690498092,0.833333333333333,0.7125,50,171,69,10
13,86,8,1.7,0.452496168314152,0.866666666666667,0.691666666666667,52,166,74,8
13,86,8,1.9,0.397382600268344,0.866666666666667,0.629166666666667,52,151,89,8
13,86,8,2.1,0.403342296595073,0.9,0.604166666666667,54,145,95,6
13,86,8,2.3,0.370667803611648,0.9,0.5625,54,135,105,6
13,86,8,2.5,0.348655804981159,0.9,0.533333333333333,54,128,112,6
13,86,8,2.7,0.363047846954759,0.95,0.495833333333333,57,119,121,3
13,86,8,2.9,0.345857231933037,0.966666666666667,0.45,58,108,132,2
13,86,9,0.1,0.37620154104751,0.666666666666667,0.770833333333333,40,185,55,20
13,86,9,0.3,0.349994682015139,0.7,0.720833333333333,42,173,67,18
13,86,9,0.5,0.370320114136186,0.766666666666667,0.6875,46,165,75,14
13,86,9,0.7,0.351763235340724,0.8,0.6375,48,153,87,12
13,86,9,0.9,0.34729235653704,0.816666666666667,0.616666666666667,49,148,92,11
13,86,9,1.1,0.35,0.85,0.5875,51,141,99,9
13,86,9,1.3,0.330890928359107,0.866666666666667,0.545833333333333,52,131,109,8
13,86,9,1.5,0.318149087130906,0.9,0.491666666666667,54,118,122,6
13,86,9,1.7,0.303212598888017,0.9,0.470833333333333,54,113,127,6
13,86,9,1.9,0.273758216625702,0.9,0.429166666666667,54,103,137,6
13,86,9,2.1,0.250403922660579,0.9,0.395833333333333,54,95,145,6
13,86,9,2.3,0.253674990523294,0.916666666666667,0.379166666666667,55,91,149,5
13,86,9,2.5,0.233514443138238,0.916666666666667,0.35,55,84,156,5
13,86,9,2.7,0.28531133754645,0.983333333333333,0.333333333333333,59,80,160,1
13,86,9,2.9,0.266777387721257,0.983333333333333,0.304166666666667,59,73,167,1
13,86,10,0.1,0.480073665321731,0.566666666666667,0.904166666666667,34,217,23,26
13,86,10,0.3,0.458664322106004,0.6,0.875,36,210,30,24
13,86,10,0.5,0.473865920643901,0.65,0.858333333333333,39,206,34,21
13,86,10,0.7,0.464905258796829,0.716666666666667,0.8125,43,195,45,17
13,86,10,0.9,0.447858977437512,0.733333333333333,0.7875,44,189,51,16
13,86,10,1.1,0.441261304060914,0.766666666666667,0.758333333333333,46,182,58,14
13,86,10,1.3,0.471279967861969,0.816666666666667,0.75,49,180,60,11
13,86,10,1.5,0.459279326771846,0.85,0.7125,51,171,69,9
13,86,10,1.7,0.4603008069128,0.866666666666667,0.7,52,168,72,8
13,86,10,1.9,0.433491628112592,0.866666666666667,0.670833333333333,52,161,79,8
13,86,10,2.1,0.414079348178778,0.883333333333333,0.633333333333333,53,152,88,7
13,86,10,2.3,0.390034671289574,0.883333333333333,0.604166666666667,53,145,95,7
13,86,10,2.5,0.38418803524911,0.916666666666667,0.5625,55,135,105,5
13,86,10,2.7,0.356202423100269,0.916666666666667,0.525,55,126,114,5
13,86,10,2.9,0.351423282823134,0.95,0.479166666666667,57,115,125,3
14,92,1,0.1,0.317846328476968,0.483333333333333,0.845833333333333,29,203,37,31
14,92,1,0.3,0.384900179459751,0.583333333333333,0.833333333333333,35,200,40,25
14,92,1,0.5,0.369863360727655,0.616666666666667,0.8,37,192,48,23
14,92,1,0.7,0.371580267808769,0.666666666666667,0.766666666666667,40,184,56,20
14,92,1,0.9,0.380051722030057,0.716666666666667,0.7375,43,177,63,17
14,92,1,1.1,0.393534185134093,0.75,0.725,45,174,66,15
14,92,1,1.3,0.374227599591874,0.766666666666667,0.691666666666667,46,166,74,14
14,92,1,1.5,0.394263577025072,0.816666666666667,0.670833333333333,49,161,79,11
14,92,1,1.7,0.38418803524911,0.85,0.629166666666667,51,151,89,9
14,92,1,1.9,0.340068020406802,0.85,0.575,51,138,102,9
14,92,1,2.1,0.322598420920999,0.883333333333333,0.516666666666667,53,124,116,7
14,92,1,2.3,0.34853925644451,0.95,0.475,57,114,126,3
14,92,1,2.5,0.320101189753738,0.95,0.433333333333333,57,104,136,3
14,92,1,2.7,0.292179654120294,0.95,0.391666666666667,57,94,146,3
14,92,1,2.9,0.270001074878588,0.95,0.358333333333333,57,86,154,3
14,92,2,0.1,0.655062167921653,0.683333333333333,0.945833333333333,41,227,13,19
14,92,2,0.3,0.662888631789319,0.75,0.925,45,222,18,15
14,92,2,0.5,0.610785564835303,0.75,0.895833333333333,45,215,25,15
14,92,2,0.7,0.570986009895374,0.75,0.870833333333333,45,209,31,15
14,92,2,0.9,0.565333771083307,0.766666666666667,0.858333333333333,46,206,34,14
14,92,2,1.1,0.574725398670096,0.816666666666667,0.8375,49,201,39,11
14,92,2,1.3,0.56808906328456,0.85,0.8125,51,195,45,9
14,92,2,1.5,0.554387374337423,0.883333333333333,0.779166666666667,53,187,53,7
14,92,2,1.7,0.540019735432134,0.9,0.754166666666667,54,181,59,6
14,92,2,1.9,0.536089344101419,0.933333333333333,0.725,56,174,66,4
14,92,2,2.1,0.521321415347142,0.95,0.695833333333333,57,167,73,3
14,92,2,2.3,0.508295824139914,0.966666666666667,0.666666666666667,58,160,80,2
14,92,2,2.5,0.476762028609537,0.966666666666667,0.629166666666667,58,151,89,2
14,92,2,2.7,0.466926142175549,0.983333333333333,0.6,59,144,96,1
14,92,2,2.9,0.454151543163821,0.983333333333333,0.583333333333333,59,140,100,1
14,92,3,0.1,0.485468036437641,0.616666666666667,0.883333333333333,37,212,28,23
14,92,3,0.3,0.476794093738634,0.683333333333333,0.841666666666667,41,202,38,19
14,92,3,0.5,0.477974875798582,0.733333333333333,0.8125,44,195,45,16
14,92,3,0.7,0.456085313748752,0.75,0.783333333333333,45,188,52,15
14,92,3,0.9,0.46793870010383,0.783333333333333,0.770833333333333,47,185,55,13
14,92,3,1.1,0.453953498455279,0.8,0.745833333333333,48,179,61,12
14,92,3,1.3,0.46742708492009,0.85,0.720833333333333,51,173,67,9
14,92,3,1.5,0.456383297553399,0.866666666666667,0.695833333333333,52,167,73,8
14,92,3,1.7,0.446560225897398,0.883333333333333,0.670833333333333,53,161,79,7
14,92,3,1.9,0.417595690488163,0.883333333333333,0.6375,53,153,87,7
14,92,3,2.1,0.433333333333333,0.933333333333333,0.608333333333333,56,146,94,4
14,92,3,2.3,0.417595690488163,0.95,0.570833333333333,57,137,103,3
14,92,3,2.5,0.412658751341535,0.966666666666667,0.545833333333333,58,131,109,2
14,92,3,2.7,0.385840382265141,0.966666666666667,0.508333333333333,58,122,118,2
14,92,3,2.9,0.39421492285986,1,0.479166666666667,60,115,125,0
14,92,4,0.1,0.341636114134453,0.483333333333333,0.8625,29,207,33,31
14,92,4,0.3,0.382439206395858,0.566666666666667,0.841666666666667,34,202,38,26
14,92,4,0.5,0.393015279400402,0.6,0.829166666666667,36,199,41,24
14,92,4,0.7,0.388356528764037,0.633333333333333,0.804166666666667,38,193,47,22
14,92,4,0.9,0.423244928188057,0.683333333333333,0.8,41,192,48,19
14,92,4,1.1,0.42045364861213,0.716666666666667,0.775,43,186,54,17
14,92,4,1.3,0.423750934852148,0.75,0.754166666666667,45,181,59,15
14,92,4,1.5,0.432644962800923,0.8,0.725,48,174,66,12
14,92,4,1.7,0.405674042269688,0.816666666666667,0.683333333333333,49,164,76,11
14,92,4,1.9,0.374533765155726,0.833333333333333,0.633333333333333,50,152,88,10
14,92,4,2.1,0.363462587458138,0.85,0.604166666666667,51,145,95,9
14,92,4,2.3,0.330264317222992,0.85,0.5625,51,135,105,9
14,92,4,2.5,0.304663213403174,0.85,0.529166666666667,51,127,113,9
14,92,4,2.7,0.36597765571301,0.95,0.5,57,120,120,3
14,92,4,2.9,0.34279558509553,0.95,0.466666666666667,57,112,128,3
14,92,5,0.1,0.541561276888692,0.583333333333333,0.929166666666667,35,223,17,25
14,92,5,0.3,0.568021490970537,0.666666666666667,0.908333333333333,40,218,22,20
14,92,5,0.5,0.63048832499128,0.766666666666667,0.9,46,216,24,14
14,92,5,0.7,0.660113042099704,0.833333333333333,0.8875,50,213,27,10
14,92,5,0.9,0.634745449542008,0.85,0.8625,51,207,33,9
14,92,5,1.1,0.611332111961185,0.85,0.845833333333333,51,203,37,9
14,92,5,1.3,0.591173850217515,0.866666666666667,0.820833333333333,52,197,43,8
