"nFactors","total_items","rep_id","z_threshold","mcc","sensitivity","specificity","tp","tn","fp","fn"
32,206,4,2.7,0.770833333333333,0.816666666666667,0.954166666666667,49,229,11,11
32,206,4,2.9,0.777065062416792,0.85,0.945833333333333,51,227,13,9
32,206,5,0.1,0.390191151806518,0.183333333333333,1,11,240,0,49
32,206,5,0.3,0.402988957541146,0.216666666666667,0.995833333333333,13,239,1,47
32,206,5,0.5,0.451631244540432,0.283333333333333,0.991666666666667,17,238,2,43
32,206,5,0.7,0.498690240055375,0.333333333333333,0.991666666666667,20,238,2,40
32,206,5,0.9,0.497616602022778,0.35,0.9875,21,237,3,39
32,206,5,1.1,0.497607978401115,0.366666666666667,0.983333333333333,22,236,4,38
32,206,5,1.3,0.527777777777778,0.416666666666667,0.979166666666667,25,235,5,35
32,206,5,1.5,0.569955805123029,0.466666666666667,0.979166666666667,28,235,5,32
32,206,5,1.7,0.559040521531136,0.483333333333333,0.970833333333333,29,233,7,31
32,206,5,1.9,0.653464039213071,0.616666666666667,0.966666666666667,37,232,8,23
32,206,5,2.1,0.691023319080643,0.666666666666667,0.966666666666667,40,232,8,20
32,206,5,2.3,0.680108498886473,0.716666666666667,0.945833333333333,43,227,13,17
32,206,5,2.5,0.658420373335964,0.733333333333333,0.929166666666667,44,223,17,16
32,206,5,2.7,0.677229050543504,0.8,0.9125,48,219,21,12
32,206,5,2.9,0.69463447692309,0.833333333333333,0.908333333333333,50,218,22,10
32,206,6,0.1,0.345851248192141,0.166666666666667,0.995833333333333,10,239,1,50
32,206,6,0.3,0.365722426873877,0.183333333333333,0.995833333333333,11,239,1,49
32,206,6,0.5,0.42059551209603,0.233333333333333,0.995833333333333,14,239,1,46
32,206,6,0.7,0.437625736458983,0.25,0.995833333333333,15,239,1,45
32,206,6,0.9,0.485845732763192,0.3,0.995833333333333,18,239,1,42
32,206,6,1.1,0.501114828585796,0.316666666666667,0.995833333333333,19,239,1,41
32,206,6,1.3,0.542720420239974,0.383333333333333,0.991666666666667,23,238,2,37
32,206,6,1.5,0.597849988482768,0.45,0.991666666666667,27,238,2,33
32,206,6,1.7,0.598099274162041,0.516666666666667,0.975,31,234,6,29
32,206,6,1.9,0.590800178146841,0.55,0.9625,33,231,9,27
32,206,6,2.1,0.609835154075188,0.6,0.954166666666667,36,229,11,24
32,206,6,2.3,0.646095738380922,0.683333333333333,0.941666666666667,41,226,14,19
32,206,6,2.5,0.61959917196776,0.733333333333333,0.908333333333333,44,218,22,16
32,206,6,2.7,0.643082863419015,0.783333333333333,0.9,47,216,24,13
32,206,6,2.9,0.641034630478325,0.816666666666667,0.883333333333333,49,212,28,11
32,206,7,0.1,0.324966841809841,0.15,0.995833333333333,9,239,1,51
32,206,7,0.3,0.345851248192141,0.166666666666667,0.995833333333333,10,239,1,50
32,206,7,0.5,0.345851248192141,0.166666666666667,0.995833333333333,10,239,1,50
32,206,7,0.7,0.42059551209603,0.233333333333333,0.995833333333333,14,239,1,46
32,206,7,0.9,0.467707173346743,0.3,0.991666666666667,18,238,2,42
32,206,7,1.1,0.541613832306324,0.4,0.9875,24,237,3,36
32,206,7,1.3,0.542061062489349,0.433333333333333,0.979166666666667,26,235,5,34
32,206,7,1.5,0.610328642772525,0.516666666666667,0.979166666666667,31,235,5,29
32,206,7,1.7,0.624436085122555,0.55,0.975,33,234,6,27
32,206,7,1.9,0.638832712955527,0.583333333333333,0.970833333333333,35,233,7,25
32,206,7,2.1,0.609835154075188,0.6,0.954166666666667,36,229,11,24
32,206,7,2.3,0.635702934548502,0.633333333333333,0.954166666666667,38,229,11,22
32,206,7,2.5,0.637334379459651,0.683333333333333,0.9375,41,225,15,19
32,206,7,2.7,0.654123987599204,0.716666666666667,0.933333333333333,43,224,16,17
32,206,7,2.9,0.621969580444299,0.716666666666667,0.916666666666667,43,220,20,17
32,206,8,0.1,0.309132883937864,0.116666666666667,1,7,240,0,53
32,206,8,0.3,0.408248290463863,0.2,1,12,240,0,48
32,206,8,0.5,0.425657924852277,0.216666666666667,1,13,240,0,47
32,206,8,0.7,0.44249767886871,0.233333333333333,1,14,240,0,46
32,206,8,0.9,0.548703261168734,0.35,1,21,240,0,39
32,206,8,1.1,0.559050750420652,0.383333333333333,0.995833333333333,23,239,1,37
32,206,8,1.3,0.596814705165041,0.466666666666667,0.9875,28,237,3,32
32,206,8,1.5,0.623008957981398,0.516666666666667,0.983333333333333,31,236,4,29
32,206,8,1.7,0.686865247764213,0.616666666666667,0.979166666666667,37,235,5,23
32,206,8,1.9,0.686865247764213,0.616666666666667,0.979166666666667,37,235,5,23
32,206,8,2.1,0.666095841434276,0.633333333333333,0.966666666666667,38,232,8,22
32,206,8,2.3,0.717678765307778,0.716666666666667,0.9625,43,231,9,17
32,206,8,2.5,0.710705312219014,0.733333333333333,0.954166666666667,44,229,11,16
32,206,8,2.7,0.696055012445306,0.75,0.941666666666667,45,226,14,15
32,206,8,2.9,0.679949740665919,0.783333333333333,0.920833333333333,47,221,19,13
32,206,9,0.1,0.198728282531484,0.0833333333333333,0.991666666666667,5,238,2,55
32,206,9,0.3,0.254024498762905,0.116666666666667,0.991666666666667,7,238,2,53
32,206,9,0.5,0.301511344577764,0.15,0.991666666666667,9,238,2,51
32,206,9,0.7,0.323196563283892,0.166666666666667,0.991666666666667,10,238,2,50
32,206,9,0.9,0.343800631611455,0.183333333333333,0.991666666666667,11,238,2,49
32,206,9,1.1,0.363480236213583,0.2,0.991666666666667,12,238,2,48
32,206,9,1.3,0.382359556450936,0.216666666666667,0.991666666666667,13,238,2,47
32,206,9,1.5,0.451023009198597,0.316666666666667,0.983333333333333,19,236,4,41
32,206,9,1.7,0.513248575018225,0.4,0.979166666666667,24,235,5,36
32,206,9,1.9,0.571091544816282,0.483333333333333,0.975,29,234,6,31
32,206,9,2.1,0.601658254057552,0.55,0.966666666666667,33,232,8,27
32,206,9,2.3,0.56398288685149,0.566666666666667,0.945833333333333,34,227,13,26
32,206,9,2.5,0.589989767134734,0.633333333333333,0.933333333333333,38,224,16,22
32,206,9,2.7,0.596305243775967,0.683333333333333,0.916666666666667,41,220,20,19
32,206,9,2.9,0.58517921268048,0.716666666666667,0.895833333333333,43,215,25,17
32,206,10,0.1,0.260377821961648,0.0833333333333333,1,5,240,0,55
32,206,10,0.3,0.309132883937864,0.116666666666667,1,7,240,0,53
32,206,10,0.5,0.425657924852277,0.216666666666667,1,13,240,0,47
32,206,10,0.7,0.490186378342327,0.283333333333333,1,17,240,0,43
32,206,10,0.9,0.501114828585796,0.316666666666667,0.995833333333333,19,239,1,41
32,206,10,1.1,0.528333676221715,0.366666666666667,0.991666666666667,22,238,2,38
32,206,10,1.3,0.597849988482768,0.45,0.991666666666667,27,238,2,33
32,206,10,1.5,0.596814705165041,0.466666666666667,0.9875,28,237,3,32
32,206,10,1.7,0.623222702798078,0.5,0.9875,30,237,3,30
32,206,10,1.9,0.611346444900966,0.533333333333333,0.975,32,234,6,28
32,206,10,2.1,0.642967513606697,0.616666666666667,0.9625,37,231,9,23
32,206,10,2.3,0.638921841678002,0.65,0.95,39,228,12,21
32,206,10,2.5,0.683696472379145,0.733333333333333,0.941666666666667,44,226,14,16
32,206,10,2.7,0.691504423790218,0.766666666666667,0.933333333333333,46,224,16,14
32,206,10,2.9,0.683348157461829,0.766666666666667,0.929166666666667,46,223,17,14
33,209,1,0.1,0.365722426873877,0.183333333333333,0.995833333333333,11,239,1,49
33,209,1,0.3,0.42059551209603,0.233333333333333,0.995833333333333,14,239,1,46
33,209,1,0.5,0.454143262287745,0.266666666666667,0.995833333333333,16,239,1,44
33,209,1,0.7,0.467707173346743,0.3,0.991666666666667,18,238,2,42
33,209,1,0.9,0.498690240055375,0.333333333333333,0.991666666666667,20,238,2,40
33,209,1,1.1,0.584395291855485,0.433333333333333,0.991666666666667,26,238,2,34
33,209,1,1.3,0.649856151635603,0.516666666666667,0.991666666666667,31,238,2,29
33,209,1,1.5,0.687260824634608,0.566666666666667,0.991666666666667,34,238,2,26
33,209,1,1.7,0.722960321407865,0.633333333333333,0.9875,38,237,3,22
33,209,1,1.9,0.689224169261855,0.65,0.970833333333333,39,233,7,21
33,209,1,2.1,0.651634707150621,0.666666666666667,0.95,40,228,12,20
33,209,1,2.3,0.642393188976184,0.666666666666667,0.945833333333333,40,227,13,20
33,209,1,2.5,0.691504423790218,0.766666666666667,0.933333333333333,46,224,16,14
33,209,1,2.7,0.703807683134339,0.783333333333333,0.933333333333333,47,224,16,13
33,209,1,2.9,0.679949740665919,0.783333333333333,0.920833333333333,47,221,19,13
33,209,2,0.1,0.351726229056329,0.15,1,9,240,0,51
33,209,2,0.3,0.390191151806518,0.183333333333333,1,11,240,0,49
33,209,2,0.5,0.44249767886871,0.233333333333333,1,14,240,0,46
33,209,2,0.7,0.474712663277541,0.266666666666667,1,16,240,0,44
33,209,2,0.9,0.490186378342327,0.283333333333333,1,17,240,0,43
33,209,2,1.1,0.516042352765834,0.333333333333333,0.995833333333333,20,239,1,40
33,209,2,1.3,0.555748463823353,0.416666666666667,0.9875,25,237,3,35
33,209,2,1.5,0.557308404849485,0.466666666666667,0.975,28,234,6,32
33,209,2,1.7,0.586291262732893,0.516666666666667,0.970833333333333,31,233,7,29
33,209,2,1.9,0.638832712955527,0.583333333333333,0.970833333333333,35,233,7,25
33,209,2,2.1,0.655687421298887,0.633333333333333,0.9625,38,231,9,22
33,209,2,2.3,0.732241836831712,0.75,0.958333333333333,45,230,10,15
33,209,2,2.5,0.725899958328475,0.766666666666667,0.95,46,228,12,14
33,209,2,2.7,0.736635107608724,0.85,0.925,51,222,18,9
33,209,2,2.9,0.748704885927146,0.866666666666667,0.925,52,222,18,8
33,209,3,0.1,0.309132883937864,0.116666666666667,1,7,240,0,53
33,209,3,0.3,0.301511344577764,0.15,0.991666666666667,9,238,2,51
33,209,3,0.5,0.343800631611455,0.183333333333333,0.991666666666667,11,238,2,49
33,209,3,0.7,0.400538809640425,0.233333333333333,0.991666666666667,14,238,2,46
33,209,3,0.9,0.483381444362933,0.316666666666667,0.991666666666667,19,238,2,41
33,209,3,1.1,0.497616602022778,0.35,0.9875,21,237,3,39
33,209,3,1.3,0.527227500924991,0.383333333333333,0.9875,23,237,3,37
33,209,3,1.5,0.527777777777778,0.416666666666667,0.979166666666667,25,235,5,35
33,209,3,1.7,0.531020272545264,0.45,0.970833333333333,27,233,7,33
33,209,3,1.9,0.572756084578903,0.5,0.970833333333333,30,233,7,30
33,209,3,2.1,0.518130619627792,0.533333333333333,0.9375,32,225,15,28
33,209,3,2.3,0.480073665321731,0.566666666666667,0.904166666666667,34,217,23,26
33,209,3,2.5,0.465119046954135,0.583333333333333,0.8875,35,213,27,25
33,209,3,2.7,0.525467048121248,0.666666666666667,0.883333333333333,40,212,28,20
33,209,3,2.9,0.495714494283817,0.7,0.845833333333333,42,203,37,18
33,209,4,0.1,0.390191151806518,0.183333333333333,1,11,240,0,49
33,209,4,0.3,0.425657924852277,0.216666666666667,1,13,240,0,47
33,209,4,0.5,0.425657924852277,0.216666666666667,1,13,240,0,47
33,209,4,0.7,0.458831467741124,0.25,1,15,240,0,45
33,209,4,0.9,0.490186378342327,0.283333333333333,1,17,240,0,43
33,209,4,1.1,0.485845732763192,0.3,0.995833333333333,18,239,1,42
33,209,4,1.3,0.572871554697751,0.4,0.995833333333333,24,239,1,36
33,209,4,1.5,0.569649517327921,0.433333333333333,0.9875,26,237,3,34
33,209,4,1.7,0.583333333333333,0.45,0.9875,27,237,3,33
33,209,4,1.9,0.611346444900966,0.533333333333333,0.975,32,234,6,28
33,209,4,2.1,0.627831564258567,0.583333333333333,0.966666666666667,35,232,8,25
33,209,4,2.3,0.673649393203007,0.683333333333333,0.954166666666667,41,229,11,19
33,209,4,2.5,0.625,0.7,0.925,42,222,18,18
33,209,4,2.7,0.659832884433199,0.766666666666667,0.916666666666667,46,220,20,14
33,209,4,2.9,0.662689048279351,0.8,0.904166666666667,48,217,23,12
33,209,5,0.1,0.331042355440947,0.133333333333333,1,8,240,0,52
33,209,5,0.3,0.371390676354104,0.166666666666667,1,10,240,0,50
33,209,5,0.5,0.44249767886871,0.233333333333333,1,14,240,0,46
33,209,5,0.7,0.474712663277541,0.266666666666667,1,16,240,0,44
33,209,5,0.9,0.485845732763192,0.3,0.995833333333333,18,239,1,42
33,209,5,1.1,0.498690240055375,0.333333333333333,0.991666666666667,20,238,2,40
33,209,5,1.3,0.527227500924991,0.383333333333333,0.9875,23,237,3,37
33,209,5,1.5,0.475127634069748,0.4,0.966666666666667,24,232,8,36
33,209,5,1.7,0.504616600177301,0.483333333333333,0.95,29,228,12,31
33,209,5,1.9,0.531906107450231,0.55,0.9375,33,225,15,27
33,209,5,2.1,0.570261937906998,0.65,0.916666666666667,39,220,20,21
33,209,5,2.3,0.588601979773817,0.683333333333333,0.9125,41,219,21,19
33,209,5,2.5,0.63048832499128,0.766666666666667,0.9,46,216,24,14
33,209,5,2.7,0.583799395614189,0.766666666666667,0.870833333333333,46,209,31,14
33,209,5,2.9,0.600099198148979,0.85,0.8375,51,201,39,9
33,209,6,0.1,0.390191151806518,0.183333333333333,1,11,240,0,49
33,209,6,0.3,0.44249767886871,0.233333333333333,1,14,240,0,46
33,209,6,0.5,0.458831467741124,0.25,1,15,240,0,45
33,209,6,0.7,0.474712663277541,0.266666666666667,1,16,240,0,44
33,209,6,0.9,0.485845732763192,0.3,0.995833333333333,18,239,1,42
33,209,6,1.1,0.544986136114971,0.366666666666667,0.995833333333333,22,239,1,38
33,209,6,1.3,0.599851878790875,0.433333333333333,0.995833333333333,26,239,1,34
33,209,6,1.5,0.584395291855485,0.433333333333333,0.991666666666667,26,238,2,34
33,209,6,1.7,0.596814705165041,0.466666666666667,0.9875,28,237,3,32
33,209,6,1.9,0.598099274162041,0.516666666666667,0.975,31,234,6,29
33,209,6,2.1,0.653464039213071,0.616666666666667,0.966666666666667,37,232,8,23
33,209,6,2.3,0.666095841434276,0.633333333333333,0.966666666666667,38,232,8,22
33,209,6,2.5,0.638921841678002,0.65,0.95,39,228,12,21
33,209,6,2.7,0.671253443547199,0.716666666666667,0.941666666666667,43,226,14,17
33,209,6,2.9,0.634670941031516,0.733333333333333,0.916666666666667,44,220,20,16
33,209,7,0.1,0.201007563051842,0.05,1,3,240,0,57
33,209,7,0.3,0.226190476190476,0.0833333333333333,0.995833333333333,5,239,1,55
33,209,7,0.5,0.226190476190476,0.0833333333333333,0.995833333333333,5,239,1,55
33,209,7,0.7,0.205173633616192,0.1,0.9875,6,237,3,54
33,209,7,0.9,0.280670699693906,0.15,0.9875,9,237,3,51
33,209,7,1.1,0.289278029184752,0.183333333333333,0.979166666666667,11,235,5,49
33,209,7,1.3,0.33407655239053,0.233333333333333,0.975,14,234,6,46
33,209,7,1.5,0.405465379425967,0.3,0.975,18,234,6,42
33,209,7,1.7,0.412514323662695,0.333333333333333,0.966666666666667,20,232,8,40
33,209,7,1.9,0.42586774332838,0.383333333333333,0.954166666666667,23,229,11,37
33,209,7,2.1,0.495204486015942,0.516666666666667,0.933333333333333,31,224,16,29
33,209,7,2.3,0.507365400637844,0.6,0.904166666666667,36,217,23,24
33,209,7,2.5,0.512618836986994,0.633333333333333,0.891666666666667,38,214,26,22
33,209,7,2.7,0.525445754257,0.683333333333333,0.875,41,210,30,19
33,209,7,2.9,0.506490402775141,0.683333333333333,0.8625,41,207,33,19
33,209,8,0.1,0.302875363909617,0.133333333333333,0.995833333333333,8,239,1,52
33,209,8,0.3,0.363480236213583,0.2,0.991666666666667,12,238,2,48
33,209,8,0.5,0.400538809640425,0.233333333333333,0.991666666666667,14,238,2,46
33,209,8,0.7,0.467707173346743,0.3,0.991666666666667,18,238,2,42
33,209,8,0.9,0.512569285782198,0.366666666666667,0.9875,22,237,3,38
33,209,8,1.1,0.527101635791221,0.4,0.983333333333333,24,236,4,36
33,209,8,1.3,0.556115298968001,0.45,0.979166666666667,27,235,5,33
33,209,8,1.5,0.59705025139884,0.5,0.979166666666667,30,235,5,30
33,209,8,1.7,0.636401627069038,0.55,0.979166666666667,33,235,5,27
33,209,8,1.9,0.666095841434276,0.633333333333333,0.966666666666667,38,232,8,22
33,209,8,2.1,0.642393188976184,0.666666666666667,0.945833333333333,40,227,13,20
33,209,8,2.3,0.650011245966592,0.7,0.9375,42,225,15,18
33,209,8,2.5,0.645833333333333,0.716666666666667,0.929166666666667,43,223,17,17
33,209,8,2.7,0.65501295837227,0.75,0.920833333333333,45,221,19,15
33,209,8,2.9,0.69463447692309,0.833333333333333,0.908333333333333,50,218,22,10
33,209,9,0.1,0.371390676354104,0.166666666666667,1,10,240,0,50
33,209,9,0.3,0.390191151806518,0.183333333333333,1,11,240,0,49
33,209,9,0.5,0.44249767886871,0.233333333333333,1,14,240,0,46
33,209,9,0.7,0.474712663277541,0.266666666666667,1,16,240,0,44
33,209,9,0.9,0.548703261168734,0.35,1,21,240,0,39
33,209,9,1.1,0.562624886216321,0.366666666666667,1,22,240,0,38
33,209,9,1.3,0.583333333333333,0.45,0.9875,27,237,3,33
33,209,9,1.5,0.623008957981398,0.516666666666667,0.983333333333333,31,236,4,29
33,209,9,1.7,0.636401627069038,0.55,0.979166666666667,33,235,5,27
33,209,9,1.9,0.625918667527614,0.566666666666667,0.970833333333333,34,233,7,26
33,209,9,2.1,0.630126037812604,0.6,0.9625,36,231,9,24
33,209,9,2.3,0.642393188976184,0.666666666666667,0.945833333333333,40,227,13,20
33,209,9,2.5,0.588601979773817,0.683333333333333,0.9125,41,219,21,19
33,209,9,2.7,0.61227436038395,0.733333333333333,0.904166666666667,44,217,23,16
33,209,9,2.9,0.622480571349601,0.783333333333333,0.8875,47,213,27,13
33,209,10,0.1,0.351726229056329,0.15,1,9,240,0,51
33,209,10,0.3,0.371390676354104,0.166666666666667,1,10,240,0,50
33,209,10,0.5,0.384729278231866,0.2,0.995833333333333,12,239,1,48
33,209,10,0.7,0.402988957541146,0.216666666666667,0.995833333333333,13,239,1,47
33,209,10,0.9,0.400022162506597,0.25,0.9875,15,237,3,45
33,209,10,1.1,0.450720535960032,0.3,0.9875,18,237,3,42
33,209,10,1.3,0.497607978401115,0.366666666666667,0.983333333333333,22,236,4,38
33,209,10,1.5,0.472222222222222,0.383333333333333,0.970833333333333,23,233,7,37
33,209,10,1.7,0.545132838233723,0.466666666666667,0.970833333333333,28,233,7,32
33,209,10,1.9,0.577397840587489,0.533333333333333,0.9625,32,231,9,28
33,209,10,2.1,0.596710857951539,0.583333333333333,0.954166666666667,35,229,11,25
33,209,10,2.3,0.635702934548502,0.633333333333333,0.954166666666667,38,229,11,22
33,209,10,2.5,0.667632262993619,0.7,0.945833333333333,42,227,13,18
33,209,10,2.7,0.6875,0.75,0.9375,45,225,15,15
33,209,10,2.9,0.762592053484426,0.916666666666667,0.9125,55,219,21,5
34,219,1,0.1,0.285714285714286,0.1,1,6,240,0,54
34,219,1,0.3,0.309132883937864,0.116666666666667,1,7,240,0,53
34,219,1,0.5,0.309132883937864,0.116666666666667,1,7,240,0,53
34,219,1,0.7,0.279316987403299,0.116666666666667,0.995833333333333,7,239,1,53
34,219,1,0.9,0.257171440963387,0.133333333333333,0.9875,8,237,3,52
34,219,1,1.1,0.302871984991044,0.166666666666667,0.9875,10,237,3,50
34,219,1,1.3,0.400022162506597,0.25,0.9875,15,237,3,45
34,219,1,1.5,0.450720535960032,0.3,0.9875,18,237,3,42
34,219,1,1.7,0.497616602022778,0.35,0.9875,21,237,3,39
34,219,1,1.9,0.497607978401115,0.366666666666667,0.983333333333333,22,236,4,38
34,219,1,2.1,0.472222222222222,0.383333333333333,0.970833333333333,23,233,7,37
34,219,1,2.3,0.504732140241043,0.433333333333333,0.966666666666667,26,232,8,34
34,219,1,2.5,0.556487068320094,0.533333333333333,0.954166666666667,32,229,11,28
34,219,1,2.7,0.550182697000502,0.583333333333333,0.933333333333333,35,224,16,25
34,219,1,2.9,0.543800258063554,0.616666666666667,0.916666666666667,37,220,20,23
34,219,2,0.1,0.226190476190476,0.0833333333333333,0.995833333333333,5,239,1,55
34,219,2,0.3,0.253930583234674,0.1,0.995833333333333,6,239,1,54
34,219,2,0.5,0.278543007265578,0.133333333333333,0.991666666666667,8,238,2,52
34,219,2,0.7,0.301511344577764,0.15,0.991666666666667,9,238,2,51
34,219,2,0.9,0.323196563283892,0.166666666666667,0.991666666666667,10,238,2,50
34,219,2,1.1,0.400022162506597,0.25,0.9875,15,237,3,45
34,219,2,1.3,0.450720535960032,0.3,0.9875,18,237,3,42
34,219,2,1.5,0.482418151324422,0.35,0.983333333333333,21,236,4,39
34,219,2,1.7,0.512494809064049,0.383333333333333,0.983333333333333,23,236,4,37
34,219,2,1.9,0.502123522369166,0.416666666666667,0.970833333333333,25,233,7,35
34,219,2,2.1,0.59965687539547,0.533333333333333,0.970833333333333,32,233,7,28
34,219,2,2.3,0.638832712955527,0.583333333333333,0.970833333333333,35,233,7,25
34,219,2,2.5,0.655062167921653,0.683333333333333,0.945833333333333,41,227,13,19
34,219,2,2.7,0.617010286962633,0.7,0.920833333333333,42,221,19,18
34,219,2,2.9,0.675122272515138,0.816666666666667,0.904166666666667,49,217,23,11
34,219,3,0.1,0.201007563051842,0.05,1,3,240,0,57
34,219,3,0.3,0.309132883937864,0.116666666666667,1,7,240,0,53
34,219,3,0.5,0.279316987403299,0.116666666666667,0.995833333333333,7,239,1,53
34,219,3,0.7,0.324966841809841,0.15,0.995833333333333,9,239,1,51
34,219,3,0.9,0.42059551209603,0.233333333333333,0.995833333333333,14,239,1,46
34,219,3,1.1,0.498690240055375,0.333333333333333,0.991666666666667,20,238,2,40
34,219,3,1.3,0.49845480775909,0.383333333333333,0.979166666666667,23,235,5,37
34,219,3,1.5,0.542061062489349,0.433333333333333,0.979166666666667,26,235,5,34
34,219,3,1.7,0.545132838233723,0.466666666666667,0.970833333333333,28,233,7,32
34,219,3,1.9,0.553137427117427,0.516666666666667,0.958333333333333,31,230,10,29
34,219,3,2.1,0.541056753239641,0.55,0.941666666666667,33,226,14,27
34,219,3,2.3,0.594560260032828,0.65,0.929166666666667,39,223,17,21
34,219,3,2.5,0.554895157402636,0.65,0.908333333333333,39,218,22,21
34,219,3,2.7,0.553302871668501,0.666666666666667,0.9,40,216,24,20
34,219,3,2.9,0.558105260216638,0.733333333333333,0.870833333333333,44,209,31,16
34,219,4,0.1,0.309132883937864,0.116666666666667,1,7,240,0,53
34,219,4,0.3,0.309132883937864,0.116666666666667,1,7,240,0,53
34,219,4,0.5,0.351726229056329,0.15,1,9,240,0,51
34,219,4,0.7,0.390191151806518,0.183333333333333,1,11,240,0,49
34,219,4,0.9,0.458831467741124,0.25,1,15,240,0,45
34,219,4,1.1,0.516042352765834,0.333333333333333,0.995833333333333,20,239,1,40
34,219,4,1.3,0.5707328555486,0.416666666666667,0.991666666666667,25,238,2,35
34,219,4,1.5,0.611111111111111,0.466666666666667,0.991666666666667,28,238,2,32
34,219,4,1.7,0.624191526502887,0.483333333333333,0.991666666666667,29,238,2,31
34,219,4,1.9,0.636172801762148,0.516666666666667,0.9875,31,237,3,29
34,219,4,2.1,0.648785653328315,0.55,0.983333333333333,33,236,4,27
34,219,4,2.3,0.699176060197041,0.633333333333333,0.979166666666667,38,235,5,22
34,219,4,2.5,0.701539688522585,0.666666666666667,0.970833333333333,40,233,7,20
34,219,4,2.7,0.705476200186128,0.7,0.9625,42,231,9,18
34,219,4,2.9,0.666666666666667,0.733333333333333,0.933333333333333,44,224,16,16
34,219,5,0.1,0.351726229056329,0.15,1,9,240,0,51
34,219,5,0.3,0.351726229056329,0.15,1,9,240,0,51
34,219,5,0.5,0.351726229056329,0.15,1,9,240,0,51
34,219,5,0.7,0.402988957541146,0.216666666666667,0.995833333333333,13,239,1,47
34,219,5,0.9,0.47020148926214,0.283333333333333,0.995833333333333,17,239,1,43
34,219,5,1.1,0.47020148926214,0.283333333333333,0.995833333333333,17,239,1,43
34,219,5,1.3,0.572871554697751,0.4,0.995833333333333,24,239,1,36
34,219,5,1.5,0.623222702798078,0.5,0.9875,30,237,3,30
34,219,5,1.7,0.674128842911453,0.566666666666667,0.9875,34,237,3,26
34,219,5,1.9,0.700140042014005,0.65,0.975,39,234,6,21
34,219,5,2.1,0.703330906308981,0.683333333333333,0.966666666666667,41,232,8,19
34,219,5,2.3,0.710705312219014,0.733333333333333,0.954166666666667,44,229,11,16
34,219,5,2.5,0.717020524868358,0.766666666666667,0.945833333333333,46,227,13,14
34,219,5,2.7,0.707974219804893,0.8,0.929166666666667,48,223,17,12
34,219,5,2.9,0.714146681331042,0.85,0.9125,51,219,21,9
34,219,6,0.1,0.309132883937864,0.116666666666667,1,7,240,0,53
34,219,6,0.3,0.331042355440947,0.133333333333333,1,8,240,0,52
34,219,6,0.5,0.371390676354104,0.166666666666667,1,10,240,0,50
34,219,6,0.7,0.408248290463863,0.2,1,12,240,0,48
34,219,6,0.9,0.435111825884368,0.266666666666667,0.991666666666667,16,238,2,44
34,219,6,1.1,0.435111825884368,0.266666666666667,0.991666666666667,16,238,2,44
34,219,6,1.3,0.450720535960032,0.3,0.9875,18,237,3,42
34,219,6,1.5,0.512569285782198,0.366666666666667,0.9875,22,237,3,38
34,219,6,1.7,0.623442463745178,0.533333333333333,0.979166666666667,32,235,5,28
34,219,6,1.9,0.674439494467739,0.6,0.979166666666667,36,235,5,24
34,219,6,2.1,0.689224169261855,0.65,0.970833333333333,39,233,7,21
34,219,6,2.3,0.703330906308981,0.683333333333333,0.966666666666667,41,232,8,19
34,219,6,2.5,0.701495558599884,0.733333333333333,0.95,44,228,12,16
34,219,6,2.7,0.6875,0.75,0.9375,45,225,15,15
34,219,6,2.9,0.659832884433199,0.766666666666667,0.916666666666667,46,220,20,14
34,219,7,0.1,0.285714285714286,0.1,1,6,240,0,54
34,219,7,0.3,0.309132883937864,0.116666666666667,1,7,240,0,53
34,219,7,0.5,0.371390676354104,0.166666666666667,1,10,240,0,50
34,219,7,0.7,0.44249767886871,0.233333333333333,1,14,240,0,46
34,219,7,0.9,0.520060220985952,0.316666666666667,1,19,240,0,41
34,219,7,1.1,0.548703261168734,0.35,1,21,240,0,39
34,219,7,1.3,0.528333676221715,0.366666666666667,0.991666666666667,22,238,2,38
34,219,7,1.5,0.555555555555556,0.433333333333333,0.983333333333333,26,236,4,34
34,219,7,1.7,0.542061062489349,0.433333333333333,0.979166666666667,26,235,5,34
34,219,7,1.9,0.588348405414552,0.533333333333333,0.966666666666667,32,232,8,28
34,219,7,2.1,0.622830228381895,0.616666666666667,0.954166666666667,37,229,11,23
34,219,7,2.3,0.620543080507606,0.65,0.941666666666667,39,226,14,21
34,219,7,2.5,0.633158475176152,0.7,0.929166666666667,42,223,17,18
34,219,7,2.7,0.598020974456545,0.733333333333333,0.895833333333333,44,215,25,16
34,219,7,2.9,0.621956218856946,0.8,0.879166666666667,48,211,29,12
34,219,8,0.1,0.351726229056329,0.15,1,9,240,0,51
34,219,8,0.3,0.371390676354104,0.166666666666667,1,10,240,0,50
34,219,8,0.5,0.408248290463863,0.2,1,12,240,0,48
34,219,8,0.7,0.44249767886871,0.233333333333333,1,14,240,0,46
34,219,8,0.9,0.454143262287745,0.266666666666667,0.995833333333333,16,239,1,44
34,219,8,1.1,0.516042352765834,0.333333333333333,0.995833333333333,20,239,1,40
34,219,8,1.3,0.527227500924991,0.383333333333333,0.9875,23,237,3,37
34,219,8,1.5,0.555555555555556,0.433333333333333,0.983333333333333,26,236,4,34
34,219,8,1.7,0.583111187267418,0.466666666666667,0.983333333333333,28,236,4,32
34,219,8,1.9,0.66145680923711,0.566666666666667,0.983333333333333,34,236,4,26
34,219,8,2.1,0.691023319080643,0.666666666666667,0.966666666666667,40,232,8,20
