"nFactors","total_items","z_threshold","mean_mcc","sd_mcc","mean_sens","mean_spec","n_reps"
21,133,0.9,0.553625911013022,0.0451314521411456,0.576666666666667,0.93625,10
21,133,1.1,0.576906677780871,0.055904131722149,0.645,0.92125,10
21,133,1.3,0.589932112782271,0.0593248565495597,0.695,0.907083333333333,10
21,133,1.5,0.592704197195969,0.0512667420116009,0.731666666666667,0.892083333333333,10
21,133,1.7,0.584455009030377,0.0591292652329111,0.761666666666667,0.8725,10
21,133,1.9,0.58209238885383,0.0573249113029763,0.805,0.8475,10
21,133,2.1,0.579608151446689,0.0577788239584067,0.838333333333333,0.826666666666667,10
21,133,2.3,0.560044625414827,0.0658841196556854,0.858333333333333,0.79875,10
21,133,2.5,0.544100750849008,0.0688244130521856,0.881666666666667,0.76875,10
21,133,2.7,0.533697779959822,0.0679033982930886,0.913333333333333,0.735833333333333,10
21,133,2.9,0.513467448305253,0.0645311749506764,0.928333333333333,0.703333333333333,10
22,143,0.1,0.492974205299082,0.0851331039105416,0.365,0.982916666666667,10
22,143,0.3,0.50339451540487,0.0825677115827948,0.405,0.975,10
22,143,0.5,0.528877442876629,0.0705616844826919,0.473333333333333,0.962916666666667,10
22,143,0.7,0.541253211244089,0.0770022961916774,0.511666666666667,0.955,10
22,143,0.9,0.554670030016164,0.0684923751632029,0.551666666666667,0.946666666666667,10
22,143,1.1,0.574953774547528,0.0811482669034276,0.603333333333333,0.936666666666667,10
22,143,1.3,0.577177097209798,0.0779503140255896,0.641666666666667,0.9225,10
22,143,1.5,0.577960920345438,0.095773059966372,0.678333333333333,0.907083333333333,10
22,143,1.7,0.586914188521947,0.0951847300676295,0.728333333333333,0.889583333333333,10
22,143,1.9,0.590959113920579,0.077428102036268,0.775,0.868333333333333,10
22,143,2.1,0.584008934648025,0.0816162518925943,0.8,0.850833333333333,10
22,143,2.3,0.586064373206424,0.0813685595015733,0.841666666666667,0.828333333333333,10
22,143,2.5,0.575427014978998,0.0829245770428354,0.873333333333333,0.8,10
22,143,2.7,0.558069825073941,0.0905105943095713,0.888333333333333,0.775,10
22,143,2.9,0.546099683246118,0.0840558687300894,0.918333333333333,0.741666666666667,10
23,149,0.1,0.479588243590572,0.0623781009896091,0.34,0.985416666666667,10
23,149,0.3,0.501308550517919,0.0678665448174622,0.383333333333333,0.980416666666667,10
23,149,0.5,0.533473807259131,0.0687997099224907,0.443333333333333,0.97375,10
23,149,0.7,0.562258728110602,0.0660517796935282,0.495,0.96875,10
23,149,0.9,0.58333157254202,0.0715200247634096,0.548333333333333,0.96,10
23,149,1.1,0.586643703522784,0.0728270044940992,0.59,0.9475,10
23,149,1.3,0.595611716080181,0.0638523219239935,0.633333333333333,0.935416666666667,10
23,149,1.5,0.606076947470318,0.0647008086653462,0.688333333333333,0.919166666666667,10
23,149,1.7,0.60508127724377,0.0675595308485473,0.728333333333333,0.90125,10
23,149,1.9,0.608623235986933,0.0647117007448949,0.778333333333333,0.880416666666667,10
23,149,2.1,0.594593358661416,0.0519258783303134,0.815,0.851666666666667,10
23,149,2.3,0.575466205252576,0.0501189410906078,0.836666666666667,0.825,10
23,149,2.5,0.558866711981968,0.0476653306557052,0.86,0.797083333333333,10
23,149,2.7,0.543341078276208,0.0459403249342518,0.88,0.77,10
23,149,2.9,0.525291224229289,0.0432735398821674,0.903333333333333,0.735833333333333,10
24,152,0.1,0.429499149428783,0.0883381609436825,0.281666666666667,0.987916666666667,10
24,152,0.3,0.464220687138184,0.0884568438917304,0.33,0.984583333333333,10
24,152,0.5,0.494213345458185,0.0808676702633297,0.378333333333333,0.98,10
24,152,0.7,0.49475001598174,0.0818428923875575,0.413333333333333,0.970416666666667,10
24,152,0.9,0.522338760692594,0.0735350209136313,0.46,0.965416666666667,10
