dataset,k,target,true_prev,rep,n,piHat,piRaw,estimable,flagged,heavy
Kay S1,2,0.25,0.2500,0,380,0.2931,0.2931,1,0.1921,0
Kay S1,2,0.25,0.2500,1,380,0.2931,0.2931,1,0.2132,0
Kay S1,2,0.25,0.2500,2,380,0.1774,0.1774,1,0.1368,0
Kay S1,2,0.25,0.2500,3,380,0.2368,0.2368,1,0.1763,0
Kay S1,2,0.25,0.2500,4,380,0.2149,0.2149,1,0.1553,0
Kay S1,2,0.25,0.2500,5,380,0.1805,0.1805,1,0.1526,0
Kay S1,2,0.25,0.2500,6,380,0.1430,0.1430,1,0.1368,0
Kay S1,2,0.25,0.2500,7,380,0.2399,0.2399,1,0.1632,0
Kay S1,2,0.25,0.2500,8,380,0.2431,0.2431,1,0.1974,0
Kay S1,2,0.25,0.2500,9,380,0.1711,0.1711,1,0.1500,0
Kay S1,2,0.30,0.2997,0,317,0.1301,0.1301,1,0.1262,0
Kay S1,2,0.30,0.2997,1,317,0.1901,0.1901,1,0.1672,0
Kay S1,2,0.30,0.2997,2,317,0.1939,0.1939,1,0.1577,0
Kay S1,2,0.30,0.2997,3,317,0.2389,0.2389,1,0.1735,0
Kay S1,2,0.30,0.2997,4,317,0.1001,0.1001,1,0.1199,0
Kay S1,2,0.30,0.2997,5,317,0.2576,0.2576,1,0.1703,0
Kay S1,2,0.30,0.2997,6,317,0.1339,0.1339,1,0.1388,0
Kay S1,2,0.30,0.2997,7,317,0.2089,0.2089,1,0.1609,0
Kay S1,2,0.30,0.2997,8,317,0.1376,0.1376,1,0.1262,0
Kay S1,2,0.30,0.2997,9,317,0.2089,0.2089,1,0.1672,0
Kay S1,2,0.35,0.3506,0,271,0.3158,0.3158,1,0.2362,0
Kay S1,2,0.35,0.3506,1,271,0.2676,0.2676,1,0.2103,0
Kay S1,2,0.35,0.3506,2,271,0.2719,0.2719,1,0.1956,0
Kay S1,2,0.35,0.3506,3,271,0.3290,0.3290,1,0.2731,0
Kay S1,2,0.35,0.3506,4,271,0.2281,0.2281,1,0.1697,0
Kay S1,2,0.35,0.3506,5,271,0.1667,0.1667,1,0.1587,0
Kay S1,2,0.35,0.3506,6,271,0.2544,0.2544,1,0.1993,0
Kay S1,2,0.35,0.3506,7,271,0.1711,0.1711,1,0.1255,0
Kay S1,2,0.35,0.3506,8,271,0.2325,0.2325,1,0.1845,0
Kay S1,2,0.35,0.3506,9,271,0.1755,0.1755,1,0.1328,0
Kay S1,2,0.40,0.3992,0,238,0.2559,0.2559,1,0.1933,0
Kay S1,2,0.40,0.3992,1,238,0.3058,0.3058,1,0.2185,0
Kay S1,2,0.40,0.3992,2,238,0.2459,0.2459,1,0.1807,0
Kay S1,2,0.40,0.3992,3,238,0.1510,0.1510,1,0.1387,0
Kay S1,2,0.40,0.3992,4,238,0.1810,0.1810,1,0.1471,0
Kay S1,2,0.40,0.3992,5,238,0.2209,0.2209,1,0.1807,0
Kay S1,2,0.40,0.3992,6,238,0.3008,0.3008,1,0.2101,0
Kay S1,2,0.40,0.3992,7,238,0.2060,0.2060,1,0.1387,0
Kay S1,2,0.40,0.3992,8,238,0.2209,0.2209,1,0.1891,0
Kay S1,2,0.40,0.3992,9,238,0.1510,0.1510,1,0.1261,0
Kay S1,3,0.02,0.0200,0,450,0.1416,0.1416,1,0.1111,0
Kay S1,3,0.02,0.0200,1,450,0.0386,0.0386,1,0.0822,0
Kay S1,3,0.02,0.0200,2,450,0.0386,0.0386,1,0.0800,0
Kay S1,3,0.02,0.0200,3,450,0.1548,0.1548,1,0.1244,0
Kay S1,3,0.02,0.0200,4,450,0.0914,0.0914,1,0.1067,0
Kay S1,3,0.02,0.0200,5,450,0.1257,0.1257,1,0.1089,0
Kay S1,3,0.02,0.0200,6,450,0.1574,0.1574,1,0.1178,0
Kay S1,3,0.02,0.0200,7,450,0.1363,0.1363,1,0.1067,0
Kay S1,3,0.02,0.0200,8,450,0.1046,0.1046,1,0.1000,0
Kay S1,3,0.02,0.0200,9,450,0.1178,0.1178,1,0.0978,0
Kay S1,3,0.05,0.0500,0,460,0.1163,0.1163,1,0.1152,0
Kay S1,3,0.05,0.0500,1,460,0.0595,0.0595,1,0.0891,0
Kay S1,3,0.05,0.0500,2,460,0.1396,0.1396,1,0.1109,0
Kay S1,3,0.05,0.0500,3,460,0.2016,0.2016,1,0.1413,0
Kay S1,3,0.05,0.0500,4,460,0.0827,0.0827,1,0.0935,0
Kay S1,3,0.05,0.0500,5,460,0.1654,0.1654,1,0.1261,0
Kay S1,3,0.05,0.0500,6,460,0.2016,0.2016,1,0.1457,0
Kay S1,3,0.05,0.0500,7,460,0.1060,0.1060,1,0.1043,0
Kay S1,3,0.05,0.0500,8,460,0.1396,0.1396,1,0.1217,0
Kay S1,3,0.05,0.0500,9,460,0.1370,0.1370,1,0.1326,0
Kay S1,3,0.08,0.0800,0,475,0.1517,0.1517,1,0.1347,0
Kay S1,3,0.08,0.0800,1,475,0.1642,0.1642,1,0.1326,0
Kay S1,3,0.08,0.0800,2,475,0.0942,0.0942,1,0.1137,0
Kay S1,3,0.08,0.0800,3,475,0.3019,0.3019,1,0.2084,0
Kay S1,3,0.08,0.0800,4,475,0.1192,0.1192,1,0.1200,0
Kay S1,3,0.08,0.0800,5,475,0.1217,0.1217,1,0.1242,0
Kay S1,3,0.08,0.0800,6,475,0.1142,0.1142,1,0.1263,0
Kay S1,3,0.08,0.0800,7,475,0.0992,0.0992,1,0.1095,0
Kay S1,3,0.08,0.0800,8,475,0.1392,0.1392,1,0.1137,0
Kay S1,3,0.08,0.0800,9,475,0.1092,0.1092,1,0.1116,0
Kay S1,3,0.12,0.1199,0,442,0.1771,0.1771,1,0.1493,0
Kay S1,3,0.12,0.1199,1,442,0.1368,0.1368,1,0.1312,0
Kay S1,3,0.12,0.1199,2,442,0.2229,0.2229,1,0.1448,0
Kay S1,3,0.12,0.1199,3,442,0.2255,0.2255,1,0.1697,0
Kay S1,3,0.12,0.1199,4,442,0.1422,0.1422,1,0.1335,0
Kay S1,3,0.12,0.1199,5,442,0.1610,0.1610,1,0.1403,0
Kay S1,3,0.12,0.1199,6,442,0.1180,0.1180,1,0.1267,0
Kay S1,3,0.12,0.1199,7,442,0.1503,0.1503,1,0.1471,0
Kay S1,3,0.12,0.1199,8,442,0.1933,0.1933,1,0.1561,0
Kay S1,3,0.12,0.1199,9,442,0.2013,0.2013,1,0.1448,0
Kay S1,3,0.16,0.1601,0,331,0.0987,0.0987,1,0.1299,0
Kay S1,3,0.16,0.1601,1,331,0.2316,0.2316,1,0.1813,0
Kay S1,3,0.16,0.1601,2,331,0.2531,0.2531,1,0.1903,0
Kay S1,3,0.16,0.1601,3,331,0.1849,0.1849,1,0.1571,0
Kay S1,3,0.16,0.1601,4,331,0.1238,0.1238,1,0.1329,0
Kay S1,3,0.16,0.1601,5,331,0.1059,0.1059,1,0.1299,0
Kay S1,3,0.16,0.1601,6,331,0.2531,0.2531,1,0.1662,0
Kay S1,3,0.16,0.1601,7,331,0.1633,0.1633,1,0.1511,0
Kay S1,3,0.16,0.1601,8,331,0.1202,0.1202,1,0.1057,0
Kay S1,3,0.16,0.1601,9,331,0.1274,0.1274,1,0.1329,0
Kay S1,3,0.20,0.2000,0,265,0.2241,0.2241,1,0.1547,0
Kay S1,3,0.20,0.2000,1,265,0.2061,0.2061,1,0.1698,0
Kay S1,3,0.20,0.2000,2,265,0.2510,0.2510,1,0.2302,0
Kay S1,3,0.20,0.2000,3,265,0.2599,0.2599,1,0.2038,0
Kay S1,3,0.20,0.2000,4,265,0.2241,0.2241,1,0.1623,0
Kay S1,3,0.20,0.2000,5,265,0.2330,0.2330,1,0.1925,0
Kay S1,3,0.20,0.2000,6,265,0.2375,0.2375,1,0.1774,0
Kay S1,3,0.20,0.2000,7,265,0.2196,0.2196,1,0.1849,0
Kay S1,3,0.20,0.2000,8,265,0.2151,0.2151,1,0.1434,0
Kay S1,3,0.20,0.2000,9,265,0.1613,0.1613,1,0.1547,0
Kay S1,3,0.25,0.2500,0,212,0.2487,0.2487,1,0.1698,0
Kay S1,3,0.25,0.2500,1,212,0.2824,0.2824,1,0.2123,0
Kay S1,3,0.25,0.2500,2,212,0.0301,0.0301,1,0.0660,0
Kay S1,3,0.25,0.2500,3,212,0.1646,0.1646,1,0.1509,0
Kay S1,3,0.25,0.2500,4,212,0.3553,0.3553,1,0.2500,0
Kay S1,3,0.25,0.2500,5,212,0.2712,0.2712,1,0.2406,0
Kay S1,3,0.25,0.2500,6,212,0.3440,0.3440,1,0.2500,0
Kay S1,3,0.25,0.2500,7,212,0.2095,0.2095,1,0.1934,0
Kay S1,3,0.25,0.2500,8,212,0.2656,0.2656,1,0.1698,0
Kay S1,3,0.25,0.2500,9,212,0.2656,0.2656,1,0.2123,0
Kay S2,1,0.40,0.4000,0,190,0.4495,0.4495,1,0.3105,1
Kay S2,1,0.40,0.4000,1,190,0.3306,0.3306,1,0.2421,0
Kay S2,1,0.40,0.4000,2,190,0.4057,0.4057,1,0.2579,1
Kay S2,1,0.40,0.4000,3,190,0.3056,0.3056,1,0.2211,0
Kay S2,1,0.40,0.4000,4,190,0.2493,0.2493,1,0.1789,0
Kay S2,1,0.40,0.4000,5,190,0.2994,0.2994,1,0.2263,0
Kay S2,1,0.40,0.4000,6,190,0.3369,0.3369,1,0.2368,0
Kay S2,1,0.40,0.4000,7,190,0.2618,0.2618,1,0.1947,0
Kay S2,1,0.40,0.4000,8,190,0.3056,0.3056,1,0.2211,0
Kay S2,1,0.40,0.4000,9,190,0.3744,0.3744,1,0.2421,0
Kay S2,2,0.05,0.0500,0,180,0.3463,0.3463,1,0.2000,0
Kay S2,2,0.05,0.0500,1,180,0.2869,0.2869,1,0.1833,0
Kay S2,2,0.05,0.0500,2,180,0.3661,0.3661,1,0.2167,0
Kay S2,2,0.05,0.0500,3,180,0.2472,0.2472,1,0.1833,0
Kay S2,2,0.05,0.0500,4,180,0.3463,0.3463,1,0.2000,0
Kay S2,2,0.05,0.0500,5,180,0.3727,0.3727,1,0.2278,0
Kay S2,2,0.05,0.0500,6,180,0.3727,0.3727,1,0.2000,0
Kay S2,2,0.05,0.0500,7,180,0.2076,0.2076,1,0.1444,0
Kay S2,2,0.05,0.0500,8,180,0.2869,0.2869,1,0.1778,0
Kay S2,2,0.05,0.0500,9,180,0.1746,0.1746,1,0.1389,0
Kay S2,2,0.12,0.1198,0,192,0.3995,0.3995,1,0.2708,0
Kay S2,2,0.12,0.1198,1,192,0.3376,0.3376,1,0.2240,0
Kay S2,2,0.12,0.1198,2,192,0.4676,0.4676,1,0.2813,1
Kay S2,2,0.12,0.1198,3,192,0.3500,0.3500,1,0.2552,0
Kay S2,2,0.12,0.1198,4,192,0.3500,0.3500,1,0.2292,0
Kay S2,2,0.12,0.1198,5,192,0.3686,0.3686,1,0.2188,0
Kay S2,2,0.12,0.1198,6,192,0.3067,0.3067,1,0.2031,0
Kay S2,2,0.12,0.1198,7,192,0.3067,0.3067,1,0.2083,0
Kay S2,2,0.12,0.1198,8,192,0.3686,0.3686,1,0.2292,0
Kay S2,2,0.12,0.1198,9,192,0.2510,0.2510,1,0.1771,0
Kay S2,2,0.16,0.1596,0,188,0.3551,0.3551,1,0.2500,0
Kay S2,2,0.16,0.1596,1,188,0.3488,0.3488,1,0.2340,0
Kay S2,2,0.16,0.1596,2,188,0.3298,0.3298,1,0.2234,0
Kay S2,2,0.16,0.1596,3,188,0.3298,0.3298,1,0.2181,0
Kay S2,2,0.16,0.1596,4,188,0.3931,0.3931,1,0.2713,0
Kay S2,2,0.16,0.1596,5,188,0.2160,0.2160,1,0.1862,0
Kay S2,2,0.16,0.1596,6,188,0.2856,0.2856,1,0.2128,0
Kay S2,2,0.16,0.1596,7,188,0.2666,0.2666,1,0.1915,0
Kay S2,2,0.16,0.1596,8,188,0.2224,0.2224,1,0.1862,0
Kay S2,2,0.16,0.1596,9,188,0.3362,0.3362,1,0.2287,0
